OID_;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;IstRad;IstPKW;IstFuss;IstKrad;IstSonstige;ULICHTVERH;IstGkfz;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;UIDENTSTLAE;IstStrassenzustand
155207;5;1;70;24;2021;3;20;3;3;5;2;1;1;0;0;0;2;0;335454,236999649554491;5702318,706998854875565;6,631996512000057;51,448114670000052;5210316518200070000;1
155210;5;1;11;0;2021;3;20;4;3;0;1;1;0;0;0;0;1;0;343844,314359113574028;5676782,343107748776674;6,763833129000034;51,221043761000033;5210331500300470000;0
155211;5;1;11;0;2021;9;20;4;3;4;2;1;1;0;0;0;1;0;342540,340999714098871;5680591,140999097377062;6,743501109000022;51,254908262000072;5210908500200170000;0
155212;5;1;62;24;2021;6;20;4;3;5;3;1;1;0;0;0;0;0;342933,107515791431069;5670384,358960678800941;6,753593605000049;51,163306143000057;5210623513210280000;0
155215;5;1;62;24;2021;10;11;5;3;0;1;1;0;0;0;0;0;0;339185,116425375454128;5673953,264985155314207;6,698437815000034;51,194331376000036;5211014513210480000;1
155216;5;1;70;48;2021;9;10;7;3;5;3;1;1;0;0;0;0;0;338661,436444773338735;5726200,449843240901828;6,667154217000075;51,663596195000082;5210911518100880000;0
155217;5;1;62;24;2021;6;21;4;3;0;1;1;0;0;0;0;1;0;338989,404175913892686;5674424,058713577687740;6,695428101000061;51,198506309000038;5210616513210440000;0
155218;5;1;11;0;2021;12;16;4;3;6;7;1;0;1;0;0;0;0;344441,946144492365420;5677382,656980428844690;6,772123818000068;51,226600944000040;5211229500100370000;1
155220;5;1;12;0;2021;4;11;5;3;5;3;1;1;0;0;0;0;0;342378,997955495491624;5712727,491776494309306;6,726916674000051;51,543603824000058;5210401501132860000;0
155222;5;1;12;0;2021;6;7;2;3;0;7;1;1;0;0;0;0;0;337535,253987015224993;5696602,631597684696317;6,664538258000050;51,397360197000069;5210628501215980000;0
155230;5;1;62;24;2021;5;18;2;2;0;1;1;0;0;0;0;0;0;340727,010734824463725;5668210,573850871995091;6,723029993000068;51,143164416000047;5210503513210470000;0
155232;5;3;66;44;2021;12;10;4;2;5;3;1;1;0;0;0;0;0;334868,386999630369246;5619096,905998891219497;6,661586558000067;50,700215566000054;5211201603144280000;1
155233;5;1;12;0;2021;9;18;3;3;5;2;1;1;0;0;0;0;0;340461,061999696306884;5697502,501999028027058;6,706156148000048;51,406275526000059;5210907501211580000;0
155235;5;1;11;0;2021;9;17;7;3;3;6;1;1;0;0;0;0;0;344942,172405612654984;5677335,389131311327219;6,779302643000051;51,226312331000031;5210911500100370000;0
155236;5;1;62;24;2021;6;14;4;3;5;2;1;1;0;0;0;0;0;337419,832999664358795;5673541,861998939886689;6,673381767000024;51,190135519000080;5210602513210390000;0
155238;5;1;11;0;2021;3;19;2;3;5;3;1;0;0;0;1;1;0;343962,974673279561102;5676349,208493242040277;6,765719464000028;51,217184353000050;5210329500300970000;0
155239;5;1;62;24;2021;5;17;5;2;6;7;1;0;1;0;0;0;0;342598,313260457478464;5671530,715488204732537;6,748307486000044;51,173514473000068;5210513513210090000;0
155240;5;1;11;0;2021;7;15;4;3;5;3;1;1;0;0;0;0;0;343406,288178378716111;5680720,829801831394434;6,755843695000067;51,256312004000051;5210707500200280000;0
155242;5;1;70;24;2021;1;17;3;3;1;5;1;1;0;0;0;2;0;336882,949060036800802;5704274,792671272531152;6,651636569000061;51,466101916000071;5210126518200890000;0
155243;5;5;54;48;2021;12;23;6;3;1;1;1;1;0;0;0;2;0;341645,198901970870793;5745601,848339162766933;6,701424328000030;51,838749488000076;5211210705000170000;0
155244;5;1;12;0;2021;9;10;2;3;5;2;1;1;0;0;0;0;0;345578,802260346710682;5700052,487776868045330;6,778567528000053;51,430603905000055;5210913501316190000;0
155246;5;1;62;4;2021;7;10;1;3;5;3;1;1;0;0;0;0;0;344175,106450493447483;5665818,481470655649900;6,773318160000031;51,122619208000060;5210704513320380000;0
155248;5;1;14;0;2021;9;10;2;2;0;1;1;0;0;0;0;0;0;336202,416314237751067;5692003,090095827355981;6,647515977000069;51,355653190000055;5210920505200470000;0
155251;5;1;70;8;2021;3;14;4;3;5;3;1;1;0;0;0;0;0;344228,541999732144177;5714918,477999128401279;6,752596751000056;51,563802731000067;5210303518400570000;0
155253;5;1;62;24;2021;9;8;5;3;0;6;1;1;0;0;0;0;0;338808,204307099804282;5673247,679930849000812;6,693364867000071;51,187885567000080;5210930513210470000;0
155254;5;1;11;0;2021;11;12;1;3;5;3;1;0;0;0;1;0;0;344029,242479854263365;5674266,971704633906484;6,767572755000060;51,198492844000043;5211121500300560000;1
155255;5;1;11;0;2021;12;17;3;3;5;2;1;1;0;0;0;2;0;344607,570647693239152;5675797,625198259949684;6,775180888000023;51,212403955000070;5211228500300440000;1
155257;5;3;62;32;2021;10;7;4;3;5;3;1;1;0;0;0;1;0;337659,551807671785355;5638190,728424012660980;6,692643806000035;50,872570073000077;5211027602400770000;0
155259;5;1;11;0;2021;6;14;4;3;0;7;1;0;0;0;0;0;0;343609,773999723605812;5676308,452999126166105;6,760683926000070;51,216721523000047;5210630500300880000;0
155261;5;1;12;0;2021;6;10;3;3;0;1;1;0;0;0;0;0;0;338837,550938986241817;5702122,070935750380158;6,680732526000043;51,447320929000057;5210601501223820000;0
155262;5;1;12;0;2021;9;12;4;3;0;1;1;0;0;0;0;0;0;342628,624381992965937;5702736,548343097791076;6,734969679000073;51,453908017000060;5210908501128070000;0
155263;5;1;11;0;2021;2;11;5;3;1;7;1;1;0;0;0;0;0;343897,362804517149925;5675168,289403190836310;6,765294656000037;51,206555477000052;5210225500300590000;0
155268;5;1;14;0;2021;7;17;3;3;0;7;1;0;0;0;0;0;0;336512,791344936937094;5691801,965263154357672;6,652062023000042;51,353935594000063;5210713505200880000;1
155269;5;1;12;0;2021;12;17;6;3;5;3;1;1;0;0;0;2;0;340693,028999699279666;5702343,353999029844999;6,707311731000061;51,449834043000067;5211203501222290000;1
155271;5;3;62;20;2021;3;10;2;3;5;3;1;1;0;0;0;0;0;343525,240140088833869;5629876,110045054927468;6,779494977000070;50,799472769000033;5210329602600360000;0
155273;5;1;11;0;2021;7;18;2;3;0;7;1;0;0;0;0;0;0;341727,415032478980720;5677009,395538957789540;6,733443921000060;51,222500921000062;5210712500300640000;0
155275;5;1;62;24;2021;12;16;6;2;0;1;1;0;0;0;0;0;0;337768,727134938351810;5672005,668792037293315;6,679063875000054;51,176432223000063;5211231513210070000;1
155278;5;3;62;24;2021;3;11;1;3;0;1;1;0;0;0;0;0;0;343676,396138698793948;5644818,481649186462164;6,775253643000042;50,933784828000057;5210314602500580000;1
155279;5;1;62;24;2021;6;17;6;3;1;5;1;1;0;0;0;0;0;340525,813115890137851;5672432,612051663920283;6,718284427000071;51,181043919000047;5210604513210990000;0
155281;5;1;62;24;2021;5;13;6;3;0;5;1;1;0;0;0;0;0;336646,389639835804701;5676194,119155960157514;6,661116074000063;51,213744702000042;5210514513210790000;0
155285;5;1;70;44;2021;1;10;4;3;0;1;1;0;0;0;0;0;0;339193,390999686904252;5718378,861998973414302;6,678430577000029;51,593478490000052;5210113518120170000;2
155286;5;1;12;0;2021;6;3;6;2;7;6;1;1;0;0;0;2;0;342317,110265814699233;5702650,145295377820730;6,730528378000031;51,453045040000063;5210611501128590000;0
155293;5;1;11;0;2021;5;11;7;3;8;1;1;1;0;0;0;0;0;344940,256239423528314;5681564,619352024048567;6,777443511000058;51,264312945000029;5210529500200570000;0
155294;5;1;12;0;2021;7;11;7;3;5;2;1;1;0;0;0;0;0;338447,868999680504203;5707707,773998957127333;6,672576047000064;51,497393836000072;5210710501224190000;0
155295;5;3;66;4;2021;11;7;2;3;4;1;1;1;0;0;0;1;0;342236,322074805386364;5605980,106256633996964;6,771421455000052;50,584390538000036;5211115603104080000;0
155297;5;3;66;44;2021;10;16;6;2;5;3;1;0;0;0;1;0;0;333695,819999618455768;5614968,782998852431774;6,646853616000044;50,662788620000072;5211029603144910000;0
155298;5;1;12;0;2021;12;8;6;2;0;2;1;0;0;0;0;1;0;344407,564219749532640;5694365,474045637995005;6,764226695000048;51,379185623000069;5211210501323690000;1
155299;5;1;62;24;2021;9;7;4;2;1;5;1;1;0;0;0;0;0;342282,373040245845914;5667638,652535328641534;6,745497392000061;51,138456129000076;5210908513210560000;0
155304;5;3;62;32;2021;11;6;3;3;6;6;1;0;1;0;0;2;0;337758,144015851430595;5638789,071004694327712;6,693778424000072;50,877974104000032;5211130602400670000;1
155309;5;1;70;24;2021;7;20;2;3;0;1;1;0;0;0;0;0;0;337142,958160682581365;5701985,957635194063187;6,656430316000069;51,445613295000044;5210712518200990000;0
155310;5;3;62;32;2021;3;14;4;3;6;4;1;0;1;0;0;0;0;337796,380118918605149;5638932,294538334012032;6,694257927000024;50,879271758000073;5210324602400880000;0
155311;5;1;11;0;2021;9;16;4;3;4;2;1;1;0;0;0;0;0;343832,469999724067748;5679842,215999132022262;6,762329743000066;51,248534328000062;5210908500200980000;0
155312;5;1;11;0;2021;1;17;3;3;5;3;1;1;0;0;0;2;0;343053,336999718099833;5679139,938999107107520;6,751482877000058;51,242010372000038;5210112500100260000;1
155314;5;1;11;0;2021;5;10;6;3;5;2;1;1;0;0;0;0;0;342333,891333322040737;5684100,372726468369365;6,738997361000031;51,286381940000069;5210514500200580000;0
155315;5;1;12;0;2021;9;20;2;3;0;3;1;1;0;0;0;1;0;344868,113056031055748;5706865,790965201333165;6,765363087000026;51,491626996000036;5210920501115090000;0
155316;5;1;70;8;2021;11;11;5;3;5;3;1;1;0;0;0;0;0;343905,189999729394913;5714915,540999120101333;6,747936747000040;51,563686943000050;5211118518400880000;0
155317;5;1;12;0;2021;2;20;7;3;5;2;1;1;0;0;0;2;0;343748,385999725200236;5694753,015999127179384;6,754592022000054;51,382486645000029;5210227501324170000;0
155318;5;1;70;44;2021;11;8;2;3;0;7;1;0;0;0;0;1;0;339954,027675310149789;5719274,415468188002706;6,688993730000050;51,601740961000075;5211122518120480000;0
155320;5;1;70;24;2021;5;18;4;3;3;2;1;1;0;0;0;0;0;336857,108225133270025;5699842,509530737996101;6,653308020000054;51,426273703000049;5210526518200590000;0
155321;5;5;54;48;2021;12;12;3;3;4;6;1;0;0;0;0;0;0;342195,619335168041289;5745205,380303094163537;6,709587793000026;51,835343406000050;5211221705000780000;0
155322;5;1;12;0;2021;3;11;3;3;0;3;1;1;0;0;0;0;0;345545,958182351663709;5699692,679530555382371;6,778252305000024;51,427362051000046;5210302501316390000;0
155323;5;1;11;0;2021;3;9;7;3;5;3;1;1;0;0;0;0;0;345054,889999735169113;5679743,318999160081148;6,779874021000069;51,247979104000080;5210306500200870000;0
155324;5;1;62;22;2021;10;19;7;3;7;1;1;0;0;0;0;2;0;337469,600574259646237;5685841,656022772192955;6,668509619000076;51,300659475000032;5211016513130380000;0
155328;5;1;12;0;2021;9;19;4;3;5;3;1;1;0;0;0;0;0;344051,423402871005237;5708339,846094461157918;6,752957088000073;51,504646453000078;5210908501112090000;0
155329;5;1;12;0;2021;3;7;3;3;5;3;1;1;0;0;0;1;0;339087,394999684765935;5699870,700998980551958;6,685347942000021;51,427164589000029;5210330501213770000;0
155330;5;1;62;24;2021;6;17;3;3;5;3;1;1;0;0;0;0;0;339571,221363550983369;5674720,014712460339069;6,703616292000049;51,201329121000072;5210615513210770000;0
155333;5;5;54;48;2021;3;18;5;3;0;1;1;1;0;0;0;0;0;341264,021999709308147;5746108,627999028190970;6,695663687000035;51,843194150000045;5210325705000460000;0
155339;5;1;11;0;2021;1;8;4;3;0;7;1;0;0;0;0;1;0;342594,217248274944723;5688100,634156176820397;6,740962715000023;51,322396448000063;5210113500200060000;2
155341;5;1;62;24;2021;11;7;5;3;5;3;1;1;0;0;0;1;0;337887,375569292344153;5675785,892578149214387;6,679053211000053;51,210430510000037;5211111513210280000;0
155343;5;1;12;0;2021;9;12;6;3;5;3;1;1;0;0;0;0;0;344505,303604356944561;5698039,732354732230306;6,764020343000027;51,412225761000059;5210903501318680000;0
155347;5;3;62;32;2021;12;9;6;3;0;1;1;0;0;0;0;0;0;339340,856294496916234;5641765,756223153322935;6,714948013000026;50,905163316000028;5211231602400080000;1
155350;5;1;62;24;2021;3;15;3;2;5;3;1;0;0;0;0;0;0;337262,555999663658440;5676899,363998934626579;6,669610411000065;51,220257052000079;5210302513210390000;0
155351;5;3;66;4;2021;5;14;6;3;1;3;1;1;0;0;0;0;0;342292,667999703437090;5606057,427999116480350;6,772183959000074;50,585100598000054;5210521603104590000;0
155353;5;1;62;24;2021;9;9;3;3;5;3;1;1;0;0;0;0;0;340996,949999700300395;5670851,050999056547880;6,725719162000075;51,166964597000060;5210928513210090000;0
155354;5;1;70;24;2021;9;7;4;3;5;3;1;1;0;0;0;0;0;336418,188610263168812;5702725,020710453391075;6,645668420000050;51,452044330000035;5210922518200170000;0
155355;5;1;12;0;2021;5;12;2;3;9;1;1;0;0;0;0;0;0;344091,149999730288982;5693773,495999131351709;6,759943478000025;51,373779870000078;5210531501323580000;0
155358;5;1;62;24;2021;11;7;5;2;5;3;1;1;0;0;0;2;0;338090,221999670378864;5677005,654998961836100;6,681404100000066;51,221447371000068;5211118513210590000;1
155359;5;1;62;24;2021;12;16;7;3;0;1;1;0;0;0;0;1;0;339200,559287715703249;5673574,260934662073851;6,698828350000042;51,190930392000041;5211204513210270000;1
155362;5;3;62;20;2021;9;19;4;3;4;6;1;1;0;0;0;2;0;342779,093999709933996;5632652,753999121487141;6,767725608000035;50,824221643000044;5210929602600170000;1
155364;5;1;70;8;2021;6;6;2;3;8;1;1;0;0;0;0;0;0;341957,172999711707234;5716033,961999066174030;6,719352498000035;51,573192888000051;5210621518400570000;1
155366;5;1;12;0;2021;6;10;6;3;0;3;1;1;0;0;0;0;0;337111,380896802991629;5697053,417748238891363;6,658243547000041;51,401288689000069;5210604501215520000;0
155368;5;1;11;0;2021;5;16;7;3;6;1;1;0;1;0;0;0;0;343637,386924952268600;5680010,608882892876863;6,759463195000023;51,249993928000038;5210529500200870000;0
155369;5;1;14;0;2021;9;13;4;2;5;3;1;1;0;0;0;0;0;337986,590999672189355;5688295,619998950511217;6,674804540000025;51,322854746000075;5210901505100380000;0
155372;5;1;12;0;2021;10;15;4;3;5;3;1;1;0;0;0;0;0;343432,237539324909449;5698569,394552042707801;6,748368754000069;51,416689460000043;5211013501318090000;0
155375;5;1;62;24;2021;2;10;1;3;0;1;1;0;0;0;0;0;0;336160,982697157189250;5675696,997328914701939;6,654399343000023;51,209139191000077;5210228513210270000;0
155378;5;1;11;0;2021;4;18;1;3;0;1;1;0;0;0;0;0;0;344938,469586483202875;5678440,231087690219283;6,778771519000031;51,236238750000041;5210425500200160000;0
155379;5;3;62;32;2021;7;13;5;3;4;6;1;0;0;0;0;0;0;336300,817999647930264;5641302,833998925983906;6,671954955000047;50,900149920000047;5210708602400080000;0
155381;5;1;62;24;2021;11;6;6;3;0;1;1;0;0;0;0;2;0;341354,553362527862191;5670102,487491186708212;6,731159948000027;51,160337904000073;5211119513210170000;1
155382;5;1;11;0;2021;5;13;5;2;0;7;1;0;0;0;0;0;0;343744,188222710974514;5675635,695224702358246;6,762900090000073;51,210713385000076;5210513500300680000;0
155383;5;3;62;32;2021;9;16;3;3;0;5;1;1;0;0;0;0;0;341318,840781455859542;5637619,498470745980740;6,744857805000038;50,868453330000079;5210907602400490000;0
155386;5;1;12;0;2021;9;19;2;3;0;1;1;0;0;0;0;0;0;341261,898829566314816;5702983,115087902173400;6,715204631000063;51,455741817000046;5210906501222780000;0
155387;5;1;12;0;2021;9;12;2;3;0;7;1;0;0;0;0;0;0;340274,474999694153666;5697381,883999021723866;6,703530032000060;51,405139300000030;5210913501213670000;0
155388;5;1;12;0;2021;5;10;3;3;5;3;1;1;0;0;0;0;0;345610,439828937873244;5706854,229306429624557;6,776052496000034;51,491726290000031;5210518501115070000;0
155392;5;1;11;0;2021;9;13;5;3;4;1;1;1;0;0;0;0;0;344748,691183126531541;5679090,463821370154619;6,775773305000030;51,242029715000058;5210902500200280000;0
155393;5;1;62;24;2021;11;12;4;3;5;3;1;1;0;0;0;0;0;341182,408999701030552;5671145,648999061435461;6,728239508000058;51,169663131000050;5211103513210670000;0
155394;5;5;54;8;2021;5;15;2;3;5;3;1;0;0;0;1;0;0;337726,413999677635729;5745847,123998900875449;6,644477997000024;51,839828099000044;5210503705000770000;0
155395;5;3;66;28;2021;10;17;7;3;0;1;1;0;0;0;0;0;0;334709,093773022294044;5608567,857695531100035;6,664032190000057;50,605561108000074;5211002603228280000;0
155399;5;1;62;24;2021;9;11;7;3;0;1;1;0;0;0;0;0;0;339171,193061876110733;5673970,749065861105919;6,698230887000022;51,194484551000073;5210904513210770000;0
155404;5;1;62;24;2021;4;18;2;3;1;5;1;1;0;0;0;0;0;338638,334727144800127;5673001,145115723833442;6,691046910000068;51,185622546000047;5210426513210440000;0
155405;5;3;62;8;2021;6;9;2;3;0;7;1;0;0;0;0;0;0;335854,961999647319317;5651418,170998902991414;6,661061116000042;50,990910666000048;5210607602100380000;1
155406;5;1;62;24;2021;9;18;1;3;4;6;1;1;0;0;0;0;0;339550,851253039203584;5672722,302439587190747;6,704217533000076;51,183374006000065;5210912513210890000;0
155408;5;1;11;0;2021;9;18;6;3;0;6;1;0;0;0;0;0;0;345091,916852644644678;5681767,917683079838753;6,779527529000063;51,266180882000072;5210903500200360000;0
155409;5;1;70;44;2021;4;18;4;2;7;1;1;0;0;0;0;0;0;338961,750493502244353;5720741,754965066909790;6,674004333000028;51,614640925000060;5210428518120080000;0
155410;5;1;70;8;2021;5;16;6;3;0;5;1;1;0;0;0;0;0;343231,430417507886887;5717310,479816552251577;6,737155455000050;51,585017630000038;5210514518400880000;0
155412;5;1;62;24;2021;2;14;1;3;5;3;1;1;0;0;0;0;0;342173,237999710254371;5672134,179999087005854;6,741966699000045;51,178819592000082;5210228513210580000;0
155416;5;1;62;24;2021;12;13;6;3;5;3;1;1;0;0;0;0;0;338706,230034750886261;5674991,160007579252124;6,691123668000046;51,203521781000063;5211217513210990000;0
155417;5;1;12;0;2021;6;9;6;3;5;5;1;1;0;0;0;0;0;337105,196711835451424;5696844,797742299735546;6,658250488000022;51,399412595000058;5210618501215870000;0
155422;5;1;11;0;2021;1;14;6;3;0;7;1;0;0;0;0;0;0;342203,673429720103741;5688443,673533514142036;6,735210573000074;51,325370447000068;5210129500200480000;1
155427;5;1;14;0;2021;9;17;4;3;6;7;1;0;1;0;0;0;0;336300,405695403926075;5692078,329442134127021;6,648887420000051;51,356357408000065;5210922505200990000;0
155430;5;1;11;0;2021;3;15;2;3;5;2;1;1;0;0;0;0;0;344893,103926746174693;5675565,695835277438164;6,779365979000033;51,210397596000064;5210315500300480000;1
155435;5;1;11;0;2021;1;10;4;2;0;1;1;0;0;0;0;0;0;342787,374888506717980;5681777,243694461882114;6,746517039000025;51,265633719000050;5210113500200880000;2
155437;5;1;62;24;2021;10;9;7;3;5;3;1;1;0;0;0;0;0;338294,757514604367316;5674770,092596951872110;6,685338301000058;51,201419202000068;5211002513210070000;1
155438;5;1;62;24;2021;6;11;5;3;0;1;1;0;0;0;0;0;0;340385,052464345470071;5675571,030087118968368;6,714877010000066;51,209203465000030;5210603513210690000;1
155439;5;1;62;24;2021;5;17;2;3;0;1;1;0;0;0;0;0;0;339100,014213660731912;5674689,524305347353220;6,696890917000076;51,200922655000056;5210524513210090000;1
155441;5;1;62;24;2021;9;20;3;2;3;6;1;0;0;0;0;2;0;338990,301322146318853;5672887,020338719710708;6,696130041000060;51,184696387000031;5210928513210080000;0
155442;5;1;11;0;2021;3;14;3;3;5;2;1;1;0;0;0;0;0;344328,333908046595752;5674585,712391594424844;6,771711977000052;51,201438419000056;5210330500300680000;0
155444;5;1;70;8;2021;9;19;4;3;5;5;1;1;0;0;0;0;0;342425,068704362027347;5715633,239264920353889;6,726278479000030;51,569723546000034;5210908518400670000;0
155446;5;1;12;0;2021;6;11;4;3;0;3;1;1;0;0;0;0;0;337385,272627243772149;5696610,728800473734736;6,662380464000023;51,397389978000035;5210602501215370000;0
155447;5;1;12;0;2021;6;11;5;3;5;2;1;1;0;0;0;0;0;344518,739086778834462;5703449,706807484850287;6,761837949000039;51,460837884000057;5210610501125060000;0
155448;5;1;12;0;2021;2;7;6;3;0;7;1;1;0;0;0;0;0;343963,539372678846121;5707778,224024936556816;6,751940243000035;51,499576137000076;5210219501112070000;0
155454;5;3;62;20;2021;2;10;3;3;2;6;1;1;0;0;0;0;0;339399,736818020232022;5626365,132904199883342;6,722533361000046;50,766795514000080;5210223602600480000;0
155455;5;3;62;32;2021;9;18;4;3;0;6;1;0;0;0;0;0;0;337693,672635010443628;5638210,955820888280869;6,693119371000023;50,872761407000041;5210915602400750000;1
155457;5;3;62;32;2021;6;9;5;2;0;7;1;0;0;0;0;0;0;338549,182563359849155;5638058,009073529392481;6,705335912000066;50,871626701000082;5210617602400160000;0
155460;5;1;12;0;2021;5;17;1;3;0;7;1;0;0;0;0;0;0;338191,313194587826729;5698982,820510130375624;6,672875021000038;51,418932372000029;5210530501213390000;0
155465;5;5;54;48;2021;5;15;1;3;0;1;1;0;0;0;0;0;0;340755,144992377609015;5744571,139357652515173;6,688990485000033;51,829236637000065;5210523705000880000;0
155467;5;3;62;32;2021;3;7;6;3;0;1;1;0;0;0;0;0;0;334673,327999630942941;5637179,093998873606324;6,650695341000073;50,862634002000050;5210326602400060000;0
155468;5;1;12;0;2021;6;15;4;3;0;3;1;1;0;0;0;0;0;340151,533999693579972;5698521,445999018847942;6,701250329000061;51,415343203000077;5210609501213690000;0
155472;5;1;70;8;2021;7;1;1;2;8;1;1;0;0;0;0;2;0;342273,332950782030821;5716642,385895568877459;6,723637793000023;51,578747813000064;5210711518400060000;1
155476;5;1;11;0;2021;10;15;7;3;5;3;1;0;0;0;0;0;0;343136,297151970677078;5679149,877658721059561;6,752666082000076;51,242122490000042;5211016500100080000;0
155477;5;1;62;24;2021;6;21;4;2;0;1;1;0;0;0;0;0;0;338178,133853952400386;5675917,565346410498023;6,683152912000025;51,211696022000069;5210602513210080000;0
155479;5;1;12;0;2021;11;18;6;3;3;5;1;1;0;0;0;2;0;340016,560623952187598;5696939,620877267792821;6,700024477000056;51,401093043000060;5211126501213070000;0
155482;5;3;66;28;2021;4;17;3;3;0;7;1;0;0;0;1;0;0;336621,037254957482219;5611071,714083638042212;6,689926766000042;50,628598680000039;5210413603228010000;0
155483;5;1;70;24;2021;6;15;5;3;4;6;1;0;0;0;0;0;0;336800,077562584541738;5700315,945237556472421;6,652270324000028;51,430510764000076;5210617518200770000;0
155485;5;1;12;0;2021;6;23;4;2;0;3;1;1;0;0;0;2;0;345523,565532815642655;5699585,449879247695208;6,777977210000074;51,426392482000040;5210623501316420000;0
155486;5;1;62;24;2021;4;18;6;3;5;3;1;1;0;0;0;0;0;337237,900918510742486;5674222,077269639819860;6,670472206000056;51,196195312000043;5210423513210470000;0
155488;5;1;12;0;2021;9;15;1;3;5;6;1;1;0;0;0;0;0;342524,996511806733906;5705670,173492576926947;6,732172513000023;51,480237044000035;5210926501122690000;0
155490;5;1;11;0;2021;11;16;6;3;6;4;1;0;1;0;0;0;0;342540,340999714098871;5680591,140999097377062;6,743501109000022;51,254908262000072;5211105500200080000;0
155491;5;1;11;0;2021;9;15;1;2;5;3;1;0;0;0;1;0;0;343215,906562941148877;5681771,809770321473479;6,752656910000042;51,265702926000074;5210912500200770000;0
155492;5;3;62;8;2021;12;9;5;3;6;4;1;0;1;0;0;0;0;337231,630802956409752;5645594,736388245597482;6,683265699000060;50,938976954000054;5211216602100170000;1
155494;5;3;66;44;2021;11;15;6;3;5;2;1;0;0;0;1;0;0;335043,615255136974156;5619296,610814914107323;6,663976551000076;50,702059738000059;5211112603144080000;0
155495;5;1;62;22;2021;7;15;2;3;5;2;1;1;0;0;0;0;0;339002,899855440482497;5679210,218895399942994;6,693471958000032;51,241513158000032;5210712513130580000;0
155496;5;3;62;36;2021;6;7;3;3;4;6;1;0;0;0;0;0;0;343763,924230971373618;5654892,302524784579873;6,772168662000070;51,024329297000065;5210615602300850000;0
155497;5;3;66;4;2021;6;22;7;3;7;7;1;1;0;0;0;2;0;342630,782597771845758;5606422,046212334185839;6,776802061000069;50,588468411000065;5210605603104580000;0
155499;5;1;14;0;2021;10;17;3;3;5;3;1;1;0;0;0;0;0;336176,583310422487557;5690795,988130159676075;6,647700974000031;51,344800689000067;5211012505100870000;1
155500;5;1;14;0;2021;9;15;5;3;0;7;1;0;0;0;0;0;0;337411,223999666981399;5693500,299998929724097;6,664176974000043;51,369452004000038;5210930505200070000;0
155502;5;1;12;0;2021;5;17;3;2;5;2;1;1;0;0;0;0;0;343481,666299968957901;5694642,470603164285421;6,750811016000057;51,381419917000073;5210511501324060000;1
155504;5;1;12;0;2021;11;4;5;3;5;3;1;0;0;0;1;2;0;342666,028988002799451;5702723,814870003610849;6,735513251000043;51,453804005000052;5211118501128120000;0
155505;5;1;11;0;2021;4;13;1;3;1;5;1;1;0;0;0;0;0;344284,243869592435658;5675627,402694229036570;6,770629329000030;51,210786376000044;5210418500300480000;0
155507;5;1;11;0;2021;4;16;5;3;5;3;1;1;0;0;0;0;0;341069,753999698907137;5680049,200999055057764;6,722685093000052;51,249630957000079;5210401500100170000;0
155509;5;1;12;0;2021;5;17;5;3;0;7;1;0;0;0;1;0;0;337236,906999666243792;5697603,483998917043209;6,659794190000071;51,406266718000040;5210513501215690000;0
155511;5;1;70;8;2021;1;20;7;3;9;1;1;0;0;0;0;2;0;344707,883923106826842;5715489,220886779949069;6,759254607000059;51,569062898000027;5210116518400770000;2
155513;5;1;62;24;2021;5;18;4;3;1;5;1;1;0;0;0;0;0;337831,448389075696468;5675930,928694482892752;6,678187647000073;51,211717751000037;5210526513210490000;0
155514;5;1;70;8;2021;1;15;3;3;5;3;1;1;0;0;0;0;0;342851,397135650739074;5715177,574348552152514;6,732628733000070;51,565748566000082;5210119518400190000;1
155517;5;1;11;0;2021;7;13;2;3;1;5;1;1;0;0;0;0;0;343256,642829151824117;5677498,501543622463942;6,755111361000047;51,227317579000044;5210705500100050000;0
155519;5;1;62;24;2021;6;17;2;2;4;6;1;0;0;0;0;0;0;340365,374674221500754;5674452,534702062606812;6,715093073000048;51,199148255000068;5210614513210570000;0
155522;5;1;62;22;2021;4;16;4;3;5;3;1;1;0;0;0;0;0;337748,605450074188411;5685960,715319516137242;6,672454252000023;51,301808760000029;5210407513130970000;1
155525;5;1;14;0;2021;11;13;3;2;5;3;1;1;0;0;0;0;0;336030,467718369327486;5691613,583872312679887;6,645228168000074;51,352104135000047;5211130505200060000;1
155526;5;1;12;0;2021;10;19;5;3;7;5;1;1;0;0;0;2;0;344436,861975501291454;5699797,911921255290508;6,762265309000043;51,428004214000055;5211014501317070000;0
155529;5;1;62;24;2021;12;17;5;3;5;3;1;1;0;0;0;2;0;338066,130225144326687;5675425,547964399680495;6,681772815000045;51,207243593000044;5211209513210980000;1
155531;5;1;11;0;2021;7;15;5;3;2;1;1;1;0;0;0;0;0;342678,365742239169776;5688235,205768441781402;6,742109982000045;51,323628853000059;5210708500200280000;0
155539;5;3;62;32;2021;12;17;4;3;0;7;1;0;0;0;0;2;0;342304,010651710443199;5636571,966773787513375;6,759298799000021;50,859309972000062;5211222602400390000;2
155540;5;3;66;16;2021;7;18;5;3;6;6;1;0;1;0;0;0;0;343117,098998060449958;5614903,653024625033140;6,780079176000072;50,664817833000029;5210701603116780000;0
