OID_;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;IstRad;IstPKW;IstFuss;IstKrad;IstSonstige;ULICHTVERH;IstGkfz;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;UIDENTSTLAE;IstStrassenzustand
21890;5;3;34;20;2021;6;15;2;3;0;1;1;0;0;0;0;0;0;305587,706591514870524;5607951,072575559839606;6,253264150000064;50,591046606000077;5210628608320480000;0
21891;5;3;70;4;2021;10;14;1;3;0;1;1;0;0;0;0;0;0;304711,950497243553400;5664281,864914735779166;6,210878985000022;51,096728397000049;5211010610211030000;0
21897;5;1;66;8;2021;3;10;2;3;5;3;1;1;0;0;0;0;0;316883,041919320821762;5690514,484365755692124;6,371111293000070;51,336384829000053;5210329514214980000;0
21905;5;3;34;2;2021;10;6;2;3;5;3;1;1;0;0;0;1;0;299271,523320117034018;5626329,517343550920486;6,154170298000054;50,753983596000069;5211004608200670000;0
21908;5;3;34;2;2021;10;8;2;3;0;6;1;0;0;0;0;0;0;295331,286165451630950;5627837,111108433455229;6,097545123000032;50,766148026000053;5211004608100970000;0
21919;5;3;34;2;2021;5;19;1;3;5;2;1;1;0;0;0;0;0;290492,715998911298811;5628468,964994689449668;6,028665804000070;50,770095839000078;5210530608100480000;0
21921;5;3;34;2;2021;6;14;4;3;5;2;1;1;0;0;0;0;0;293582,760998975485563;5628737,183995241299272;6,072278316000052;50,773612332000027;5210623608100470000;0
21922;5;1;16;0;2021;10;7;5;2;5;3;1;1;0;0;0;1;0;318186,193294650875032;5666525,638206912204623;6,401969105000035;51,121314789000053;5211028506100140000;0
21928;5;3;34;4;2021;6;16;4;3;5;2;1;1;0;0;0;0;0;300315,509999121539295;5639669,470996210351586;6,161693709000076;50,874160073000041;5210609608404630000;0
21933;5;1;66;32;2021;10;14;3;2;0;1;1;0;0;0;0;0;0;316320,980408775620162;5685819,914536083117127;6,365469322000024;51,294034618000069;5211019514113380000;1
21941;5;3;70;40;2021;11;17;6;3;5;2;1;1;0;0;0;2;0;312262,337484640069306;5667723,604914287105203;6,316794097000070;51,130165186000056;5211126610212860000;1
21943;5;1;66;32;2021;2;11;7;3;3;6;1;1;0;0;0;0;0;318305,091999437659979;5680443,172997934743762;6,396628381000028;51,246373031000076;5210220514110370000;0
21944;5;1;66;16;2021;9;13;6;3;5;3;1;1;0;0;0;0;0;309589,584106740541756;5687114,443570440635085;6,268345207000038;51,303451014000075;5210917514119590000;0
21947;5;3;70;20;2021;7;15;3;3;0;2;1;1;0;0;0;0;0;305042,074742405675352;5659289,464254444465041;6,218279698000060;51,052000133000035;5210713610221080000;1
21950;5;1;54;16;2021;4;14;3;2;2;6;1;1;0;0;0;0;0;304425,664333588443696;5729031,858750477433205;6,171136343000057;51,678155159000028;5210413515212070000;0
21957;5;1;54;12;2021;12;11;1;3;0;1;1;1;0;0;0;0;0;312338,902754344046116;5711996,679677464067936;6,294570190000059;51,527853048000054;5211212515210070000;1
21958;5;1;66;16;2021;9;18;6;3;0;1;1;0;0;0;0;0;0;304691,498459401540458;5690391,170309014618397;6,196370957000056;51,331220843000040;5210910514119080000;0
21962;5;1;54;36;2021;11;17;5;3;9;6;1;0;0;0;0;2;0;301676,347655766643584;5740330,543304665014148;6,124987810000050;51,778654315000040;5211111515110190000;0
21964;5;3;34;2;2021;1;8;3;2;5;2;1;1;0;0;0;1;0;296053,535999028943479;5629381,565995642915368;6,106917288000034;50,780273659000045;5210112608200170000;1
21971;5;3;70;20;2021;11;16;4;3;4;2;1;0;0;0;1;1;0;305739,467999232001603;5658820,104996811598539;6,228469651000069;51,048020676000078;5211110610221960000;0
21972;5;3;34;2;2021;12;14;6;2;0;1;1;0;0;0;0;0;0;296687,736999040469527;5627162,761995753273368;6,117127694000033;50,760568231000036;5211203608200270000;1
21975;5;3;34;2;2021;12;7;6;3;5;3;1;1;0;0;0;2;0;292238,397265553474426;5630274,748869737610221;6,052368618000060;50,786941204000073;5211217608100780000;0
21977;5;3;34;16;2021;3;7;1;3;5;3;1;1;0;0;0;0;0;294155,734998996369541;5635707,097995292395353;6,076486565000039;50,836413425000046;5210321608416990000;1
21982;5;1;16;0;2021;9;7;5;3;2;6;1;1;0;0;0;0;0;320138,617329433560371;5674726,290678624063730;6,425738865000028;51,195598983000082;5210909506100890000;0
21983;5;3;34;4;2021;9;15;3;3;4;2;1;1;0;0;0;0;0;300638,222999127581716;5639620,615996254608035;6,166301368000063;50,873832662000041;5210921608404780000;0
21984;5;1;54;36;2021;9;7;5;2;0;1;1;0;0;0;0;0;0;302093,449922766536474;5741473,807947183027864;6,130374338000024;51,789068465000071;5210916515110070000;0
21989;5;3;70;4;2021;4;13;3;2;2;6;1;0;0;0;0;0;0;310165,533372392877936;5659419,631474811583757;6,291225910000037;51,054885488000082;5210427610211580000;0
22003;5;1;66;4;2021;5;0;7;2;5;3;1;1;0;0;0;0;0;306267,214846966788173;5684331,769973739981651;6,222251164000056;51,277337628000055;5210522514122270000;0
22016;5;1;54;4;2021;10;22;5;2;5;3;1;1;0;0;0;2;0;307284,815999303944409;5738595,661996662616730;6,207148178000068;51,765033097000071;5211014515000090000;0
22021;5;3;34;2;2021;11;7;3;3;5;3;1;1;0;0;0;0;0;296465,148043543100357;5630051,725939810276031;6,112377276000075;50,786437232000026;5211109608200280000;0
22035;5;1;16;0;2021;10;14;1;2;3;6;1;0;0;0;0;0;0;321918,958272385410964;5674567,074920756742358;6,451271745000042;51,194726276000040;5211010506100570000;0
22037;5;3;34;8;2021;5;17;2;3;0;1;1;0;0;0;0;0;0;301596,191999145783484;5642105,573996370658278;6,178551263000031;50,896481579000067;5210517608408330000;0
22039;5;3;58;16;2021;5;19;2;2;0;7;1;0;0;0;0;0;0;313074,304999335668981;5616308,391997678205371;6,354702947000021;50,668569531000060;5210503609116380000;0
22051;5;3;34;2;2021;3;13;3;3;5;6;1;0;0;1;0;0;0;294209,638115789741278;5628167,002476224675775;6,081476242000065;50,768714145000047;5210330608100180000;0
22052;5;1;66;12;2021;6;18;3;3;5;3;1;1;0;0;0;0;0;320112,917975086718798;5693312,693885548040271;6,416015098000059;51,362551615000029;5210622514210380000;1
22054;5;1;54;52;2021;11;16;2;2;5;3;1;1;0;0;0;2;0;311050,030391501262784;5704836,369086088612676;6,279844925000020;51,463112418000037;5211115515210080000;0
22061;5;1;16;0;2021;5;14;1;3;5;3;1;1;0;0;0;0;0;318106,231104038655758;5672451,054805161431432;6,397834264000039;51,174517428000058;5210509506100080000;0
22067;5;1;66;28;2021;9;10;7;3;5;3;1;1;0;0;0;0;0;320870,384523777291179;5687090,170245800167322;6,430013118000034;51,306894547000070;5210925514210080000;0
22068;5;3;70;20;2021;1;12;3;3;0;1;1;0;0;0;0;0;0;302107,301655781455338;5661960,008422408252954;6,174998850000065;51,074981989000037;5210105610221880000;1
22083;5;3;34;2;2021;12;9;6;3;0;3;1;1;0;0;0;0;0;295625,528703873045743;5629386,038999481126666;6,100851591000037;50,780163170000037;5211210608200080000;1
22085;5;1;66;32;2021;9;6;6;3;0;1;1;0;0;0;0;0;0;319225,139983835630119;5678966,964532343670726;6,410541689000070;51,233404658000040;5210910514110380000;0
22102;5;3;34;4;2021;9;17;4;3;4;2;1;1;0;0;0;0;0;300676,583965777419508;5639401,693811815232038;6,166965213000026;50,871879599000067;5210901608404330000;0
22103;5;1;54;36;2021;12;7;2;3;4;6;1;0;0;0;0;2;0;302185,790999227203429;5741833,814995940774679;6,131506220000063;51,792333982000059;5211213515110090000;1
22105;5;1;16;0;2021;3;13;2;3;5;3;1;0;0;0;1;0;0;321123,698999472893775;5671378,855998154729605;6,441488893000042;51,165837365000073;5210329506100080000;0
22107;5;3;34;2;2021;10;8;5;3;0;2;1;1;0;0;0;0;0;295123,516888749785721;5626664,004152595996857;6,095255632000033;50,755538680000029;5211007608100780000;1
22114;5;1;16;0;2021;10;21;7;3;5;3;1;1;0;0;0;2;0;320179,141927524469793;5673070,991924636065960;6,427146875000062;51,180741969000053;5211002506100090000;1
22115;5;3;34;2;2021;9;7;6;3;5;3;1;1;0;0;0;0;0;300424,970605097711086;5625902,929186187684536;6,170733136000024;50,750549710000030;5210903608200580000;0
22124;5;3;34;24;2021;4;14;3;3;5;2;1;1;0;0;0;0;0;301347,457657494582236;5613789,864148274064064;6,190306848000034;50,642065041000080;5210427608324970000;0
22126;5;1;16;0;2021;9;12;7;3;0;3;1;1;0;0;0;0;0;321496,042999478057027;5672416,719998173415661;6,446293722000064;51,175277113000050;5210925506100890000;0
22127;5;3;34;2;2021;10;14;7;3;5;3;1;1;0;0;0;0;0;299772,704999102279544;5628970,921996191143990;6,159829326000022;50,777881270000080;5211030608200380000;0
22137;5;3;34;16;2021;6;15;4;3;5;2;1;1;0;0;0;0;0;297399,603705018758774;5641101,158893186599016;6,119509371000049;50,886003900000048;5210602608416070000;0
22138;5;1;54;60;2021;10;12;5;2;5;3;1;1;0;0;0;0;0;313037,439027956686914;5693662,239099921658635;6,314313385000048;51,363406812000051;5211028515210020000;0
22139;5;3;34;2;2021;3;9;1;1;8;1;1;1;0;0;0;0;0;295220,143330869264901;5630300,649339403957129;6,094599427000048;50,788234538000040;5210321608100350000;1
22145;5;1;54;8;2021;7;7;5;2;5;3;1;1;0;0;0;0;0;310238,705502959899604;5749505,572962978854775;6,243927449000068;51,864022154000054;5210701515111520000;1
22146;5;1;54;8;2021;9;16;3;3;0;3;1;1;0;0;0;0;0;310822,138731012120843;5746070,569701220840216;6,254269848000035;51,833370993000074;5210914515111030000;0
22155;5;1;16;0;2021;12;12;1;3;1;5;1;1;0;0;0;0;0;320806,364684682339430;5676342,961288653314114;6,434478536000029;51,210331581000048;5211212506100270000;1
22156;5;3;70;20;2021;5;7;2;3;5;3;1;1;0;0;0;0;0;302789,646197627298534;5661273,514135081321001;6,185101363000058;51,069051086000059;5210503610221270000;0
22158;5;5;54;32;2021;12;6;6;2;5;3;1;1;0;0;0;2;0;323711,722722244448960;5743897,088120013475418;6,442247478000070;51,818064779000053;5211217705000580000;1
22160;5;1;66;32;2021;11;10;2;3;5;3;1;1;0;0;0;0;0;313850,179999373853207;5680809,001997563987970;6,332680336000067;51,248222719000069;5211122514111580000;0
22161;5;3;34;2;2021;9;17;5;3;5;7;1;1;0;0;0;0;0;295733,645999021828175;5628748,246995594352484;6,102737432000026;50,774473034000039;5210902608200070000;0
22173;5;1;66;32;2021;9;16;4;2;0;7;1;0;0;0;0;0;0;318803,142513528466225;5680653,170708041638136;6,403650420000076;51,248417836000044;5210929514000580000;0
22198;5;1;16;0;2021;9;16;4;3;0;1;1;0;0;0;0;0;0;321979,616513627581298;5675549,754067253321409;6,451651671000036;51,203572869000027;5210901506100270000;0
22200;5;3;34;2;2021;3;17;3;3;3;6;1;0;0;0;0;0;0;300996,535319794900715;5620851,922629244625568;6,181550931000061;50,705377656000053;5210330608200680000;0
22202;5;3;58;24;2021;2;6;5;2;5;1;1;1;0;0;0;2;0;314129,520999362692237;5644852,114997692406178;6,355175969000072;50,925323523000031;5210225609224180000;0
22223;5;3;70;16;2021;1;11;2;3;0;2;1;1;0;0;0;0;0;298222,161999094299972;5660421,835995798930526;6,120469142000047;51,059814945000028;5210111610111770000;0
22225;5;3;34;2;2021;9;7;3;3;5;2;1;1;0;0;0;0;0;295183,485238960944116;5628211,979861821979284;6,095243341000071;50,769462683000029;5210914608100280000;0
22242;5;1;16;0;2021;5;17;3;3;6;7;1;0;1;0;0;0;0;321083,661117921583354;5673077,819446865469217;6,440071335000027;51,181087061000028;5210511506100880000;1
22257;5;3;34;2;2021;6;13;4;3;3;6;1;0;0;0;0;0;0;296729,972728610970080;5630386,386194074526429;6,115944274000071;50,789535854000064;5210616608200060000;0
22260;5;3;34;2;2021;6;14;6;2;5;2;1;1;0;0;0;0;0;292174,339825516566634;5628286,522955114021897;6,052584646000071;50,769062129000076;5210611608100170000;0
22262;5;3;34;2;2021;9;17;7;3;3;2;1;0;0;0;1;0;0;293959,770998984575272;5628147,665995309129357;6,077948364000065;50,768451807000076;5210904608100280000;0
22266;5;1;66;16;2021;6;14;4;2;5;3;1;1;0;0;0;0;0;308483,621850263327360;5686313,715181134641171;6,252928068000074;51,295888141000034;5210630514119080000;1
22269;5;1;54;4;2021;6;19;1;3;0;1;1;0;0;0;0;0;0;304768,907974265515804;5738963,387394577264786;6,170528356000034;51,767463986000053;5210606515110520000;0
22277;5;1;54;16;2021;12;23;5;3;0;1;1;0;0;0;0;2;0;305133,162818075157702;5728169,088456854224205;6,181837814000062;51,670652855000071;5211230515211470000;1
22289;5;3;66;36;2021;5;15;5;2;0;7;1;0;0;0;0;0;0;318144,558130656369030;5597891,049712670966983;6,435386844000050;50,504712194000035;5210513603236610000;0
22293;5;3;70;8;2021;10;12;7;3;5;3;1;1;0;0;0;0;0;292244,832998971454799;5652508,674994841217995;6,039821328000073;50,986620061000053;5211016610112960000;0
22300;5;3;34;4;2021;6;16;1;3;0;1;1;0;0;0;0;0;0;303149,243074442259967;5640828,600749874487519;6,201296484000068;50,885543291000033;5210627608404480000;1
22303;5;3;34;2;2021;5;18;7;3;5;3;1;1;0;0;0;0;0;297530,659999056719244;5627269,675995882600546;6,129005095000025;50,761823156000048;5210508608200780000;0
22305;5;3;34;36;2021;2;19;7;3;0;1;1;0;0;0;0;2;0;296526,847542659379542;5632271,039960654452443;6,112022250000052;50,806391404000067;5210227608436470000;0
22313;5;1;54;12;2021;5;21;2;3;0;2;1;1;0;0;0;1;0;314117,160999389365315;5710994,751997504383326;6,320704830000068;51,519441975000063;5210531515210090000;0
22325;5;3;70;36;2021;2;11;4;3;0;1;1;0;0;0;0;0;0;300856,484999148175120;5664938,925996160134673;6,155524466000031;51,101303850000079;5210224610222270000;0
22354;5;3;34;2;2021;6;12;6;2;8;1;1;0;0;0;0;0;0;298134,392893132753670;5627189,978557437658310;6,137598255000057;50,761317652000059;5210625608200830000;0
22355;5;3;58;56;2021;6;19;2;2;4;7;1;0;0;0;1;0;0;320600,126222874037921;5657170,431010683998466;6,441069151000022;51,038034277000065;5210614609256960000;0
22363;5;1;16;0;2021;3;16;4;3;5;3;1;1;0;0;0;0;0;321655,707710808143020;5669341,193386524915695;6,450100100000043;51,147698451000053;5210317506100880000;0
22382;5;3;34;2;2021;5;18;5;3;5;3;1;1;0;0;0;0;0;294153,784364796243608;5628166,927181586623192;6,080685262000031;50,768693656000039;5210520608100380000;0
22389;5;3;34;2;2021;6;20;4;3;0;1;1;0;0;0;0;0;0;296771,648196577094495;5628220,145723257213831;6,117732003000071;50,770094488000041;5210623608200080000;0
22399;5;1;16;0;2021;9;13;2;3;5;2;1;0;0;0;0;0;1;321582,187277151271701;5670335,662149474024773;6,448557127000072;51,156609194000055;5210920506100080000;0
22400;5;1;16;0;2021;4;12;6;3;0;1;1;0;0;0;0;0;0;320359,008306313306093;5674243,688713442534208;6,429131217000077;51,191333025000063;5210423506100140000;0
22401;5;3;70;16;2021;9;1;7;2;0;7;1;0;0;0;0;2;0;301832,167999161407351;5659671,498996319249272;6,172329848000061;51,054332961000057;5210911610111670000;0
22414;5;1;66;32;2021;10;13;4;2;4;2;1;1;0;0;0;0;0;313579,686999367550015;5681309,481997538357973;6,328548334000061;51,252629859000081;5211006514111290000;1
22417;5;1;16;0;2021;12;8;6;3;1;5;1;1;0;0;0;1;0;319201,732695951126516;5675677,850212473422289;6,411865108000029;51,203851214000053;5211217506100790000;1
22429;5;3;70;12;2021;1;10;2;3;0;1;1;0;0;0;0;0;0;294877,013999023474753;5651654,449995310977101;6,077755241000034;50,979892199000062;5210118610121870000;0
22438;5;1;16;0;2021;5;22;6;3;5;3;1;1;0;0;0;2;0;314689,565773882903159;5676486,650813199579716;6,346928905000027;51,209670559000074;5210507506100280000;0
22451;5;3;34;2;2021;9;7;3;3;2;2;1;1;0;0;0;0;0;295453,072999015450478;5629268,218995545059443;6,098474110000041;50,779044199000055;5210907608200080000;0
22464;5;3;34;2;2021;10;15;5;3;3;2;1;1;0;0;0;0;0;293592,317998977378011;5628649,612995246425271;6,072462815000051;50,772829248000050;5211014608100080000;0
22469;5;1;54;36;2021;6;7;4;3;5;2;1;1;0;0;0;0;0;307039,883587006479502;5743559,143384072929621;6,200843348000035;51,809523588000047;5210623515110090000;0
22471;5;1;54;36;2021;9;12;7;3;0;6;1;0;0;0;0;0;0;304664,067132089287043;5744933,198171256110072;6,165649360000032;51,821037983000053;5210925515110870000;0
22481;5;1;16;0;2021;12;21;6;3;3;7;1;1;0;0;0;2;0;321192,151486651040614;5673469,433965405449271;6,441427076000025;51,184638969000048;5211210506100890000;1
22483;5;3;34;2;2021;7;9;6;3;5;2;1;1;0;0;0;0;0;295183,061999010853469;5628209,171995509415865;6,095238910000035;50,769437315000062;5210709608100570000;0
22485;5;3;58;32;2021;7;13;5;3;5;3;1;1;0;0;0;0;0;316794,392180980183184;5632812,005010463297367;6,399083848000032;50,818014696000034;5210708609132670000;0
22486;5;3;34;12;2021;5;16;4;3;0;1;1;0;0;0;0;0;0;307357,143864991143346;5632680,752033488824964;6,265333878000035;50,813773814000058;5210512608312450000;0
22490;5;1;16;0;2021;6;9;3;2;5;3;1;0;0;0;1;0;0;321601,871999480761588;5667990,268998188897967;6,450000322000051;51,135545828000033;5210615506100490000;0
22493;5;1;66;32;2021;11;15;3;3;5;2;1;1;0;0;0;0;0;314889,125940858386457;5681484,387454479932785;6,347200814000075;51,254627458000073;5211109514111080000;0
22505;5;3;34;2;2021;6;15;1;2;0;7;1;0;0;0;0;0;0;296038,084399326704443;5631475,562058193609118;6,105536276000066;50,799075128000027;5210606608200460000;0
22509;5;1;54;8;2021;6;15;3;3;5;3;1;1;0;0;0;0;0;312666,397999386303127;5746739,080997243523598;6,280642848000070;51,839996436000035;5210615515111530000;0
22514;5;1;54;12;2021;6;14;6;3;5;2;1;1;0;0;0;0;0;313333,313999378122389;5710934,694997427985072;6,309451724000041;51,518644100000074;5210611515210090000;0
22518;5;3;34;16;2021;3;12;2;3;0;7;1;0;0;0;0;0;0;294194,748419299721718;5635369,570583585649729;6,077229384000020;50,833395949000078;5210322608416870000;0
22522;5;1;66;16;2021;1;7;4;3;5;3;1;1;0;0;0;1;0;308765,721999295987189;5686583,654997045174241;6,256824871000049;51,298407472000065;5210113514117080000;2
22524;5;3;70;36;2021;1;6;2;3;5;2;1;1;0;0;0;2;0;301631,707999161444604;5662610,185996279120445;6,167861658000049;51,080657308000070;5210111610222680000;1
22525;5;1;54;36;2021;10;10;4;3;1;5;1;1;0;0;0;0;0;302026,866107922047377;5740661,127993337810040;6,129873735000047;51,781747048000057;5211027515110290000;0
22527;5;1;16;0;2021;9;18;4;3;0;1;1;0;0;0;0;0;0;316519,103678417392075;5671230,605753922834992;6,375776979000022;51,163047392000067;5210908506100390000;0
22535;5;1;16;0;2021;11;9;4;3;5;2;1;1;0;0;0;0;0;321674,383968066424131;5674358,284758659079671;6,447878757000069;51,192774392000047;5211103506100790000;1
22537;5;3;34;8;2021;10;16;2;3;5;3;1;1;0;0;0;0;0;301878,142999153584242;5644372,406996395438910;6,181325408000021;50,916938507000054;5211025608408070000;0
22546;5;1;70;52;2021;10;16;2;2;0;2;1;1;0;0;0;0;0;321387,707999492995441;5724070,089998064562678;6,418735706000064;51,639236740000058;5211025518320540000;0
22547;5;3;34;32;2021;4;17;1;3;0;7;1;1;0;0;0;0;0;303557,003283725120127;5629902,654085645452142;6,212942312000052;50,787544310000044;5210425608332580000;0
22548;5;1;54;36;2021;6;15;2;3;4;2;1;1;0;0;0;0;0;301790,207076349295676;5740431,695463135838509;6,126578397000060;51,779602988000079;5210607515000090000;0
22553;5;3;58;32;2021;12;19;6;3;0;3;1;1;0;0;0;2;0;317800,493224130943418;5631577,416033226996660;6,413964495000073;50,807240999000044;5211217609108680000;0
22565;5;1;66;4;2021;9;4;5;2;0;7;1;0;0;0;1;2;0;296293,920562326908112;5679485,863027241080999;6,082206034000023;51,230341545000044;5210902514121080000;0
22572;5;1;54;36;2021;2;17;2;3;6;7;1;0;1;0;0;1;0;302172,278222242370248;5739425,668396025896072;6,132682815000067;51,770703997000055;5210215515110050000;1
22583;5;3;70;4;2021;11;20;4;3;8;7;1;0;0;0;0;2;0;312857,235622177831829;5661159,580132696777582;6,328689194000049;51,071398176000059;5211124610211440000;0
22593;5;3;34;2;2021;7;17;4;3;5;3;1;1;0;0;0;0;0;296439,615180062130094;5623974,733683062717319;6,115375645000029;50,731848050000053;5210707608200080000;0
22596;5;1;54;16;2021;5;16;3;2;5;2;1;0;0;0;0;0;0;296718,383295914158225;5731818,258059876039624;6,058187625000073;51,700439921000054;5210518515211090000;0
22598;5;3;34;2;2021;10;17;3;3;5;2;1;1;0;0;0;0;0;293889,166176193393767;5628147,619747553020716;6,076948466000033;50,768426315000056;5211026608100070000;0
22603;5;3;34;20;2021;11;8;5;3;5;3;1;1;0;0;0;0;0;305408,678999196738005;5605136,032996980473399;6,252210645000048;50,565700038000045;5211104608320280000;1
22604;5;3;70;20;2021;9;17;4;3;5;3;1;1;0;0;0;0;0;304301,212519014254212;5657837,281645629554987;6,208506912000075;51,038705069000059;5210908610221930000;0
22605;5;1;16;0;2021;5;6;4;3;0;5;1;1;0;0;0;0;0;320097,622930168174207;5674483,608270095661283;6,425274353000020;51,193406036000056;5210526506100090000;0
22609;5;3;34;2;2021;6;19;5;3;0;1;1;0;0;0;0;0;0;296581,436439298093319;5630190,177727937698364;6,113948245000074;50,787721532000035;5210617608200360000;0
22627;5;1;16;0;2021;9;11;7;3;3;2;1;0;0;0;0;0;0;321958,220999486744404;5677812,184998195618391;6,450222721000046;51,223890210000036;5210918506100770000;0
22631;5;3;34;16;2021;9;13;5;3;0;2;1;1;0;0;0;0;0;297558,598951520398259;5641323,096251348033547;6,121643919000064;50,888052917000039;5210930608416780000;1
22632;5;3;70;32;2021;6;16;7;3;5;3;1;1;0;0;0;0;0;291664,320748250931501;5663455,268344143405557;6,025268863000065;51,084714443000053;5210619610114380000;0
22639;5;3;70;20;2021;6;17;7;3;5;3;1;1;0;0;0;0;0;304034,098646828904748;5660041,162352092564106;6,203508921000036;51,058408663000080;5210612610221860000;0
22640;5;1;66;12;2021;11;20;4;3;0;1;1;0;0;0;0;2;0;320603,806999473832548;5693739,399998070672154;6,422843524000029;51,366539876000047;5211110514210580000;0
22641;5;3;34;4;2021;9;0;3;3;2;6;1;1;0;0;0;2;0;300545,674962414428592;5639612,297888958826661;6,164992160000054;50,873726026000043;5210928608404690000;0
22643;5;1;54;24;2021;9;17;5;2;0;1;1;0;0;0;0;0;0;316354,506999431177974;5732765,592997640371323;6,341507670000055;51,715717257000051;5210902515110540000;0
22646;5;3;58;24;2021;12;17;5;3;0;7;1;0;0;0;0;2;0;314804,160990121774375;5644384,264328431338072;6,365002387000061;50,921337711000035;5211202609224080000;0
22648;5;3;70;40;2021;10;14;4;3;5;3;1;1;0;0;0;0;0;310184,428293633274734;5672143,490811398252845;6,284801157000061;51,169180567000069;5211006610212710000;1
22651;5;3;70;28;2021;11;6;6;3;5;2;1;1;0;0;0;2;0;298752,844999094493687;5643946,548995969817042;6,137155606000022;50,912032474000057;5211119610122270000;1
22656;5;1;54;20;2021;9;11;6;3;5;3;1;1;0;0;0;0;0;319661,882655994966626;5711495,660762345418334;6,400279640000065;51,525738627000067;5210903515210070000;0
22657;5;1;66;32;2021;3;15;4;3;5;2;1;1;0;0;0;0;0;309420,106999305076897;5683337,967997126281261;6,267931681000050;51,269474686000081;5210324514112080000;0
22663;5;1;54;16;2021;10;15;3;3;5;2;1;0;0;1;0;0;0;304492,497999252751470;5728615,593996336683631;6,172334786000022;51,674440158000039;5211012515211580000;1
22671;5;1;16;0;2021;9;14;6;3;5;2;1;1;0;0;0;0;0;321108,982934975996614;5673221,096069298684597;6,440361925000047;51,182382072000053;5210917506100690000;0
22687;5;3;34;2;2021;6;0;7;3;0;1;1;0;0;0;0;2;0;295176,883914642035961;5629055,276575526222587;6,094680301000039;50,777034238000056;5210626608100580000;0
22688;5;3;34;2;2021;9;18;7;3;0;7;1;0;0;0;0;0;0;292245,845130883157253;5634999,678664300590754;6,049800370000071;50,829377884000053;5210925608100780000;0
22695;5;1;16;0;2021;3;10;6;3;5;3;1;1;0;0;0;0;0;319907,529848300851882;5668793,502432452514768;6,425406123000073;51,142231124000034;5210326506100710000;0
22699;5;1;54;28;2021;6;8;7;3;5;3;1;1;0;0;0;0;0;317340,169999432750046;5704131,335997797548771;6,370658702000071;51,458844339000052;5210626515210060000;0
22703;5;1;16;0;2021;7;10;2;2;5;3;1;1;0;0;0;0;0;320902,296999472193420;5675905,746998131275177;6,436068767000052;51,206434102000060;5210712506100610000;0
22705;5;3;34;16;2021;5;22;5;3;0;1;1;0;0;0;0;2;0;299077,572244805283844;5641807,161363206803799;6,142946046000020;50,892930770000078;5210527608404470000;0
22707;5;1;54;36;2021;5;19;3;3;5;3;1;1;0;0;0;0;0;303799,814116607420146;5741593,810133062303066;6,155015553000055;51,790747035000038;5210518515000090000;0
22709;5;3;58;24;2021;10;15;3;3;9;1;1;0;0;0;0;0;0;312557,014453935436904;5645831,970538670197129;6,332322193000039;50,933616713000049;5211026609224490000;0
22729;5;3;34;4;2021;4;14;6;3;5;3;1;1;0;0;0;0;0;303125,740999173372984;5640817,791996572166681;6,200968594000074;50,885438200000067;5210416608404370000;0
22743;5;1;54;56;2021;6;11;7;3;0;1;1;0;0;0;0;0;0;314975,202999408356845;5725725,236997533589602;6,325295234000066;51,652030194000076;5210605515211580000;1
22746;5;3;34;12;2021;11;19;5;3;5;3;1;1;0;0;0;2;0;307624,563694844953716;5633851,174808567389846;6,268511725000053;50,824376072000064;5211104608312170000;1
22749;5;1;66;20;2021;9;8;2;3;5;3;1;1;0;0;0;0;0;305634,026549842208624;5675901,733561486005783;6,217758527000058;51,201407614000061;5210913514123080000;0
22755;5;3;34;2;2021;1;12;7;3;3;3;1;1;0;0;0;0;0;298946,318999085575342;5628858,629996079951525;6,148184115000049;50,776586840000050;5210102608200080000;1
22756;5;1;16;0;2021;6;13;3;3;5;3;1;1;0;0;0;0;0;321388,676991546526551;5672901,371771028265357;6,444518530000039;51,179597350000051;5210629506100080000;0
22757;5;1;54;36;2021;9;13;4;3;5;3;1;1;0;0;0;0;0;304218,675999258644879;5742566,478996234014630;6,160532192000062;51,799628544000029;5210929515110570000;1
22758;5;1;66;32;2021;10;10;3;3;2;7;1;1;0;0;0;0;0;313850,748955995775759;5680811,646472513675690;6,332687104000058;51,248246659000074;5211005514111780000;0
22763;5;3;58;36;2021;9;15;4;3;4;2;1;1;0;0;0;0;0;308768,868464647792280;5651448,977506091818213;6,275522925000075;50,982827512000028;5210908609236980000;0
22772;5;3;58;16;2021;3;14;2;3;5;3;1;1;0;0;0;0;0;315452,952389549463987;5621431,432274803519249;6,385768586000040;50,715351757000064;5210329609116070000;0
22773;5;1;54;16;2021;11;14;2;3;5;3;1;1;0;0;0;0;0;297817,529109213501215;5730890,945734251290560;6,074609026000076;51,692509914000027;5211115515211090000;0
22784;5;3;70;28;2021;3;16;2;2;3;2;1;1;0;0;0;0;0;297209,730999064631760;5645100,312995729967952;6,114592380000033;50,921854676000066;5210329610122260000;0
22799;5;1;54;36;2021;5;15;2;3;5;3;1;0;0;0;1;0;0;308128,287302425131202;5744295,828412689268589;6,216204093000044;51,816514040000072;5210517515110920000;1
22802;5;3;34;8;2021;3;13;5;3;5;3;1;1;0;0;0;0;0;301638,132454927079380;5642684,548073420301080;6,178832460000024;50,901696183000070;5210318608408780000;0
