OBJECTID;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;STRZUSTAND
95684;5;5;66;76;2019;1;2;3;3;0;1;2;1;0;0;0;0;0;395678,170000000860000;5794846,574000001000000;7,470304749000036;52,294055178000065;1
95791;5;5;54;64;2019;1;4;3;3;6;6;2;1;0;1;0;0;0;362229,494662968440000;5751989,329834088700000;6,997452695000050;51,901603029000057;1
95862;5;1;12;0;2019;1;19;3;3;0;1;2;1;0;0;0;0;0;344475,423622343690000;5700588,644588422000000;6,762472358000025;51,435119508000071;1
96011;5;9;13;0;2019;1;14;4;2;5;7;0;1;1;0;0;0;0;395075,459120769050000;5709186,841455092700000;7,487561242000027;51,524038501000064;0
96061;5;5;66;12;2019;1;9;7;2;5;3;0;1;1;0;0;0;0;405390,070272861050000;5773105,037411592900000;7,618737075000070;52,100399960000061;1
96081;5;1;70;24;2019;1;21;7;2;5;2;2;1;1;0;0;0;0;337177,779912099240000;5702771,877012936400000;6,656569329000035;51,452684226000031;1
96089;5;1;62;16;2019;1;3;7;2;1;5;2;1;1;0;0;0;0;331580,413138314150000;5676799,509884631300000;6,588365389000046;51,217712114000051;1
96096;5;1;11;0;2019;1;11;7;3;5;3;0;1;1;0;0;0;0;342755,782308796420000;5687699,670186847400000;6,743456382000034;51,318838460000052;1
96151;5;3;15;0;2019;1;15;6;3;5;2;1;1;1;0;0;0;0;357781,986924285070000;5649011,443103527700000;6,974220885000023;50,975117710000063;1
96157;5;1;66;32;2019;1;18;6;3;5;2;2;1;1;0;0;0;0;313579,687000000850000;5681309,482000000800000;6,328548334000061;51,252629859000081;1
96165;5;1;24;0;2019;1;7;6;3;5;2;1;1;0;0;0;1;0;371201,047307960690000;5680156,551672378600000;7,154129939000029;51,258197546000076;1
96169;5;1;12;0;2019;1;16;6;3;0;3;1;1;1;0;0;0;0;339628,313713907260000;5698039,913405658700000;6,693950326000049;51,410869088000027;1
96178;5;7;58;24;2019;1;7;6;2;5;3;2;1;1;0;0;0;0;484925,395634654910000;5783668,452220981900000;8,779414797000072;52,203257859000075;1
96182;5;9;78;32;2019;1;9;6;3;0;3;1;1;1;0;0;0;0;395096,051674050280000;5724792,694971140500000;7,483191955000052;51,664314583000078;1
96187;5;9;58;12;2019;1;15;6;3;0;7;0;1;0;0;0;0;0;470669,040595155210000;5689494,971156468600000;8,578766883000071;51,355965060000074;1
96194;5;9;15;0;2019;1;8;6;3;0;2;0;1;1;0;0;0;0;416755,177983039990000;5723609,685241896700000;7,796559293000030;51,657306332000076;1
96199;5;9;16;0;2019;1;13;6;3;5;2;0;1;1;0;0;0;0;377371,830204734580000;5710793,329233514100000;7,231933516000026;51,534910186000047;1
96216;5;5;66;28;2019;1;12;5;3;5;2;0;1;1;0;0;0;0;412036,554358567110000;5792376,903217155500000;7,710744073000058;52,274719965000031;1
96217;5;5;66;12;2019;1;15;5;3;1;7;0;1;1;0;0;0;0;400772,741288098510000;5776390,770319178700000;7,550391171000058;52,129122924000058;0
96221;5;5;15;0;2019;1;20;5;3;4;2;2;1;1;0;0;0;0;407031,446276433770000;5757918,803299745500000;7,646820702000071;51,964178413000070;1
96223;5;5;62;24;2019;1;9;5;2;5;3;0;1;1;0;0;0;0;367374,548092281450000;5724844,871555829400000;7,082563010000058;51,658925108000062;1
96239;5;3;15;0;2019;1;15;5;3;6;3;0;1;0;1;0;0;0;359829,871019772250000;5647488,132740162300000;7,003959293000037;50,961929683000051;0
96254;5;1;13;0;2019;1;12;5;3;5;3;0;1;1;0;0;0;0;361126,847089833580000;5706563,856054905800000;6,999522461000026;51,493141041000058;1
96255;5;1;13;0;2019;1;17;5;2;0;3;2;1;1;0;0;0;0;362690,894698914140000;5700289,589558297800000;7,024475245000076;51,437139822000063;1
96258;5;1;12;0;2019;1;11;5;3;0;6;0;1;0;0;0;0;0;346366,849329081360000;5699510,516483383300000;6,790129957000033;51,425948416000040;0
96261;5;1;11;0;2019;1;14;5;3;5;2;0;1;1;0;0;0;0;345124,732976228930000;5680306,442498501400000;6,780630283000050;51,253057941000066;0
96263;5;7;74;32;2019;1;12;5;3;5;3;0;1;1;0;0;0;0;484766,997893448920000;5730863,138800622900000;8,779439822000029;51,728483905000076;1
96293;5;5;54;12;2019;1;14;4;3;4;2;0;1;0;0;0;0;1;351558,272254073990000;5746058,723859723700000;6,845006489000070;51,845577368000079;0
96294;5;5;15;0;2019;1;19;4;3;3;6;2;1;0;0;0;0;0;405160,114401451310000;5756934,443669045300000;7,619863259000056;51,955014490000053;0
96313;5;7;70;24;2019;1;6;4;3;5;2;2;1;1;0;0;0;0;495650,770999999720000;5794156,618000000700000;8,936222848000057;52,297741428000052;1
96315;5;7;54;8;2019;1;18;4;3;4;2;2;1;1;0;0;0;0;457449,710003063080000;5749423,609488694000000;8,381647349000048;51,893948189000071;1
96316;5;7;54;8;2019;1;15;4;3;0;1;0;1;0;0;0;0;0;461769,817964327520000;5749916,579681340600000;8,444370324000033;51,898693441000034;1
96321;5;7;66;40;2019;1;9;4;3;5;3;0;1;1;0;0;0;0;486097,621381581760000;5760295,709009874600000;8,797521431000064;51,993150151000066;0
96333;5;9;15;0;2019;1;9;4;3;0;1;0;1;0;0;0;0;0;419700,144999999550000;5727776,333000002400000;7,838165862000039;51,695191333000082;2
96339;5;9;11;0;2019;1;15;4;3;0;7;0;1;0;0;0;0;0;374395,732806599700000;5707682,555020786800000;7,190155443000037;51,506298717000050;0
96353;5;5;66;76;2019;1;7;3;3;5;3;2;1;1;0;0;0;0;396226,345792436040000;5788363,098664246500000;7,480333556000062;52,235889517000032;1
96355;5;5;66;84;2019;1;7;3;3;5;2;2;1;1;0;0;0;0;386160,115000001150000;5778968,844000004200000;7,336143456000059;52,149475325000026;1
96367;5;5;13;0;2019;1;1;3;3;0;3;2;1;1;0;0;0;0;366348,026577463370000;5709622,164004631300000;7,073528205000059;51,521883297000045;1
96397;5;1;14;0;2019;1;21;3;3;5;3;2;1;1;0;0;0;0;329673,921459262260000;5687352,292325159500000;6,556066494000049;51,311951965000048;1
96406;5;1;13;0;2019;1;18;3;3;5;3;2;1;1;0;0;0;0;361284,968049509450000;5703147,669545814400000;7,003140198000040;51,462481006000075;1
96407;5;1;11;0;2019;1;18;3;3;6;6;2;1;0;1;0;0;0;347440,534749552610000;5678039,963221618900000;6,814755423000065;51,233316571000046;1
96418;5;7;54;8;2019;1;13;3;3;5;3;0;1;1;0;0;0;0;456473,062652206050000;5751552,622423172000000;8,367186448000041;51,913013779000039;1
96460;5;5;70;4;2019;1;5;2;3;0;3;2;1;0;0;0;0;1;422687,491574062030000;5735955,734612409000000;7,879562945000032;51,769140749000030;1
96463;5;5;54;16;2019;1;15;2;3;5;2;0;1;1;0;0;0;0;362207,572888074440000;5758480,359978133800000;6,994535034000023;51,959923147000040;1
96466;5;5;62;8;2019;1;16;2;3;5;3;0;1;1;0;0;0;0;385130,779556752180000;5723292,460586482700000;7,339659207000068;51,648882221000065;1
96473;5;3;58;24;2019;1;17;2;3;5;2;2;1;1;0;0;0;0;314859,498702369630000;5645043,178035466000000;6,365454338000063;50,927274558000079;1
96486;5;3;74;8;2019;1;12;2;2;0;6;0;1;1;0;0;0;0;385859,365244025360000;5648852,136610044200000;7,374016714000049;50,979935894000050;1
96490;5;3;15;0;2019;1;18;2;3;5;2;2;1;1;0;0;0;0;362768,805766945700000;5643838,313989954100000;7,047159117000035;50,929834986000060;1
96491;5;3;15;0;2019;1;17;2;2;5;3;2;1;1;0;0;0;0;354173,966000000010000;5644843,070000000300000;6,924533214000064;50,936755673000050;0
96496;5;3;14;0;2019;1;15;2;3;5;3;0;1;0;0;0;0;1;364244,904000001960000;5622713,891000000800000;7,075976514000047;50,740325162000033;1
96504;5;1;54;12;2019;1;7;2;2;5;2;2;1;1;0;0;0;0;309147,373428257180000;5709021,134866690300000;6,250226574000067;51,500059199000077;1
96507;5;1;66;16;2019;1;16;2;3;5;2;1;1;1;0;0;0;0;305028,669287735600000;5689661,320650706100000;6,201604111000052;51,324781561000066;1
96512;5;1;19;0;2019;1;10;2;3;5;3;0;1;1;0;0;0;0;352750,208000001500000;5704781,319000000100000;6,879686031000063;51,475004444000035;1
96526;5;1;11;0;2019;1;8;2;3;6;7;0;1;0;1;0;0;0;347632,997626606370000;5678115,027208065600000;6,817478168000037;51,234042487000067;0
96530;5;7;74;16;2019;1;6;2;3;5;3;1;1;1;0;0;0;0;476187,116787944920000;5717300,598697574800000;8,656137306000062;51,606240132000039;1
96531;5;7;74;32;2019;1;12;2;3;5;3;0;1;0;0;0;0;1;484658,745209282260000;5728351,526138011400000;8,777983046000031;51,705898226000045;1
96534;5;7;54;28;2019;1;21;2;3;3;6;2;1;1;0;0;0;0;452082,274258997290000;5743249,597034731900000;8,304508774000055;51,838005065000061;1
96535;5;7;54;28;2019;1;18;2;3;0;7;2;1;0;0;0;0;0;451704,503554308790000;5743022,044076321600000;8,299057914000059;51,835926697000048;1
96536;5;7;54;28;2019;1;17;2;3;5;3;2;1;1;0;0;0;0;452174,363400402480000;5745225,945049848400000;8,305571891000056;51,855781382000032;1
96537;5;7;54;40;2019;1;7;2;3;5;2;1;1;0;0;0;0;1;461220,244000000880000;5762325,273000001900000;8,434982797000032;52,010216962000072;1
96550;5;9;62;24;2019;1;7;2;3;5;3;2;1;1;0;0;0;0;407724,198000000790000;5693515,993999999000000;7,673919218000037;51,385375869000029;1
96573;5;5;66;16;2019;1;17;1;3;5;2;2;1;1;0;0;0;0;402997,785287747160000;5792415,983939450200000;7,578296254000065;52,273550771000032;1
96575;5;5;15;0;2019;1;0;1;2;5;3;2;1;1;0;0;0;0;406305,766868651840000;5756678,901332071100000;7,636599663000027;51,952911756000049;1
96579;5;5;13;0;2019;1;13;1;3;5;3;0;1;1;0;0;0;0;366652,480000000450000;5718962,446000002300000;7,074370506000037;51,605892225000048;1
96582;5;3;34;16;2019;1;18;1;3;7;1;2;1;0;0;0;0;0;295295,552903752770000;5634196,773136761000000;6,093495747000077;50,823253147000059;1
96590;5;3;15;0;2019;1;18;1;3;0;5;2;1;1;0;0;0;0;354739,378751721230000;5644750,855715941600000;6,932611591000068;50,936069667000027;1
96592;5;1;70;48;2019;1;20;1;3;5;3;2;1;1;0;0;0;0;334690,292620554570000;5726583,264691306300000;6,609606294000059;51,665881232000061;1
96600;5;1;12;0;2019;1;16;1;3;2;6;1;1;1;0;0;0;0;342559,178000000310000;5703236,861000001400000;6,733748287000026;51,458383898000079;1
96602;5;1;11;0;2019;1;16;4;3;5;3;0;1;0;0;0;0;0;347169,732829980550000;5677147,660371389200000;6,811260078000032;51,225226254000063;0
96607;5;7;70;24;2019;1;7;4;3;5;2;2;1;1;0;0;0;0;493282,074164824560000;5795015,541709201400000;8,901471154000035;52,305439704000037;0
96610;5;7;54;32;2019;1;14;4;3;5;2;0;1;0;0;0;1;0;461289,026999999770000;5742011,742000002400000;8,438268876000052;51,827589940000053;0
96613;5;7;54;20;2019;1;8;4;3;5;3;0;1;1;0;0;0;0;447956,883478376080000;5748254,423248473600000;8,243883162000032;51,882631165000078;1
96624;5;3;82;60;2019;1;19;6;3;5;3;2;1;1;0;0;0;0;373482,131877669130000;5628168,221850577700000;7,204946921000044;50,791437241000040;1
96629;5;3;62;32;2019;1;7;6;3;5;3;2;1;1;0;0;1;0;336902,731878285300000;5643882,623187359400000;6,679354537000052;50,923500309000076;1
96636;5;5;15;0;2019;1;13;6;3;5;2;0;1;1;0;0;0;0;400561,828999999910000;5756756,569000002000000;7,553021717000036;51,952612525000063;1
96651;5;3;14;0;2019;1;4;6;3;6;6;2;1;0;1;0;0;0;363971,124026268720000;5621335,161311088100000;7,072607437000045;50,727869322000060;1
96658;5;1;54;12;2019;1;8;6;2;5;2;1;1;1;0;0;0;0;313508,813938022590000;5711843,116139095300000;6,311497553000038;51,526861306000058;1
96665;5;1;16;0;2019;1;16;6;3;5;3;0;1;1;0;0;0;0;321708,409784085120000;5676555,176166163800000;6,447273898000049;51,212520251000058;1
96678;5;1;13;0;2019;1;17;6;3;3;2;2;1;1;0;0;0;0;361326,863000000830000;5700734,767000000900000;7,004688695000027;51,440808103000052;1
96679;5;1;12;0;2019;1;0;6;2;4;3;2;1;1;0;0;0;0;345867,802333873700000;5698856,532240843400000;6,783241836000059;51,419936799000027;1
96697;5;7;11;0;2019;1;16;6;3;4;2;2;1;1;0;0;0;0;469308,645621402190000;5763799,011884341000000;8,552693487000056;52,023973095000031;1
96698;5;9;78;40;2019;1;14;6;3;5;3;0;1;1;0;0;0;0;405013,096804223950000;5725185,481969108800000;7,626429186000053;51,669609269000034;1
96731;5;5;70;4;2019;1;7;5;3;5;3;2;1;1;0;0;0;0;423851,388472524470000;5734477,698622422300000;7,896751040000027;51,756013251000070;1
96734;5;5;66;76;2019;1;13;5;3;5;3;0;1;1;0;0;0;0;393556,817316284400000;5794085,726796921300000;7,439451609000059;52,286810416000037;0
96735;5;5;66;12;2019;1;8;5;3;5;3;1;1;1;0;0;0;0;405787,809000000360000;5773418,666999999400000;7,624455334000061;52,103286805000039;1
96740;5;5;15;0;2019;1;1;5;3;0;1;2;1;0;0;0;0;0;406307,062635663900000;5757679,488121770300000;7,636345630000051;51,961905724000076;0
96743;5;3;70;28;2019;1;8;6;3;5;3;0;1;1;0;0;0;0;298288,656823819500000;5644860,206707088300000;6,130056041000046;50,920076338000058;1
96744;5;5;62;32;2019;1;13;5;3;5;3;0;1;1;0;0;0;0;377706,159542392010000;5717448,091123785800000;7,234435907000034;51,594791454000074;0
96745;5;5;62;32;2019;1;15;5;3;5;3;0;1;1;1;0;0;0;374948,463740468030000;5719551,868842208800000;7,193893724000077;51,613092897000058;0
96751;5;3;34;2;2019;1;8;5;3;5;3;1;1;1;0;0;0;0;297211,077145296150000;5630889,647942697600000;6,122483398000043;50,794224358000065;0
96759;5;3;15;0;2019;1;7;5;3;5;3;1;1;1;0;0;0;0;355890,406000000420000;5644647,446000002300000;6,949022950000028;50,935429119000048;0
96761;5;3;14;0;2019;1;9;5;3;6;4;0;1;0;1;0;0;0;365777,925572809760000;5622347,667666709100000;7,097824192000076;50,737389937000046;0
96763;5;1;54;8;2019;1;8;5;3;5;3;2;1;1;0;0;0;0;312278,098000001160000;5746033,445000004000000;6,275395911000032;51,833528719000071;0
96773;5;1;14;0;2019;1;6;5;3;5;3;2;1;1;0;0;0;0;329542,350159916100000;5686399,241232540500000;6,554635852000047;51,303350526000031;1
96782;5;1;11;0;2019;1;10;5;3;3;2;0;1;1;0;0;0;0;348904,383409838190000;5678691,095415419000000;6,835432637000054;51,239556929000059;0
96820;5;5;58;16;2019;1;10;4;3;4;2;0;1;1;0;0;0;0;387419,969082060270000;5747265,743794925500000;7,364968015000045;51,864809582000078;1
96822;5;5;15;0;2019;1;20;4;3;3;6;2;1;0;0;0;0;0;406077,491536684330000;5756742,159873986600000;7,633261623000067;51,953441849000058;0
96825;5;5;15;0;2019;1;13;4;2;0;1;0;1;0;0;0;0;0;401821,228848671540000;5760893,502304786800000;7,570158515000060;51,990019868000047;0
96829;5;5;62;12;2019;1;19;4;3;5;3;2;1;1;0;0;0;0;359101,855771866630000;5726556,689161393800000;6,962349139000025;51,672294271000055;0
96830;5;3;34;32;2019;1;21;4;3;8;1;2;1;0;0;0;0;0;301917,447320889680000;5628523,763813301900000;6,190453501000036;50,774601305000033;0
96844;5;5;54;8;2019;1;6;6;3;5;3;2;1;1;0;0;0;0;332449,963123086840000;5742788,187418516700000;6,569439848000059;51,810791269000049;1
96847;5;1;70;8;2019;1;18;4;2;0;1;2;1;0;0;0;0;0;342370,053299375810000;5716798,920433139400000;6,724962249000043;51,580181254000081;0
96849;5;1;70;28;2019;1;15;4;1;5;3;0;1;1;0;0;0;0;331274,178000000310000;5699042,274000002100000;6,573458717000051;51,417450103000078;0
96852;5;1;58;4;2019;1;15;4;3;3;2;0;1;0;0;0;1;0;353930,103575828490000;5673794,372491147400000;6,909372630000064;51,196863059000066;0
96858;5;1;66;16;2019;1;8;4;3;0;1;0;1;0;0;0;0;0;307638,153440936470000;5688011,628157559800000;6,239900671000044;51,310853132000034;2
96876;5;1;19;0;2019;1;7;4;3;5;3;2;1;1;0;0;0;0;349497,845595339310000;5703274,745082410100000;6,833530954000025;51,460611550000067;1
96886;5;5;66;84;2019;1;13;6;3;5;3;0;1;1;0;0;0;0;385238,591000000950000;5777667,384999999800000;7,323120379000045;52,137588543000049;1
96893;5;5;54;32;2019;1;7;2;3;5;2;2;1;1;0;0;0;0;324249,262560992500000;5744224,424849249400000;6,449872159000051;51,821174306000046;1
96894;5;5;15;0;2019;1;7;2;3;0;1;1;1;0;0;0;0;0;401204,257600331680000;5764140,955350289100000;7,560239769000020;52,019098938000070;1
96907;5;9;16;0;2019;1;18;3;3;6;6;2;1;0;1;0;0;0;377578,273059276860000;5712635,038289276900000;7,234267814000020;51,551507148000042;0
96909;5;3;34;2;2019;1;9;2;3;0;1;0;1;0;0;0;0;0;296739,378758919430000;5628244,439238390000000;6,117261541000062;50,770301375000031;1
96912;5;3;34;2;2019;1;8;2;3;2;6;0;1;1;0;0;0;0;293263,095606282350000;5630743,119577873500000;6,066622743000039;50,791513902000077;1
96923;5;3;78;4;2019;1;9;2;3;6;4;0;1;0;1;0;0;0;369149,675710170530000;5650546,070102106800000;7,135496057000069;50,991605803000027;1
96924;5;3;74;40;2019;1;6;2;3;2;6;2;1;1;0;0;0;0;407050,227746662680000;5648684,411067847200000;7,675836649000075;50,982239312000047;1
96931;5;3;15;0;2019;1;14;2;3;5;3;0;1;1;0;0;0;0;361640,456326344050000;5650139,348014241100000;7,028716991000067;50,986194369000032;1
96942;5;1;70;8;2019;1;11;2;3;5;3;0;1;1;0;0;0;0;345278,743207789030000;5714792,221724385400000;6,767791753000040;51,562957427000072;1
96945;5;1;58;28;2019;1;10;2;3;5;2;0;1;1;0;0;0;0;348543,166973887940000;5684145,995128508700000;6,827951738000024;51,288476872000047;1
96952;5;1;19;0;2019;1;12;2;3;5;3;0;1;1;0;0;0;0;348960,661373239010000;5707481,573726048700000;6,824005361000047;51,498267982000073;1
96954;5;1;16;0;2019;1;14;2;3;0;1;0;1;0;0;0;0;0;319848,312651286830000;5674874,429620616100000;6,421514067000032;51,196838284000080;1
96962;5;1;13;0;2019;1;10;2;2;5;3;0;1;1;0;0;0;0;362155,907863503320000;5710808,111839529100000;7,012677041000075;51,531533020000040;1
96971;5;1;11;0;2019;1;17;2;3;0;6;2;1;0;0;0;0;0;350334,527917344120000;5678389,673894507800000;6,856031117000043;51,237225369000043;1
96972;5;1;11;0;2019;1;14;2;3;2;6;0;1;1;0;0;0;0;350428,702405831780000;5677254,701164696400000;6,857852976000061;51,227051370000027;1
96976;5;7;62;32;2019;1;22;2;3;3;2;2;1;1;0;0;0;0;503796,355899975640000;5742432,938911555300000;9,055094583000027;51,832705463000082;0
96977;5;7;58;24;2019;1;13;2;3;5;3;0;1;1;0;0;0;0;480792,408999999990000;5782831,431999998200000;8,718985379000060;52,195604054000057;0
96979;5;7;54;20;2019;1;8;2;3;5;3;1;1;0;0;0;0;1;448212,279000000100000;5748578,541000001100000;8,247544717000039;51,885568882000030;1
96981;5;7;54;8;2019;1;18;2;3;5;3;2;1;1;0;0;0;0;461436,685999999750000;5747943,635000001600000;8,439749510000070;51,880932336000058;0
96987;5;9;78;20;2019;1;18;2;3;5;2;2;1;1;0;0;0;0;406426,775000000370000;5716423,790000001000000;7,649207335000028;51,591087475000052;1
96999;5;9;78;24;2019;1;6;2;3;0;3;2;1;0;0;0;1;0;398020,611424053090000;5720827,824961910000000;7,526618849000045;51,629214638000064;1
97001;5;9;13;0;2019;1;6;2;3;0;3;2;1;1;0;0;0;0;393263,787677420300000;5706384,251185145200000;7,462305380000032;51,498508005000076;1
97002;5;9;16;0;2019;1;16;2;2;5;2;1;1;1;0;0;0;0;376686,802000000140000;5709936,787000002300000;7,222361738000075;51,527062925000052;1
97018;5;5;54;20;2019;1;15;1;2;5;2;0;1;1;0;0;0;0;366010,060499350540000;5783323,744701532600000;7,040088344000026;52,184085372000027;1
97088;5;3;15;0;2019;1;6;7;2;4;6;2;1;1;0;0;0;0;361550,945902457460000;5640511,867070591100000;7,031101828000033;50,899648134000074;1
97101;5;1;19;0;2019;1;10;7;2;0;1;0;1;0;0;0;0;0;350381,157480042430000;5709075,145110629500000;6,843778492000070;51,512964526000076;1
97108;5;1;24;0;2019;1;17;7;2;5;2;2;1;1;0;0;0;0;376055,746238722470000;5681956,977687135300000;7,223043890000042;51,275455448000059;1
97114;5;1;11;0;2019;1;16;7;3;3;6;0;1;1;0;0;0;0;345508,000695483760000;5677542,711345503100000;6,787310422000076;51,228328638000050;1
97124;5;7;62;36;2019;1;16;7;3;4;2;2;1;1;0;0;0;0;510882,926045608710000;5704211,554978581100000;9,156747844000051;51,488946815000077;1
97142;5;9;13;0;2019;1;15;3;3;3;2;0;1;1;0;0;0;0;392822,988469198350000;5708243,330184375900000;7,455392454000048;51,515134832000058;1
97145;5;9;13;0;2019;1;17;3;3;5;3;2;1;1;0;0;0;0;392267,053826266900000;5706233,609183946600000;7,447997578000070;51,496964878000028;0
97165;5;9;13;0;2019;1;20;7;3;5;3;2;1;1;0;0;0;0;394217,178441749890000;5709353,607420381200000;7,475144139000065;51,525377361000039;1
97171;5;5;58;12;2019;1;15;2;2;5;2;0;1;1;0;0;0;0;374387,566829581740000;5753807,727168435200000;7,173410231000048;51,920817705000047;1
97181;5;3;34;2;2019;1;19;5;3;6;4;2;1;0;1;0;0;0;295167,661000001240000;5628108,519000001300000;6,095076822000067;50,768527885000026;1
97193;5;9;15;0;2019;1;9;6;3;0;1;0;1;0;0;0;0;0;411197,250000000930000;5722825,013000004000000;7,716430640000056;51,649402066000050;2
97195;5;9;14;0;2019;1;7;6;3;0;1;1;1;0;0;0;0;0;394395,083040840920000;5690228,753860602200000;7,483412888000032;51,353503922000073;2
97200;5;3;14;0;2019;1;8;5;2;5;2;0;1;1;0;0;0;0;369220,480558642190000;5617143,546797810100000;7,148428372000069;50,691399508000075;1
97216;5;1;66;32;2019;1;6;5;3;5;3;2;1;1;0;0;0;0;318884,683838827540000;5681799,358507309100000;6,404237457000022;51,258739794000064;1
97225;5;1;14;0;2019;1;8;5;2;5;2;1;1;1;0;0;0;0;328885,335000000890000;5691415,563999999300000;6,542811115000063;51,348218697000050;0
97241;5;7;54;8;2019;1;17;5;3;0;2;2;1;1;0;0;0;0;458963,763623950070000;5749822,848309699400000;8,403601165000055;51,897651143000076;1
97244;5;7;66;44;2019;1;13;5;3;0;6;0;1;1;0;0;0;0;494301,757421349180000;5763959,330405285600000;8,916947832000062;52,026234320000071;0
97245;5;7;11;0;2019;1;13;5;3;5;2;0;1;1;0;0;0;0;467196,507000001150000;5764049,102000001800000;8,521887588000027;52,026100673000030;1
97252;5;9;15;0;2019;1;13;5;3;5;3;0;1;1;0;0;0;0;422816,425076857210000;5726693,613021437100000;7,883484475000046;51,685895167000069;1
97255;5;9;13;0;2019;1;14;5;3;6;4;0;1;0;1;0;0;0;387773,402000000700000;5711997,326000003100000;7,381453230000034;51,547895519000065;1
97280;5;5;66;60;2019;1;7;4;3;5;3;2;1;1;0;0;0;0;390209,304786629040000;5786512,934187099300000;7,392856891000065;52,218094962000066;1
97281;5;5;66;36;2019;1;6;4;2;5;3;2;1;1;0;0;0;0;387321,250000000930000;5768422,048000004100000;7,356595117000040;52,054928426000060;1
97283;5;5;54;20;2019;1;7;4;3;5;3;1;1;1;0;0;0;0;365574,382093317810000;5786836,004480175700000;7,032325850000063;52,215538253000034;1
97285;5;5;54;8;2019;1;10;4;3;5;3;0;1;1;0;0;0;0;336041,655000000260000;5747533,934000000400000;6,619245356000022;51,854489370000067;0
97286;5;5;15;0;2019;1;23;4;3;1;5;2;1;1;0;0;0;0;407021,797585272230000;5757850,163010250800000;7,646698889000049;51,963559825000061;1
97287;5;5;15;0;2019;1;16;4;3;5;6;0;1;1;0;0;0;0;405578,328000000680000;5756998,951000003100000;7,625929598000028;51,955665476000036;0
97289;5;5;15;0;2019;1;7;4;3;5;3;1;1;1;0;0;0;0;405194,323750388810000;5750115,780875433200000;7,622239004000051;51,893730982000079;0
97291;5;5;62;14;2019;1;10;4;3;5;3;0;1;1;0;0;0;0;360925,927480516020000;5715845,861999448400000;6,992963742000029;51,576501269000062;0
97298;5;3;78;4;2019;1;17;4;3;5;3;1;1;1;0;0;0;0;368863,812487062070000;5650387,762231046300000;7,131482219000077;50,990117913000063;0
97300;5;3;78;4;2019;1;7;4;3;0;7;1;1;0;0;0;0;0;367960,187000187110000;5649724,174911895800000;7,118855304000022;50,983947224000076;1
97305;5;3;15;0;2019;1;9;4;3;5;3;0;1;1;0;0;0;0;356368,720370938070000;5641102,423949029300000;6,957221707000031;50,903689686000064;0
97306;5;1;70;24;2019;1;12;4;3;5;3;0;1;1;0;0;0;0;334782,766459555370000;5703724,084705354600000;6,621685830000047;51,460545159000048;0
97315;5;1;62;4;2019;1;16;4;3;5;3;0;1;1;0;0;0;0;349330,458000000570000;5661653,689000003000000;6,848668351000072;51,086573482000063;0
97321;5;1;12;0;2019;1;19;4;3;5;2;2;1;1;0;0;0;0;344661,164217976850000;5699440,197314227000000;6,765646030000028;51,424851675000070;0
97322;5;1;12;0;2019;1;13;4;2;5;3;0;1;1;0;0;0;0;344085,826167213730000;5706532,124904185500000;6,754251090000025;51,488413900000069;0
97323;5;1;11;0;2019;1;13;4;3;6;4;0;1;0;1;0;0;0;350719,839000000620000;5678428,519999999600000;6,861530407000032;51,237675375000038;0
97328;5;7;70;32;2019;1;22;4;3;0;1;2;1;0;0;0;0;0;494075,531221208160000;5788282,725626338300000;8,913226710000060;52,244917279000049;0
97333;5;7;11;0;2019;1;7;4;3;5;3;1;1;1;0;0;0;0;472740,310329556470000;5764075,185164425500000;8,602684382000064;52,026635345000045;0
97338;5;9;58;40;2019;1;16;4;3;5;2;1;1;1;0;0;0;0;451926,802000000140000;5670650,526000000500000;8,312153735000038;51,185249665000072;0
97340;5;9;62;24;2019;1;7;4;3;5;3;2;1;1;0;0;0;0;409054,328636858610000;5694797,434924613700000;7,692700625000043;51,397110167000051;1
97343;5;9;15;0;2019;1;13;4;3;5;3;0;1;0;0;0;0;1;417455,365883266550000;5725276,003965940300000;7,806285642000034;51,672389010000074;0
97348;5;9;16;0;2019;1;10;4;3;5;2;0;1;1;0;0;0;0;376442,324798443350000;5711950,754914579900000;7,218132444000048;51,545109662000073;0
97359;5;5;70;16;2019;1;18;3;3;5;3;2;1;1;0;0;0;0;413302,847926117480000;5739010,235872140200000;7,742828109000072;51,795223337000039;0
97360;5;5;66;28;2019;1;16;3;3;5;3;2;1;1;0;0;0;0;414696,232465572660000;5792116,002515757500000;7,749782010000047;52,272794002000069;0
97364;5;5;66;68;2019;1;7;3;3;5;3;2;1;1;0;0;0;0;376945,975689153190000;5785260,371501518400000;7,199258666000048;52,204036474000077;0
97365;5;5;66;8;2019;1;7;3;3;5;3;1;1;1;0;0;0;0;399083,894302130680000;5781288,671721672600000;7,524272575000055;52,172838212000045;0
97366;5;5;58;12;2019;1;13;3;3;5;3;0;1;1;0;0;0;0;374104,214806520380000;5755419,724382367000000;7,168702457000052;51,935239883000065;0
97375;5;5;13;0;2019;1;14;3;3;5;3;0;1;1;0;0;0;0;367931,424787748610000;5715375,898359203700000;7,094177905000038;51,573962738000034;0
