OBJECTID;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstStrassenzustand;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
21968;5220105702100074642;5;5;15;0;2022;1;6;4;3;5;2;2;0;1;1;0;0;0;0;403014,173248262028210;5758686,165114490315318;7,588150375000050;51,970389350000097
21986;5220106516300389264;5;1;58;28;2022;1;7;5;3;0;1;2;2;1;0;0;0;0;0;348557,556166613998357;5684141,529991829767823;6,828159829000070;51,288440577000102
22002;5220103301101367529;5;9;13;0;2022;1;18;2;3;5;3;2;1;1;1;0;0;0;0;392347,138999957998749;5706369,600999619811773;7,449109338000030;51,498202488000103
22060;5220105609248575573;5;3;58;48;2022;1;8;4;3;0;1;1;1;1;0;0;0;0;0;319888,039476190984715;5636664,242126069962978;6,441063271000080;50,853592712000101
22062;5220101300300585552;5;9;11;0;2022;1;18;7;3;5;2;2;0;1;1;0;0;0;0;380378,514999928011093;5709040,224999579600990;7,275858222000070;51,519799089999999
22126;5220103706300249812;5;5;58;44;2022;1;15;2;3;5;3;0;1;1;1;0;0;0;0;396224,611221869010478;5746364,769816629588604;7,493061211000050;51,858418819000100
22133;5220106500200450578;5;1;11;0;2022;1;8;5;3;1;1;0;2;1;1;0;0;0;0;348383,483974657021463;5681705,704183249734342;6,826698844000020;51,266506923000101
22151;5220101601300476529;5;3;15;0;2022;1;5;7;2;5;3;2;0;1;1;1;0;0;0;354792,143999804975465;5646143,463999349623919;6,932806905000060;50,948597952999997
22160;5220106313130677838;5;9;58;44;2022;1;14;5;3;2;6;0;0;1;0;0;0;1;0;434972,732999996980652;5685791,604999629780650;8,066847910000041;51,319704457000100
22183;5220105514113389828;5;1;66;32;2022;1;9;4;3;5;3;0;0;1;1;0;0;0;0;316219,815999409998767;5686037,676997750066221;6,363907862000080;51,295958035000098
22208;5220105501134391309;5;1;12;0;2022;1;20;4;3;5;3;2;1;1;1;0;0;0;0;343425,065999724029098;5710883,150999110192060;6,742809763000030;51,527324169000103
22266;5220106601500978214;5;3;15;0;2022;1;17;5;3;5;2;2;0;1;1;0;0;0;0;360872,793999840971082;5647710,999999430030584;7,018715896000060;50,964185413000102
22277;5220101503400281911;5;1;22;0;2022;1;16;7;2;0;1;1;0;1;0;0;0;0;0;360620,459264700999483;5666324,904740859754384;7,007959397000040;51,131407690000103
22292;5220106606700932419;5;3;78;16;2022;1;10;5;3;4;5;0;1;1;1;0;0;0;0;361116,325470265001059;5663588,266087980009615;7,016095860000060;51,106934210000098
22317;5220103301202560906;5;9;13;0;2022;1;0;2;3;5;2;2;1;1;1;0;0;0;0;393570,958999958995264;5709324,488999620079994;7,465841287000050;51,524994209000099
22373;5220106301102794391;5;9;13;0;2022;1;14;5;3;5;3;0;0;1;1;0;0;0;0;397319,975999964983203;5701192,654999620281160;7,522228476000070;51,452593345000103
22498;5220105701500865815;5;5;62;24;2022;1;15;4;3;5;2;0;1;1;1;0;0;0;0;367710,427981673972681;5723934,416991320438683;7,087760555000050;51,650822486000003
22523;5220105505200563699;5;1;14;0;2022;1;12;4;3;5;2;0;1;1;1;0;0;0;0;330163,166999590990599;5690113,085998630151153;6,561764047000050;51,336900751000002
22531;5220102518200086052;5;1;70;24;2022;1;15;1;2;0;3;0;0;1;1;0;0;0;0;333008,009999624977354;5706271,531998749822378;6,594958390000040;51,482910280000098
22558;5220103513320674609;5;1;62;4;2022;1;15;2;3;5;3;0;1;1;1;0;0;0;0;346495,678999744006433;5659125,939999200403690;6,809296697000040;51,063108059999998
22583;5220106608436089835;5;3;34;36;2022;1;14;5;3;0;1;0;0;1;0;0;0;0;0;300635,051183941017371;5634858,955637250095606;6,168848690000060;50,831063616999998
22590;5220105608200073691;5;3;34;2;2022;1;9;4;3;5;3;0;0;1;1;0;0;0;0;299724,381443788995966;5627381,991531670093536;6,160009730000070;50,763593139000101
22686;5220101602900680759;5;3;62;40;2022;1;12;7;3;0;1;0;1;1;0;0;0;0;0;357285,115999821980949;5632577,739999390207231;6,973571540000020;50,827305010000003
22701;5220106607100990898;5;3;82;28;2022;1;6;5;3;0;7;2;1;1;1;0;0;0;0;373866,045999903988559;5633594,418999530375004;7,208525612000070;50,840293686000102
22751;5220103701910267095;5;5;62;8;2022;1;22;2;3;5;3;2;1;1;1;0;0;0;0;384754,377233882027213;5722435,091182749718428;7,334503530000060;51,641099413000099
22760;5220104502307689624;5;1;13;0;2022;1;13;3;3;5;7;0;1;1;1;0;0;0;0;359433,504999837023206;5703079,194999420084059;6,976532603000070;51,461408908000102
22768;5220106515212022137;5;1;54;32;2022;1;5;5;3;2;1;2;1;1;1;0;0;0;0;309616,485107430024073;5718514,173700469546020;6,251842317000070;51,585477486000102
22785;5220103711222891792;5;5;70;16;2022;1;14;2;3;3;6;0;1;1;0;0;0;0;0;407550,304890168015845;5746485,375889750197530;7,657439391000030;51,861494251000103
22791;5220106317250518405;5;9;78;32;2022;1;9;5;3;0;2;0;2;1;1;0;0;0;0;393270,914309902989771;5723168,250686359591782;7,457308415000060;51,649370019999999
22799;5220104603116586296;5;3;66;16;2022;1;19;3;3;4;2;2;1;1;1;0;0;0;0;345160,306999730004463;5611282,465999180451035;6,810481989000040;50,632823078999998
22817;5220106301301494460;5;9;78;24;2022;1;9;5;3;0;1;0;2;1;0;0;0;0;0;398040,405999968003016;5720821,908999630250037;7,526906459000030;51,629165049999997
22857;5220106515212595972;5;1;54;32;2022;1;13;5;2;5;3;0;0;1;0;0;1;0;0;313489,615999386005569;5719671,691997409798205;6,307068137000040;51,597168949000000
22898;5220103508000473463;5;1;19;0;2022;1;17;2;3;5;3;2;1;1;1;0;0;0;0;351555,864999787008855;5706432,366999300196767;6,861807013000030;51,489527815000002
22904;5220105702100771673;5;5;15;0;2022;1;12;4;3;5;3;0;1;1;1;0;0;0;0;405361,824999978009146;5755733,299999659880996;7,623128425000060;51,944252450000100
22928;5220101601100081816;5;3;15;0;2022;1;7;7;3;8;7;1;0;1;0;0;0;0;0;355270,385999807971530;5645234,532999360002577;6,939971669000040;50,940549875000002
22936;5220105705000996572;5;5;54;12;2022;1;14;4;3;5;7;0;1;1;1;0;0;0;0;355637,003912020998541;5741868,330248789861798;6,905923342000050;51,808995313000104
22970;5220104316500253252;5;9;74;20;2022;1;16;3;2;9;7;2;1;1;1;0;0;0;0;463782,787000000011176;5721150,305999649688601;8,476624943000051;51,640192218000003
23126;5220102711232190683;5;5;70;40;2022;1;17;1;3;5;3;2;1;1;1;0;0;0;0;413001,764999984996393;5747207,072999659925699;7,736402636000040;51,868858212000099
23127;5220103608436391024;5;3;34;36;2022;1;15;2;3;5;3;0;1;1;1;0;0;0;0;299011,967999089974910;5632049,269996070303023;6,147369013000060;50,805266883000101
23160;5220101313130991850;5;9;58;44;2022;1;14;7;3;0;1;0;0;1;0;0;0;0;0;427897,375064556021243;5689799,723871990107000;7,964520656000050;51,354886652000097
23175;5220106600110434112;5;3;14;0;2022;1;9;5;3;5;2;0;1;1;1;0;0;0;0;366337,314999871014152;5622363,735999479889870;7,105741317000020;50,737663374000100
23216;5220101702100868134;5;5;15;0;2022;1;14;7;3;3;6;0;0;1;0;0;0;0;0;406856,606775401975028;5759560,713752109557390;7,643831115000070;51,978907429000103
23244;5220104705000280990;5;5;54;12;2022;1;14;3;3;2;6;0;1;1;1;0;0;0;0;352391,771636279998347;5745069,525805390439928;6,857519721000070;51,836910487000097
23304;5220106502318438988;5;1;13;0;2022;1;8;5;3;0;7;0;2;1;0;0;0;0;0;355105,200999810011126;5704496,738999360240996;6,913688933000060;51,473055295999998
23321;5220103702100850183;5;5;15;0;2022;1;11;2;3;5;2;0;0;1;1;0;0;0;0;406087,201999977987725;5758927,320999659597874;7,632805339000070;51,973084708999998
23344;5220101601600085219;5;3;15;0;2022;1;18;7;3;0;1;2;0;1;0;0;0;0;0;363370,523750072985422;5639757,709263069555163;7,057244360000030;50,893303564000099
23404;5220106606700064470;5;3;78;16;2022;1;19;5;3;5;3;2;1;1;1;0;0;0;0;360424,782999839982949;5662659,192999419756234;7,006583079000050;51,098416756000098
23444;5220104301301109039;5;9;78;24;2022;1;5;3;3;3;2;2;1;1;1;0;0;0;0;396727,515121365024243;5718690,320466830395162;7,508573261000040;51,609765822999996
23535;5220103608200685835;5;3;34;2;2022;1;7;2;3;5;3;2;1;1;1;0;0;0;0;298767,623105138016399;5626713,358310850337148;6,146825920000030;50,757256693999999
23567;5220102601200290700;5;3;15;0;2022;1;15;1;3;0;1;0;0;1;0;0;0;0;0;353733,717530193971470;5635756,989220599643886;6,921910493000040;50,854990018000102
23568;5220104300400024259;5;9;11;0;2022;1;9;3;3;2;7;0;1;1;0;0;0;0;1;370943,895275715971366;5699071,827873759903014;7,143589300000030;51,428135956000098
23617;5220106505200575930;5;1;14;0;2022;1;7;5;3;0;1;2;1;1;0;0;0;0;0;328414,591552529018372;5692229,632905540056527;6,535665460000080;51,355390073000102
23641;5220106406120590824;5;7;58;16;2022;1;16;5;3;5;3;1;1;1;1;0;0;0;0;473962,884000001009554;5780544,835999679751694;8,619244443000071;52,174766224999999
23660;5220103502134817136;5;1;13;0;2022;1;6;2;3;3;3;2;1;1;1;0;0;0;0;366226,124999871011823;5701627,950999489985406;7,074801008000070;51,450013157000100
23668;5220105711111087219;5;5;70;52;2022;1;16;4;3;5;2;1;1;1;1;0;0;0;0;430847,717999995977152;5757739,550999670289457;7,993440497000050;51,966039975000101
23691;5220105602600867864;5;3;62;20;2022;1;12;4;3;5;3;0;0;1;1;0;0;0;0;346028,397999737993814;5630575,118999199941754;6,814695913000040;50,806424731000000
23835;5220106506100372469;5;1;16;0;2022;1;9;5;3;0;1;1;2;1;0;0;0;0;0;320181,214999461022671;5673077,411998090334237;6,427173291000030;51,180800293000097
23852;5220103702100442873;5;5;15;0;2022;1;15;2;3;5;2;0;0;1;1;0;0;0;0;405019,896999977005180;5757700,723999660462141;7,617611551000040;51,961878196000001
23867;5220104608200685752;5;3;34;2;2022;1;10;3;3;0;1;0;1;1;0;0;0;0;0;295120,815973548975307;5629304,765730390325189;6,093747104000040;50,779255165999999
23874;5220101606100874235;5;3;78;4;2022;1;7;7;3;5;7;2;0;1;1;0;0;0;0;365407,290999865974300;5653431,370999479666352;7,081131977000040;51,016674314000099
23975;5220103702100291794;5;5;15;0;2022;1;14;2;3;5;7;0;0;1;0;1;0;0;0;405323,796054568025284;5758209,062572110444307;7,621893122000070;51,966499186000100
24000;5220103600140578249;5;3;14;0;2022;1;20;2;3;3;6;2;1;1;0;0;1;0;0;368960,009637848008424;5620090,044812199659646;7,143696959000070;50,717824709000098
24008;5220101316100081575;5;9;74;32;2022;1;12;7;2;3;6;0;0;1;0;0;0;0;0;436690,149196450016461;5704253,273919490166008;8,088194830000020;51,485882302000100
24041;5220105711421043131;5;5;70;20;2022;1;3;4;2;0;7;2;0;1;0;0;0;0;0;433497,028037887997925;5748289,105902239680290;8,033822879000070;51,881405698000002
24117;5220104601600186461;5;3;15;0;2022;1;14;3;3;0;3;0;1;1;1;0;0;0;0;365129,759855925978627;5645723,303340660408139;7,080038077000040;50,947333285000099
24127;5220101506100269419;5;1;16;0;2022;1;20;7;3;5;3;2;0;1;1;0;0;0;0;321391,835999478003941;5674229,863998159766197;6,443903228000070;51,191532527000000
24144;5220104501128173994;5;1;12;0;2022;1;6;3;3;5;3;2;1;1;1;0;0;0;0;342635,056999718013685;5702971,361999089829624;6,734957723000040;51,456019550000100
24152;5220106502146089513;5;1;13;0;2022;1;9;5;3;0;7;0;2;1;0;0;0;0;0;369420,016972122015432;5699959,544980759732425;7,121354335000040;51,435764775999999
24186;5220104705000409653;5;5;54;44;2022;1;10;3;3;0;3;0;1;1;1;0;0;0;0;365100,636999870010186;5741572,386999489739537;7,043225114000050;51,808699698000098
24256;5220103600110065629;5;3;14;0;2022;1;16;2;2;0;1;0;1;1;0;0;0;0;0;363625,104404674028046;5622696,311732020229101;7,067204074000070;50,740021936000097
24265;5220101500200876018;5;1;11;0;2022;1;13;7;3;5;2;0;0;1;1;0;0;0;0;340078,419999692006968;5678832,213999030180275;6,709035957000030;51,238419312000097
24297;5220102702100776645;5;5;15;0;2022;1;22;1;3;0;3;2;1;1;1;0;0;0;0;405575,873999978997745;5757005,475999659858644;7,625892104000060;51,955723708999997
24528;5220106514110146074;5;1;66;32;2022;1;10;5;2;5;3;0;0;1;1;0;0;0;0;317585,800999427970964;5681124,465997880324721;6,385986494000060;51,252263355000103
24568;5220101505200076291;5;1;14;0;2022;1;12;7;3;0;1;0;0;1;0;0;0;0;0;330182,954387769976165;5694840,330387339927256;6,559791095000040;51,379375240999998
24602;5220105702100679610;5;5;15;0;2022;1;13;4;3;5;7;0;1;1;1;0;0;0;0;406378,993881709990092;5757332,405453429557383;7,637486834000070;51,958798098000003
24634;5220102505200991241;5;1;14;0;2022;1;19;1;3;5;2;2;1;1;1;0;0;0;0;329217,945999581017531;5689509,463998589664698;6,548496831000020;51,331194842999999
24660;5220103506100089808;5;1;16;0;2022;1;15;2;2;5;3;0;1;1;1;0;0;0;0;320134,659999459981918;5671487,547998090274632;6,427303316000060;51,166503654000103
24688;5220115706300062038;5;5;58;24;2022;1;14;7;2;2;2;0;0;1;1;0;0;0;0;386750,869191128003877;5737950,630227269604802;7,358301490000030;51,780954307000101
24702;5220120502325638561;5;1;13;0;2022;1;16;5;3;5;3;1;1;1;0;0;0;0;1;361773,643999848980457;5705634,015999450348318;7,009197636000070;51,484943708000102
24706;5220113702100299922;5;5;15;0;2022;1;7;5;3;7;1;2;0;1;0;0;0;0;0;404321,742999977024738;5756263,405999659560621;7,607853742000030;51,948839341999999
24711;5220115316300272353;5;9;74;16;2022;1;20;7;3;0;2;2;1;1;1;0;0;0;0;453525,107999952975661;5718567,779999660328031;8,328743721000020;51,616218787999998
24712;5220110606100776841;5;3;78;4;2022;1;9;2;3;0;1;0;1;1;0;0;0;0;0;368980,747071293008048;5651315,196459479629993;7,132812857000030;50,998480071000102
24720;5220120706200381907;5;5;58;20;2022;1;10;5;3;0;1;0;1;1;1;0;0;0;0;391036,987999955017585;5759293,483999639749527;7,413670639000030;51,973628744000102
24721;5220111300500541261;5;9;11;0;2022;1;12;3;2;5;3;0;1;1;1;0;0;0;0;377472,988752221979667;5704170,627506339922547;7,235692128000040;51,475410968000098
24724;5220110501222791154;5;1;12;0;2022;1;5;2;3;0;1;2;2;1;0;0;0;0;0;341442,765026986016892;5703079,952177760191262;6,717762296000050;51,456662545000000
24731;5220107301102251350;5;9;13;0;2022;1;9;6;2;0;7;0;1;1;0;0;0;0;0;396242,441999963019043;5704528,095999619923532;7,505747054000040;51,482378242000003
24735;5220114500200556862;5;1;11;0;2022;1;17;6;3;4;3;2;1;1;1;0;0;0;0;349760,066902884980664;5677632,075897159986198;6,848125849000040;51,230266778999997
24736;5220110317140580649;5;9;78;28;2022;1;15;2;3;5;3;0;0;1;1;0;0;0;0;400418,601474726980086;5700302,617758690379560;7,567059188000030;51,445146302000097
24741;5220110513210085987;5;1;62;24;2022;1;6;2;2;6;7;2;2;1;0;1;0;0;0;335611,450840604025871;5676520,339975549839437;6,646161744000040;51,216378679000101
24746;5220113702100891740;5;5;15;0;2022;1;11;5;3;0;3;0;0;1;1;0;0;0;0;405019,896999977005180;5757700,723999660462141;7,617611551000040;51,961878196000001
24748;5220120404302978116;5;7;66;8;2022;1;7;5;3;0;2;2;1;1;1;0;0;0;0;483252,730000000970904;5769573,975999670103192;8,755633547000061;52,076490902000003
24749;5220111516500381434;5;1;58;16;2022;1;17;3;3;5;3;2;0;1;1;0;0;0;0;354514,745999804988969;5670234,767999350093305;6,919175603000040;51,165024615000000
24750;5220121502231085376;5;1;13;0;2022;1;6;6;3;0;3;2;1;1;1;0;0;0;0;365418,464999869000167;5696623,310999480076134;7,065085898000060;51,404846565000099
24765;5220111608436089882;5;3;34;36;2022;1;16;3;3;5;3;1;0;1;1;0;0;0;0;301315,880999137007166;5635484,482996369712055;6,178165476000060;50,836916061000103
24766;5220121500100841013;5;1;11;0;2022;1;17;6;3;0;1;2;1;1;0;0;0;0;1;339162,583778136002365;5677695,254451280459762;6,696437856000050;51,227946454000097
24773;5220109303100471447;5;9;15;0;2022;1;19;1;2;5;3;2;1;1;1;0;0;0;0;420667,088999990024604;5725999,009999649599195;7,852557290000050;51,679351355000101
24774;5220119711412078050;5;5;70;28;2022;1;5;4;3;5;3;2;0;1;1;0;0;0;0;441105,007607107982039;5742873,729093880392611;8,145263006000050;51,833576084000100
24785;5220111303100589290;5;9;15;0;2022;1;6;3;3;5;3;2;2;1;1;0;0;0;0;415438,795660665025935;5726121,004372219555080;7,776925579000020;51,679685118000101
24787;5220120601500476494;5;3;15;0;2022;1;20;5;2;0;2;2;0;1;1;0;0;0;0;360237,885999838996213;5647086,046999430283904;7,009920155000030;50,958415204000097
24790;5220113601300081467;5;3;15;0;2022;1;13;5;3;5;3;0;0;1;1;0;0;0;0;353660,429999799001962;5646360,132999340072274;6,916619982000040;50,950258884000000
24813;5220118405108770315;5;7;54;8;2022;1;16;3;3;8;1;0;1;1;0;0;0;0;0;454997,414999999979045;5750542,655999659560621;8,345866257000070;51,903816375000098
24828;5220115605148940043;5;3;74;48;2022;1;13;7;3;0;1;0;1;1;0;0;0;0;0;391168,629192365973722;5644447,522031020373106;7,450936625000050;50,941369700000102
24835;5220111405236556391;5;7;54;36;2022;1;17;3;2;5;2;1;0;1;1;0;0;0;0;476479,920124800992198;5751256,476505810394883;8,658067094000049;51,911555507000102
24842;5220112601300467882;5;3;15;0;2022;1;17;4;3;5;3;2;1;1;1;0;0;0;0;353655,746999797003809;5648666,700999329797924;6,915625736000040;50,970985917000100
24843;5220108508000569104;5;1;19;0;2022;1;3;7;3;5;3;2;1;1;1;0;0;0;0;351211,581999782996718;5709490,439999289810658;6,855561762000040;51,516915412000102
24847;5220120514217086043;5;1;66;36;2022;1;8;5;3;5;3;1;1;1;1;0;0;0;0;328640,258999570971355;5682301,405998569913208;6,543673039000050;51,266265633000003
24856;5220115601300880784;5;3;15;0;2022;1;17;7;3;0;1;2;0;1;0;0;0;0;0;353497,638681209995411;5646536,342253440059721;6,914233123000030;50,951801056000100
24858;5220107608200880733;5;3;34;2;2022;1;17;6;3;5;3;2;1;1;1;0;0;0;0;295795,210999023984186;5629285,855995600111783;6,103310964000060;50,779323159999997
24861;5220113317120618722;5;9;78;16;2022;1;11;5;3;0;7;0;0;1;0;0;0;0;0;403967,525023324007634;5707830,637905799783766;7,616063758000050;51,513429648000098
24863;5220108700000492099;5;5;13;0;2022;1;18;7;3;5;2;2;1;1;1;0;0;0;0;367106,869608827983029;5714468,802157400175929;7,082629343000060;51,565617279000001
24867;5220110701700650782;5;5;62;16;2022;1;11;2;3;5;3;0;1;1;1;0;0;0;0;376138,733999914024025;5735292,181999569758773;7,205490175000020;51,754814920999998
24882;5220110301103180671;5;9;13;0;2022;1;9;2;2;0;1;0;0;1;0;0;0;0;0;392406,310999956971500;5703579,477999620139599;7,450811723000070;51,473134851000097
24897;5220115303200394306;5;9;15;0;2022;1;9;7;3;5;3;0;0;1;1;0;0;0;0;417041,925017000001390;5727124,464571840129793;7,799868844000060;51,688944796000001
24911;5220119400300076091;5;7;11;0;2022;1;19;4;3;3;2;2;1;1;1;0;0;0;0;465176,420919081021566;5758987,556518820114434;8,492960419000040;51,980471188000102
24930;5220108516700286735;5;1;58;8;2022;1;13;7;2;5;3;0;0;1;1;0;0;0;0;359638,007999836001545;5672376,236999420449138;6,991566458000020;51,185549451000000
24931;5220119601200593567;5;3;15;0;2022;1;16;4;3;0;3;1;0;1;1;0;0;0;0;355537,641999809013214;5641215,008999359793961;6,945365345000030;50,904494124000102
24942;5220119317120118616;5;9;78;16;2022;1;16;4;2;5;3;0;0;1;1;0;0;0;0;405352,460943837999366;5706778,013509009964764;7,636298683000060;51,504201160999997
24949;5220113705000668700;5;5;54;4;2022;1;13;5;3;6;3;0;0;1;0;1;0;0;0;364041,177020549017470;5772145,372547130100429;7,015776627000040;52,083162070000100
24955;5220110601600786361;5;3;15;0;2022;1;15;2;3;0;1;0;0;1;0;0;0;0;0;361634,737355529970955;5636190,703686559572816;7,033928274000060;50,860832273000000
24959;5220112606100879334;5;3;78;4;2022;1;15;4;3;5;2;0;1;1;1;0;0;0;0;368249,079924326972105;5649708,483794610016048;7,122974427000030;50,983872383000097
24964;5220110709500676732;5;5;66;76;2022;1;6;2;3;5;3;1;1;1;1;0;0;0;0;394515,914999963017181;5792904,259999659843743;7,453876908000040;52,276377211000103
24967;5220110501124372117;5;1;12;0;2022;1;9;2;2;0;7;0;2;1;0;0;0;0;0;342414,987999715027399;5704147,720999079756439;6,731268560000050;51,466527612000000
24972;5220106701700470567;5;5;62;16;2022;1;10;5;3;5;3;0;1;1;1;0;0;0;0;375004,016999910993036;5734264,049999560229480;7,189428717000060;51,745323185000103
24975;5220113505200091475;5;1;14;0;2022;1;17;5;3;5;2;2;0;1;1;0;0;0;0;329507,763999583024997;5690299,132998599670827;6,552274993000030;51,338376008000097
24979;5220110700000389527;5;5;13;0;2022;1;16;2;3;5;3;0;0;1;1;0;0;0;0;367722,220999879005831;5707878,265999509952962;7,093978518000030;51,506534878000103
24980;5220121610221614350;5;3;70;20;2022;1;8;6;3;0;7;0;1;1;0;0;0;0;0;303085,341868043993600;5660788,467530700378120;6,189580598000020;51,064796112000103
24982;5220110502100091281;5;1;13;0;2022;1;15;2;3;0;3;0;1;1;1;0;0;0;0;361285,924734648026060;5700666,600064219906926;7,004126746000050;51,440185507000102
24988;5220120518120989197;5;1;70;44;2022;1;10;5;2;5;2;0;0;1;0;0;1;0;0;341669,586999710008968;5718132,782999060116708;6,714259644000040;51,591968936000100
24993;5220112313121685053;5;9;58;32;2022;1;21;4;3;6;6;2;0;1;0;1;0;0;0;447332,686011478013825;5689520,431847689673305;8,243645221000071;51,354509801000098
25009;5220110601300086585;5;3;15;0;2022;1;15;2;3;5;2;0;0;1;1;0;0;0;0;353513,936248822021298;5646518,743230420164764;6,914472069000060;50,951647041999998
25010;5220107608436489796;5;3;34;36;2022;1;7;6;3;5;2;2;1;1;1;0;0;0;0;298835,094844039005693;5632497,011561079882085;6,144616646000030;50,809226954000103
25011;5220117301202067121;5;9;13;0;2022;1;20;2;2;5;7;2;1;1;1;0;0;0;0;392495,363999956985936;5709219,648999620229006;7,450374811000070;51,523848129000001
25013;5220112602700094786;5;3;62;28;2022;1;7;4;3;5;3;2;0;1;1;0;0;0;0;353024,156519063981250;5638615,999563240446150;6,910687835000030;50,880503272000098
25022;5220110405236787038;5;7;54;36;2022;1;11;2;3;5;2;0;0;1;1;0;0;0;0;474539,461870609025937;5748611,218405160121620;8,630052887000030;51,887686861000098
25023;5220112516800490452;5;1;58;20;2022;1;5;4;3;5;3;2;0;1;1;0;0;0;0;358957,696999832987785;5665394,991999410092831;6,984574403000070;51,122643735000104
25026;5220116515110022132;5;1;54;40;2022;1;19;1;3;5;2;2;1;1;1;0;0;0;0;290847,399999047978781;5743740,409993819892406;5,966180875000020;51,805329282999999
25027;5220106709500174673;5;5;66;76;2022;1;7;5;3;0;1;1;2;1;0;0;0;0;0;396325,916999964974821;5792656,900999659672379;7,480472681000040;52,274498418000100
25029;5220117702100876712;5;5;15;0;2022;1;16;2;3;5;2;1;1;1;1;0;0;0;0;406571,655999979004264;5761250,889999659731984;7,639223065000070;51,994051640000102
25031;5220113600310222848;5;3;14;0;2022;1;7;5;3;5;3;1;1;1;1;0;0;0;0;363403,411172247026116;5620408,329075009562075;7,064911656000050;50,719405939000097
25033;5220109702100674776;5;5;15;0;2022;1;17;1;3;1;1;2;1;1;1;0;0;0;0;404690,684351379983127;5758610,731859019957483;7,612568954000040;51,970001347000000
25038;5220110516800686683;5;1;58;20;2022;1;17;2;3;6;6;2;0;1;0;1;0;0;0;355398,520228307985235;5663116,934575909748673;6,934663593000040;51,101284733000099
25040;5220117600110286255;5;3;14;0;2022;1;11;2;3;0;7;0;1;1;0;1;0;0;0;366162,140169024001807;5622356,468114189803600;7,103262841000060;50,737557706000104
25048;5220114711111590988;5;5;70;52;2022;1;12;6;3;8;5;0;0;1;1;0;0;0;0;430716,470616528007668;5756640,789641589857638;7,991752063000040;51,956146179000001
25060;5220109514219785929;5;1;66;36;2022;1;17;1;3;5;2;2;0;1;1;0;0;0;0;328514,191999569011386;5681694,079998560249805;6,542158930000030;51,260771619000103
25062;5220111515212744821;5;1;54;64;2022;1;18;3;2;5;3;2;1;1;1;0;0;0;0;304970,948383698007092;5726516,149690859951079;6,180417199000030;51,655752233000001
25069;5220108701110885379;5;5;62;32;2022;1;8;7;3;0;1;1;2;1;0;0;0;0;0;374394,416811304981820;5718554,173540250398219;7,186253440000030;51,604003216000102
25076;5220113701200070161;5;5;62;20;2022;1;17;5;3;5;3;1;0;1;0;0;0;0;0;372091,514999897975940;5719970,279999540187418;7,152501245000050;51,616211249000102
25079;5220108410110576089;5;7;70;24;2022;1;11;7;2;0;1;0;1;1;0;0;0;0;0;496499,735999999975320;5794279,155999690294266;8,948670802000040;52,298849172000097
25081;5220116513210681533;5;1;62;24;2022;1;13;1;2;0;1;0;1;1;0;0;0;0;0;342761,990999714005738;5667118,187999109737575;6,752574812000030;51,133911474000101
25083;5220120601500998294;5;3;15;0;2022;1;17;5;3;0;5;2;1;1;0;0;0;0;1;360069,711470403999556;5648448,090252820402384;7,007003173000040;50,970615223999999
25096;5220118501131563685;5;1;12;0;2022;1;11;3;3;3;2;0;1;1;1;0;0;0;1;343181,885671171010472;5712073,907893880270422;6,738776736000030;51,537955251000000
25103;5220110701110595055;5;5;62;32;2022;1;8;2;3;0;7;0;2;1;0;0;0;0;0;375524,115999910980463;5719713,474999560043216;7,202145995000020;51,614672847000101
25118;5220110500200689221;5;1;11;0;2022;1;16;2;3;5;2;1;0;1;1;0;0;0;0;345069,985786386008840;5677804,986943139694631;6,780928660000030;51,230566560000099
25122;5220118400300066201;5;7;11;0;2022;1;13;3;3;5;3;0;0;1;1;0;0;0;0;466306,381000000983477;5759134,874999670311809;8,509397773000050;51,981865357000103
25146;5220111711313853108;5;5;70;8;2022;1;7;3;3;0;2;1;1;1;1;0;0;0;0;433880,646896170976106;5735447,775817429646850;8,041847809000050;51,766008180000000
25147;5220121406110031947;5;7;58;12;2022;1;8;6;3;5;3;0;1;1;1;0;0;0;0;477219,943274308985565;5775542,022771080024540;8,667208881000020;52,129932165000099
25152;5220118601300425107;5;3;15;0;2022;1;17;3;3;5;3;2;0;1;1;0;0;0;0;349126,919999764009845;5646628,107999259606004;6,852014877000040;50,951498202000003
25162;5220110502401590717;5;1;17;0;2022;1;10;2;2;0;1;0;2;1;0;0;0;0;0;352553,811999792989809;5698673,390999319963157;6,879405084000040;51,420069669999997
25169;5220118701300585473;5;5;62;14;2022;1;8;3;3;5;3;0;1;1;1;0;0;0;0;360468,037999843014404;5715097,288999440148473;6,986657444000060;51,569661397000097
25172;5220110410220490702;5;7;70;8;2022;1;17;2;2;5;3;2;0;1;1;0;0;0;0;474266,607811851019505;5802737,601345100440085;8,621992351000070;52,374301038000098
25182;5220114303100775792;5;9;15;0;2022;1;7;6;3;0;1;1;0;1;0;0;0;0;0;417032,868989897018764;5725197,998098679818213;7,800195698000040;51,671625534000000
25190;5220108400100964249;5;7;11;0;2022;1;10;7;2;3;2;0;1;1;1;0;0;0;0;467262,079000000027008;5763964,334999670274556;8,522851377000050;52,025342440000003
