OID_;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstStrassenzustand;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;PLST
185385;5230908711400294414;5;5;70;20;2023;9;7;6;3;5;3;0;0;1;1;0;0;0;0;433799,953700000420213;5744213,470599999651313;8,039004308000074;51,844802187000028;1
185388;5230908709500496635;5;5;66;60;2023;9;10;6;3;0;7;0;0;1;1;0;0;0;0;390145,722000000067055;5786609,769999999552965;7,391895109000075;52,218952558000069;1
185393;5230908705000108065;5;5;54;12;2023;9;10;6;3;5;3;0;0;1;1;0;0;0;0;352495,738599999807775;5753135,680700000375509;6,855581634000032;51,909411232000082;1
185395;5230908702100668135;5;5;15;0;2023;9;18;6;2;0;7;0;0;1;0;0;0;0;1;407071,213700000196695;5759855,351900000125170;7,646875046000048;51,981591712000068;1
185397;5230908701910994975;5;5;62;8;2023;9;15;6;3;0;1;0;0;1;0;0;0;0;0;385271,851200000382960;5723603,343499999493361;7,341595378000022;51,651705156000048;1
185399;5230913709000081050;5;5;66;68;2023;9;21;4;2;0;3;2;0;1;0;0;0;0;1;376526,023699999786913;5784890,959799999371171;7,193251172000032;52,200622963000058;1
185402;5230912513110984370;5;1;62;16;2023;9;7;3;3;5;3;1;1;1;1;0;0;0;0;332731,690000000409782;5678266,880000000819564;6,604150527000058;51,231233807000081;1
185405;5230908608100189800;5;3;34;2;2023;9;18;6;3;5;3;0;0;1;1;0;0;0;0;293655,539800000376999;5629814,644500000402331;6,072704575000046;50,783315002000052;1
185406;5230908607500381188;5;3;82;56;2023;9;17;6;3;5;2;0;0;1;1;0;0;0;0;372934,080699999816716;5625553,262800000607967;7,198078971000029;50,767813092000040;1
185407;5230908607400090943;5;3;82;68;2023;9;14;6;3;0;1;0;0;1;0;0;0;0;0;367912,745500000193715;5629290,693900000303984;7,125568234000070;50,800283659000058;1
185408;5230908607200399072;5;3;82;20;2023;9;7;6;3;7;1;0;0;1;0;0;0;0;0;380076,528900000266731;5625897,451999999582767;7,299204727000074;50,772427491000030;1
185413;5230908601600399110;5;3;15;0;2023;9;7;6;3;5;3;0;0;1;1;0;0;0;0;362500,378999999724329;5645157,313999999314547;7,042844004000074;50,941625376000047;1
185414;5230908601400984591;5;3;15;0;2023;9;15;6;3;0;7;0;0;1;0;0;0;0;0;356064,919499999843538;5649067,751599999144673;6,949757025000054;50,975197154000057;1
185416;5230908601400090361;5;3;15;0;2023;9;17;6;3;5;3;0;0;1;1;0;0;0;0;352580,082499999552965;5654039,420900000259280;6,898135199000023;51,018993335000062;1
185418;5230908601300984566;5;3;15;0;2023;9;18;6;3;4;2;0;0;1;1;0;0;0;0;353334,585699999704957;5648155,643600000068545;6,911260773000038;50,966311576000066;1
185419;5230908601300499808;5;3;15;0;2023;9;23;6;2;0;1;2;0;1;0;0;0;0;0;352782,031899999827147;5647215,522299999371171;6,903777559000048;50,957722204000049;1
185420;5230908601300090364;5;3;15;0;2023;9;10;6;3;5;3;0;0;1;1;0;0;0;0;353335,432799999602139;5648155,531300000846386;6,911272874000076;50,966310783000040;1
185421;5230908601200984592;5;3;15;0;2023;9;14;6;2;2;6;0;0;1;0;0;0;1;0;354106,400000000372529;5642726,316600000485778;6,924419307000051;50,917715947000033;1
185422;5230908601200181730;5;3;15;0;2023;9;15;6;3;0;1;0;0;1;0;0;0;0;0;355290,434000000357628;5641893,668999999761581;6,941582750000066;50,910531221000042;1
185423;5230908601100986607;5;3;15;0;2023;9;13;6;3;0;3;0;0;1;0;0;0;0;0;356501,551400000229478;5645337,623199999332428;6,957443061000049;50,941784048000045;1
185425;5230908600360793474;5;3;82;12;2023;9;8;6;3;0;1;0;0;1;0;0;0;0;0;354257,432900000363588;5627418,469399999827147;6,932658599000035;50,780184670000040;1
185426;5230908600360386558;5;3;82;12;2023;9;7;6;3;5;3;0;0;1;1;0;0;0;0;353554,400000000372529;5626909,432000000029802;6,922895873000073;50,775432870000031;1
185427;5230909502401078844;5;1;17;0;2023;9;12;7;2;0;7;0;0;1;0;0;0;0;0;352581,164300000295043;5699566,534499999135733;6,879426609000063;51,428102287000058;1
185429;5230908600140983370;5;3;14;0;2023;9;10;6;3;0;6;0;0;1;0;1;0;0;0;367084,067999999970198;5622921,672000000253320;7,116116873000067;50,742849514000056;1
185431;5230908518310582350;5;1;70;32;2023;9;13;6;3;5;5;0;0;1;1;0;0;0;0;333397,067200000397861;5712981,904300000518560;6,597385295000038;51,543309688000079;1
185432;5230908518200596107;5;1;70;24;2023;9;10;6;3;1;5;0;0;1;1;0;0;0;0;334717,522800000384450;5701779,089400000870228;6,621656140000027;51,443052187000035;1
185433;5230908518100984598;5;1;70;48;2023;9;13;6;3;0;7;0;0;1;0;0;0;0;0;332881,208999999798834;5722325,705000000074506;6,585505456000021;51,627098345000036;1
185434;5230908518100578913;5;1;70;48;2023;9;10;6;3;5;7;0;0;1;1;0;0;0;0;334751,075299999676645;5727941,187599999830127;6,609842040000046;51,678098192000050;1
185435;5230908516900191532;5;1;58;26;2023;9;21;6;2;9;7;2;0;1;0;0;0;0;0;352813,588700000196695;5662307,256200000643730;6,898099578000028;51,093350950000058;1
185436;5230908516800984560;5;1;58;20;2023;9;17;6;3;5;3;0;0;1;1;0;0;0;0;355678,333200000226498;5665093,989499999210238;6,937866522000036;51,119122046000030;1
185438;5230908515000984584;5;1;54;36;2023;9;17;6;3;1;1;0;0;1;0;0;0;0;1;301100,968600000254810;5740291,592900000512600;6,116680476000056;51,778100391000066;1
185439;5230908514218278947;5;1;66;36;2023;9;16;6;3;5;7;0;0;1;1;0;0;0;0;322984,817699999548495;5683981,155600000172853;6,461858254000049;51,279627109000046;1
185440;5230908513210984620;5;1;62;24;2023;9;6;6;3;5;3;2;0;1;1;0;0;0;0;344463,984600000083447;5669586,230499999597669;6,775815831000045;51,156552845000078;1
185441;5230908513210190366;5;1;62;24;2023;9;20;6;3;0;1;1;0;1;0;0;0;0;0;338993,846199999563396;5674053,532999999821186;6,695657791000031;51,195178419000058;1
185442;5230908506100973937;5;1;16;0;2023;9;18;6;3;6;7;0;0;1;0;1;0;0;0;321307,707999999634922;5675083,718900000676513;6,442275614000039;51,199176607000027;1
185443;5230908505200984620;5;1;14;0;2023;9;6;6;3;0;2;1;0;1;1;0;0;0;0;329032,584300000220537;5689407,626000000163913;6,545887531000062;51,330224263000048;1
185444;5230908505100985966;5;1;14;0;2023;9;12;6;3;0;1;0;0;1;0;0;0;0;0;333203,760999999940395;5688649,427999999374151;6,606059807000065;51,324651172000074;1
185445;5230908505100617752;5;1;14;0;2023;9;18;6;2;7;1;0;0;1;0;0;0;0;0;330558,570899999700487;5688727,073400000110269;6,568094274000032;51,324566950000076;1
185447;5230908503400481054;5;1;22;0;2023;9;20;6;3;0;1;2;0;1;0;0;0;0;0;365569,923299999907613;5668838,375199999660254;7,077716395000039;51,155179981000060;1
185451;5230908503100779200;5;1;24;0;2023;9;7;6;3;5;3;0;0;1;1;0;0;0;0;370632,083999999798834;5680775,447000000625849;7,145756617000075;51,263630975000069;1
185456;5230908501134982311;5;1;12;0;2023;9;12;6;3;4;3;0;0;1;1;0;0;0;0;343626,957100000232458;5709791,673900000751019;6,746202199000038;51,517573483000035;1
185457;5230908500300669055;5;1;11;0;2023;9;12;6;3;0;1;0;0;1;0;0;0;0;0;344335,763500000350177;5674764,993200000375509;6,771740480000062;51,203051350000067;1
185459;5230908500300468378;5;1;11;0;2023;9;16;6;3;5;3;0;0;1;1;0;0;0;0;350303,165000000037253;5669862,133999999612570;6,859138353000048;51,160589528000060;1
185463;5230908411132984621;5;7;74;32;2023;9;8;6;3;5;3;0;0;1;1;0;0;0;0;483660,756000000052154;5730994,063999999314547;8,763416431000053;51,729629941000042;1
185464;5230908411132774563;5;7;74;32;2023;9;19;6;3;0;1;0;0;1;0;0;0;0;0;482870,184999999590218;5729431,563999999314547;8,752046356000051;51,715557432000026;1
185465;5230908411108555605;5;7;74;8;2023;9;7;6;2;0;1;0;0;1;0;0;0;0;0;486168,386400000192225;5735658,019200000911951;8,799539775000028;51,771632383000053;1
185468;5230908406210986237;5;7;58;4;2023;9;12;6;3;0;5;0;0;1;0;0;0;1;0;471275,371600000187755;5783464,383500000461936;8,579697086000067;52,200880831000063;1
185470;5230908406110831948;5;7;58;12;2023;9;8;6;3;5;2;0;0;1;0;0;0;1;0;478004,153500000014901;5775049,903899999335408;8,678696940000066;52,125539482000079;1
185472;5230908405140984625;5;7;54;40;2023;9;0;6;3;0;1;2;0;1;0;0;0;0;0;461759,631400000303984;5761404,033999999985099;8,442944054000066;52,001971969000067;1
185473;5230908405116006703;5;7;54;16;2023;9;14;6;3;5;5;0;0;1;1;0;0;0;0;450561,081699999980628;5755982,452600000426173;8,280605772000058;51,952346076000026;1
185474;5230908405104984588;5;7;54;12;2023;9;13;6;3;4;6;0;0;1;0;0;0;0;0;456730,582999999634922;5766128,421000000089407;8,369091967000031;52,044076798000049;1
185476;5230908400100984606;5;7;11;0;2023;9;11;6;2;0;5;0;0;1;1;0;0;0;0;465812,666699999943376;5766422,793299999088049;8,501481540000043;52,047357922000060;1
185477;5230908317140048411;5;9;78;28;2023;9;7;6;3;4;2;0;0;1;1;0;0;0;0;400403,541299999691546;5699952,968000000342727;7,566940946000045;51,442000653000036;1
185482;5230908610121044974;5;3;70;12;2023;9;17;6;3;0;7;0;0;1;0;0;0;0;0;297808,502999999560416;5649674,364000000059605;6,120562022000058;50,963145399000041;1
185483;5230908315110096077;5;9;70;40;2023;9;6;6;3;7;1;0;0;1;0;0;0;0;0;431022,071000000461936;5636394,358999999240041;8,019602651000071;50,875107500000070;1
185485;5230908307000984611;5;9;62;52;2023;9;8;6;3;2;6;0;0;1;1;0;0;0;0;417874,530700000002980;5671971,490199999883771;7,824708266000073;51,193247240000062;1
185487;5230908307000394385;5;9;62;36;2023;9;17;6;3;0;1;0;0;1;0;0;0;0;0;404155,206799999810755;5660895,569099999964237;7,631375875000060;51,091541482000082;1
185492;5230908301301655636;5;9;78;24;2023;9;17;6;3;4;2;0;0;1;1;0;0;0;0;397799,319000000134110;5719565,355900000780821;7,523791159000041;51,617826718000060;1
185494;5230908300700273256;5;9;16;0;2023;9;11;6;3;5;3;0;0;1;1;0;0;0;0;373481,922199999913573;5710558,431900000199676;7,175962907000041;51,531940780000070;1
185496;5230908300300799418;5;9;11;0;2023;9;19;6;3;5;3;0;0;1;1;0;0;0;0;381978,999300000257790;5709316,784800000488758;7,298822854000036;51,522621424000079;1
185497;5230907709300935084;5;5;66;68;2023;9;17;5;3;0;6;0;0;1;1;0;0;0;0;376465,628100000321865;5785899,496200000867248;7,191999992000035;52,209672307000062;1
185498;5230907705000820854;5;5;54;8;2023;9;8;5;3;2;6;0;0;1;0;0;0;0;0;335705,790799999609590;5744789,823999999091029;6,615676362000045;51,829739162000067;1
185499;5230907705000695988;5;5;54;8;2023;9;10;5;3;5;3;0;0;1;1;0;0;0;0;336088,553399999625981;5746729,647900000214577;6,620307023000066;51,847277899000062;1
185500;5230907705000491777;5;5;54;8;2023;9;16;5;3;5;2;0;0;1;1;0;0;0;0;336646,461099999956787;5745691,831000000238419;6,628889441000069;51,838118187000077;1
185501;5230907705000481132;5;5;54;40;2023;9;15;5;3;1;5;0;0;1;1;0;0;0;0;351210,419700000435114;5737272,132799999788404;6,843732177000049;51,766538377000074;1
185502;5230907702100091750;5;5;15;0;2023;9;13;5;3;0;1;0;0;1;0;0;0;0;0;408896,181200000457466;5754263,544700000435114;7,674923224000054;51,931631365000044;1
185504;5230914502210473497;5;1;13;0;2023;9;7;5;3;5;3;0;0;1;1;0;0;0;0;361679,473000000230968;5699345,062999999150634;7,010301775000073;51,428405881000060;1
185505;5230907700000681384;5;5;13;0;2023;9;19;5;3;0;1;0;0;1;0;0;0;0;0;365197,709999999962747;5715828,342000000178814;7,054579493000062;51,577381557000081;1
185506;5230907610221585706;5;3;70;20;2023;9;18;5;3;0;6;0;0;1;0;0;0;0;0;305516,493999999947846;5659768,978099999949336;6,224782730000072;51,056467884000028;1
185508;5230907610111786780;5;3;70;16;2023;9;18;5;3;4;2;0;0;1;1;0;0;0;0;296657,224000000394881;5660822,481000000610948;6,097941639000055;51,062861088000034;1
185511;5230907608100977070;5;3;34;2;2023;9;18;5;3;3;6;0;0;1;0;0;0;0;1;294453,452300000004470;5628378,123900000005960;6,084811298000034;50,770696694000037;1
185512;5230907608100694787;5;3;34;2;2023;9;10;5;3;0;1;0;0;1;0;0;0;0;0;291823,709999999962747;5629391,265000000596046;6,046993794000059;50,778858011000068;1
185514;5230907608100094800;5;3;34;2;2023;9;18;5;3;4;2;0;0;1;1;0;0;0;0;294345,563799999654293;5626921,485600000247359;6,084097194000037;50,757576092000079;1
185515;5230907607500390217;5;3;82;56;2023;9;17;5;2;4;6;0;0;1;0;0;0;0;0;369075,628899999894202;5627069,074500000104308;7,142852881000067;50,780579448000026;1
185517;5230907607400086243;5;3;82;44;2023;9;12;5;3;0;7;0;0;1;1;0;0;0;0;363483,622399999760091;5626917,738900000229478;7,063634471000057;50,777929770000071;1
185522;5230907602900993378;5;3;62;40;2023;9;17;5;2;0;1;0;0;1;0;0;0;0;0;356831,457999999634922;5631762,173000000417233;6,967452690000073;50,819863407000071;1
185524;5230907602900873642;5;3;62;40;2023;9;9;5;3;2;2;0;0;1;1;0;0;0;0;357239,143000000156462;5631459,933000000193715;6,973354294000046;50,817247783000028;1
185527;5230907602100989757;5;3;62;8;2023;9;6;5;3;2;6;1;0;1;1;0;0;0;0;334010,395800000056624;5647726,292700000107288;6,636486554000044;50,957210628000041;1
185529;5230907601600381557;5;3;15;0;2023;9;9;5;3;1;5;0;0;1;1;0;0;0;0;360691,874599999748170;5643897,625299999490380;7,017599872000062;50,929870169000026;1
185530;5230907601400886320;5;3;15;0;2023;9;10;5;3;5;3;0;0;1;1;0;0;0;0;356999,552699999883771;5647472,135500000789762;6,963688436000041;50,961090409000064;1
185531;5230907601300781891;5;3;15;0;2023;9;11;5;3;5;3;0;0;1;1;0;0;0;0;352504,286199999973178;5644630,571499999612570;6,900872487000072;50,934421417000067;1
185532;5230907601300781824;5;3;15;0;2023;9;15;5;3;5;3;0;0;1;0;0;1;0;0;347962,436599999666214;5645628,768400000408292;6,835865889000047;50,942211991000079;1
185533;5230907601300093515;5;3;15;0;2023;9;7;5;3;6;4;0;0;1;0;1;0;0;0;353926,565399999730289;5646128,749299999326468;6,920499000000063;50,948247026000047;1
185534;5230907601100190295;5;3;15;0;2023;9;20;5;3;1;5;0;0;1;1;0;0;0;0;356746,512000000104308;5642422,510800000280142;6,962072989000035;50,915647099000068;1
185535;5230907600380984661;5;3;14;0;2023;9;13;5;3;3;2;0;0;1;1;0;0;0;0;368748,874699999578297;5617053,141200000420213;7,141787244000056;50,690480701000070;1
185536;5230913701110899306;5;5;62;32;2023;9;19;4;3;1;5;0;0;1;1;0;0;0;1;380769,924800000153482;5718432,247600000351667;7,278311378000069;51,604293368000071;1
185539;5230907600110984636;5;3;14;0;2023;9;18;5;3;0;3;1;0;1;1;0;0;0;0;366430,136800000444055;5620468,123700000345707;7,107742727000073;50,720646950000059;1
185540;5230907600110471617;5;3;14;0;2023;9;15;5;3;0;3;0;0;1;0;0;0;0;1;361739,587600000202656;5623892,873400000855327;7,040048743000057;50,750330330000054;1
185543;5230907516900586395;5;1;58;26;2023;9;8;5;3;5;2;0;0;1;1;0;0;0;0;352832,446999999694526;5661927,660000000149012;6,898523363000038;51,089944623000065;1
185546;5230907516500896236;5;1;58;16;2023;9;8;5;3;5;3;0;0;1;0;0;0;0;0;355258,413999999873340;5669099,399000000208616;6,930261353000049;51,155010414000060;1
185548;5230907516300395738;5;1;58;28;2023;9;13;5;2;0;1;0;0;1;0;0;0;0;0;351933,305499999783933;5686391,509800000116229;6,875602007000055;51,309546203000082;1
185551;5230907513210984663;5;1;62;24;2023;9;12;5;3;5;3;0;0;1;1;0;0;0;0;338073,417000000365078;5675428,677999999374151;6,681875628000057;51,207273781000026;1
185553;5230907513130984668;5;1;62;22;2023;9;11;5;3;5;3;0;0;1;0;0;0;0;0;336715,837000000290573;5683732,570000000298023;6,658671008000056;51,281494634000069;1
185554;5230907513130984662;5;1;62;22;2023;9;12;5;3;0;1;0;0;1;0;0;0;0;0;338197,208399999886751;5687554,141899999231100;6,678161157000034;51,316252796000072;1
185558;5230907505200476406;5;1;14;0;2023;9;12;5;2;5;2;0;0;1;1;0;0;0;0;330247,189000000245869;5690579,406099999323487;6,562746835000041;51,341115185000035;1
185559;5230907505100495885;5;1;14;0;2023;9;11;5;3;0;6;0;0;1;1;0;0;0;0;330971,303000000305474;5688298,449899999424815;6,574215557000059;51,320839018000072;1
185562;5230911601600075820;5;3;15;0;2023;9;12;2;3;5;5;0;0;1;1;0;0;0;0;363136,110100000165403;5638460,841099999845028;7,054398997000021;50,881592481000041;1
185565;5230907502406000000;5;1;17;0;2023;9;7;5;3;4;7;0;0;1;1;0;0;0;0;356831,991700000129640;5699405,638599999248981;6,940595358000053;51,427746325000044;1
185566;5230907502210399230;5;1;13;0;2023;9;22;5;3;0;7;2;0;1;0;0;0;0;0;360563,595999999903142;5699150,573999999091029;6,994337302000076;51,426384675000065;1
185567;5230907502200196604;5;1;13;0;2023;9;15;5;3;0;1;0;0;1;0;0;0;0;0;356067,673999999649823;5691109,875000000000000;6,932971809000037;51,353006736000054;1
185568;5230911601300893515;5;3;15;0;2023;9;18;2;3;0;1;0;0;1;0;0;0;0;0;353714,939600000157952;5647506,028300000354648;6,916934948000062;50,960570448000055;1
185569;5230907502103191861;5;1;13;0;2023;9;7;5;3;0;7;0;0;1;1;0;0;0;0;362430,672899999655783;5703952,598400000482798;7,019309187000033;51,469994048000046;1
185570;5230907501316182182;5;1;12;0;2023;9;17;5;3;0;6;0;0;1;1;0;0;0;0;346423,235000000335276;5698094,372999999672174;6,791553959000055;51,413239415000078;1
185571;5230907501315984630;5;1;12;0;2023;9;20;5;3;5;3;1;0;1;1;0;0;0;0;347402,560999999754131;5700248,483999999240041;6,804698023000071;51,432859031000078;1
185572;5230907501131984672;5;1;12;0;2023;9;9;5;3;1;5;0;0;1;1;0;0;0;0;342641,476300000213087;5712057,777499999850988;6,730998130000046;51,537659946000076;1
185574;5230907500200578826;5;1;11;0;2023;9;16;5;3;5;3;0;0;1;1;0;0;0;0;346460,172000000253320;5681752,141699999570847;6,799131455000065;51,266409341000042;1
185575;5230908501315391546;5;1;12;0;2023;9;12;6;3;0;3;0;0;1;1;0;0;0;0;346042,379999999888241;5700119,594000000506639;6,785201815000050;51,431333000000052;1
185577;5230907500100984651;5;1;11;0;2023;9;14;5;3;4;6;0;0;1;0;0;0;0;1;341270,335900000296533;5679521,007899999618530;6,725791008000044;51,244940986000074;1
185578;5230907411132984674;5;7;74;32;2023;9;7;5;3;5;3;0;0;1;1;0;0;0;0;484425,547000000253320;5730614,414000000804663;8,774507088000064;51,726238162000072;1
185579;5230908601300569764;5;3;15;0;2023;9;7;6;3;7;1;0;0;1;1;0;0;0;0;352390,239599999971688;5645305,470100000500679;6,898977161000062;50,940457247000040;1
185580;5230907411132496823;5;7;74;32;2023;9;15;5;3;5;3;0;0;1;1;0;0;0;0;480618,321600000374019;5730475,895899999886751;8,719392970000058;51,724874014000079;1
185581;5230907411108984648;5;7;74;8;2023;9;16;5;3;0;1;0;0;1;0;0;0;0;0;487569,718299999833107;5737163,088099999353290;8,819795130000045;51,785197716000027;1
185583;5230907410220984671;5;7;70;8;2023;9;10;5;2;6;1;0;0;1;0;1;0;0;0;474320,076200000010431;5803103,959799999371171;8,622749685000031;52,377597179000077;1
185584;5230907407101096742;5;7;62;20;2023;9;7;5;3;0;1;0;0;1;0;0;0;0;0;526521,866000000387430;5736214,278000000864267;9,384417907000056;51,776176311000029;1
185585;5230907406110882134;5;7;58;12;2023;9;10;5;3;0;1;0;0;1;0;0;0;0;0;478894,622999999672174;5773810,948000000789762;8,691781057000071;52,114435192000030;1
185586;5230907405108984647;5;7;54;8;2023;9;16;5;3;5;2;0;0;1;1;0;0;0;0;456570,225100000388920;5749617,729299999773502;8,368842807000021;51,895625593000034;1
185587;5230907405108578111;5;7;54;8;2023;9;15;5;3;5;3;0;0;1;1;0;0;0;0;457688,791699999943376;5750681,221100000664592;8,384967157000062;51,905273068000042;1
185590;5230907316300090710;5;9;74;28;2023;9;11;5;3;0;3;0;0;1;1;0;0;0;0;455085,180999999865890;5725019,415999999269843;8,350446525000052;51,674351629000057;1
185591;5230907316100080653;5;9;74;40;2023;9;17;5;3;5;2;0;0;1;1;0;0;0;0;436458,316599999554455;5712547,866900000721216;8,083360265000067;51,560429186000079;1
185593;5230907310240984634;5;9;54;4;2023;9;17;5;3;5;3;0;0;1;1;0;0;0;0;393126,116999999620020;5679997,592000000178814;7,468261683000037;51,261300753000057;1
185595;5230907307000984675;5;9;62;24;2023;9;7;5;3;0;7;0;0;1;1;0;0;0;0;410854,689199999906123;5692402,966399999335408;7,719174056000043;51,375870506000069;1
185602;5230907300200984650;5;9;11;0;2023;9;15;5;3;2;6;0;0;1;0;0;0;0;0;380286,509999999776483;5702200,496999999508262;7,276852305000034;51,458306386000061;1
185603;5230906709700172367;5;5;66;28;2023;9;7;4;3;5;3;0;0;1;1;0;0;0;0;413580,065000000409782;5791868,823000000789762;7,733491017000063;52,270397961000072;1
185604;5230906709500538488;5;5;66;60;2023;9;8;4;3;0;1;0;0;1;0;0;0;0;0;389310,946899999864399;5789429,209300000220537;7,378757490000055;52,244123773000069;1
185605;5230906709500074705;5;5;66;76;2023;9;7;4;3;5;3;0;0;1;1;0;0;0;0;395191,649000000208616;5791932,157999999821186;7,464079598000069;52,267769872000031;1
185606;5230906709110372342;5;5;66;12;2023;9;13;4;3;7;6;0;0;1;0;0;0;0;0;403253,300400000065565;5772603,252299999818206;7,587693798000032;52,095520333000081;1
185607;5230906706000376632;5;5;58;32;2023;9;15;4;3;1;5;0;0;1;1;0;0;0;0;391866,743099999614060;5750746,560300000011921;7,428432305000058;51,896973910000042;1
185609;5230906702100691833;5;5;15;0;2023;9;9;4;3;0;7;0;0;1;0;0;0;0;0;405257,910099999979138;5754751,510999999940395;7,621887538000067;51,935410004000062;1
185612;5230906701610984725;5;5;62;12;2023;9;9;4;2;5;3;0;0;1;1;0;0;0;0;358934,883700000122190;5726329,463700000196695;6,960027816000036;51,670210576000045;1
185613;5230906701300981644;5;5;62;14;2023;9;19;4;3;0;7;0;0;1;0;1;0;0;0;358998,230399999767542;5717458,759500000625849;6,964515368000036;51,590515768000046;1
185614;5230906701120984728;5;5;62;32;2023;9;7;4;3;5;3;0;0;1;1;0;0;0;0;376017,042100000195205;5714675,544399999082088;7,211041737000073;51,569504766000080;1
185616;5230906700000578123;5;5;13;0;2023;9;15;4;3;5;3;0;0;1;1;0;0;0;0;366949,043600000441074;5710829,699799999594688;7,081729960000075;51,532876891000058;1
185617;5230906700000575940;5;5;13;0;2023;9;6;4;3;5;3;0;0;1;1;0;0;0;0;363711,537899999879301;5715358,577500000596046;7,033327356000029;51,572802745000047;1
185618;5230906610121080722;5;3;70;12;2023;9;20;4;3;0;7;1;0;1;0;0;0;0;0;302397,762900000438094;5651166,219000000506639;6,185022540000034;50,978136846000041;1
185621;5230906608332585784;5;3;34;32;2023;9;13;4;3;0;1;0;0;1;0;0;0;0;0;303602,684899999760091;5625675,950099999085069;6,215845682000065;50,749594585000068;1
185624;5230906606700984732;5;3;78;32;2023;9;7;4;3;5;3;0;0;1;1;0;0;0;0;375338,862499999813735;5666012,555700000375509;7,218310450000047;51,131993455000043;1
185625;5230906606100599165;5;3;78;4;2023;9;15;4;3;5;7;0;0;1;1;0;0;0;0;366014,321899999864399;5652298,439699999988079;7,090199547000054;51,006633877000070;1
185626;5230906603144094751;5;3;66;44;2023;9;18;4;3;4;6;0;0;1;0;0;1;0;0;334353,795599999837577;5618155,035299999639392;6,654728291000026;50,691606110000066;1
185627;5230906602800290930;5;3;62;12;2023;9;8;4;3;5;2;0;0;1;0;0;0;0;0;352501,416000000201166;5632897,377000000327826;6,905566213000043;50,828978502000041;1
185628;5230906602400984703;5;3;62;32;2023;9;16;4;3;0;1;0;0;1;0;0;0;0;0;338888,289499999955297;5642033,640000000596046;6,708398426000031;50,907444259000044;1
185629;5230906602400648441;5;3;62;32;2023;9;8;4;3;4;2;0;0;1;1;0;0;0;0;337729,076700000092387;5638079,550200000405312;6,693680439000047;50,871590614000070;1
185631;5230906601700984714;5;3;16;0;2023;9;12;4;2;8;7;0;0;1;0;0;0;0;0;360821,168700000271201;5654348,902599999681115;7,015437462000023;51,023828551000065;1
185632;5230906601700486441;5;3;16;0;2023;9;10;4;3;5;3;0;0;1;1;0;0;0;0;356442,462700000032783;5658251,409800000488758;6,951496518000056;51,057822465000072;1
185634;5230914411132984278;5;7;74;32;2023;9;10;5;3;0;2;0;0;1;1;0;0;0;0;480306,173499999567866;5727750,464400000870228;8,715027807000070;51,700357994000058;1
185635;5230906601600793502;5;3;15;0;2023;9;16;4;2;0;7;0;0;1;0;0;0;0;0;364985,912399999797344;5638842,664599999785423;7,080538103000038;50,885459377000075;1
185636;5230906601600590455;5;3;15;0;2023;9;11;4;3;5;3;0;0;1;0;0;0;0;0;365426,303899999707937;5636064,468000000342727;7,087817645000030;50,860592584000074;1
185637;5230906601500799198;5;3;15;0;2023;9;11;4;3;0;5;0;0;1;1;0;0;0;0;364882,331899999640882;5648631,880999999120831;7,075437899000065;50,973416145000044;1
185642;5230906601300490622;5;3;15;0;2023;9;16;4;3;0;7;0;0;1;1;0;0;0;0;351949,265700000338256;5649566,319199999794364;6,890971603000025;50,978634184000043;1
185643;5230910500200095715;5;1;11;0;2023;9;20;1;3;6;1;1;0;1;0;1;0;0;0;343551,162399999797344;5687278,272900000214577;6,755046012000037;51,315271439000071;1
185644;5230906601300090466;5;3;15;0;2023;9;12;4;3;5;3;0;0;1;0;0;0;0;0;350970,510700000450015;5644735,255699999630451;6,879017221000026;50,934967866000079;1
185647;5230906601100190351;5;3;15;0;2023;9;22;4;3;0;7;2;0;1;0;0;0;0;1;356585,757299999706447;5644717,276699999347329;6,958885021000071;50,936230018000060;1
185648;5230906600140581191;5;3;14;0;2023;9;11;4;3;5;3;0;0;1;1;0;0;0;0;367466,615699999965727;5622285,095599999651313;7,121764758000040;50,737215368000079;1
185649;5230914516900984240;5;1;58;26;2023;9;18;5;3;5;3;0;0;1;0;0;0;0;0;352964,047000000253320;5665680,905300000682473;6,898871904000032;51,123706115000061;1
185650;5230906600140545324;5;3;14;0;2023;9;12;4;3;2;6;0;0;1;1;0;0;0;0;367457,769000000320375;5622720,705800000578165;7,121482776000050;50,741128642000035;1
185654;5230906600110395343;5;3;14;0;2023;9;13;4;2;0;1;0;0;1;0;0;0;0;0;365783,331500000320375;5622387,653999999165535;7,097886196000047;50,737750581000057;1
185656;5230906518410589601;5;1;70;16;2023;9;8;4;3;5;3;0;0;1;1;0;0;0;0;343919,831000000238419;5726403,885999999940395;6,743031537000036;51,666908993000050;1
185657;5230906518400991581;5;1;70;8;2023;9;7;4;3;1;3;0;0;1;1;0;0;0;0;345057,100999999791384;5714310,757999999448657;6,764808859000027;51,558570733000067;1
185658;5230906518400563700;5;1;70;8;2023;9;17;4;3;0;2;0;0;1;0;0;0;0;0;342646,166000000201166;5715224,610999999567866;6,729649059000053;51,566113944000051;1
