OID_;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstStrassenzustand;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;PLST
22290;5230104502338491451;5;1;13;0;2023;1;7;4;3;0;6;2;1;1;1;0;0;0;0;364044,901999999769032;5705174,357999999076128;7,042065637000064;51,481363553000051;1
22308;5230104313233578560;5;9;58;28;2023;1;18;4;3;5;3;2;1;1;1;0;0;0;0;479154,355299999937415;5672104,744500000029802;8,701640241000064;51,199967800000081;1
22316;5230103705000187234;5;5;54;16;2023;1;9;3;3;5;3;0;0;1;1;0;0;0;0;362174,917000000365078;5757692,948000000789762;6,994375918000060;51,952839754000081;1
22320;5230103608100694907;5;3;34;2;2023;1;20;3;3;5;3;2;0;1;1;0;0;0;0;293255,548299999907613;5628404,067199999466538;6,067830976000039;50,770504069000026;1
22332;5230103513310046544;5;1;62;8;2023;1;17;3;3;5;3;1;1;1;1;0;0;0;0;335283,067999999970198;5668011,438899999484420;6,645363605000057;51,139834873000041;1
22350;5230103300600495177;5;9;16;0;2023;1;7;3;3;6;6;2;0;1;0;1;0;0;0;379698,237499999813735;5711542,444499999284744;7,265203189000033;51,542143449000037;1
22358;5230102705000081930;5;5;54;60;2023;1;17;2;3;5;3;2;1;1;1;0;0;0;0;351215,792000000365078;5758815,130999999120831;6,834531873000060;51,960098666000079;1
22363;5230102607500786344;5;3;82;68;2023;1;15;2;2;0;1;0;1;1;0;0;0;0;0;370798,704699999652803;5629039,507200000807643;7,166588214000058;50,798676617000069;1
22364;5230102607100995376;5;3;82;60;2023;1;16;2;3;0;2;0;1;1;1;0;0;0;0;371934,993400000035763;5629557,040799999609590;7,182523355000058;50,803580584000031;1
22365;5230102603116894845;5;3;66;16;2023;1;9;2;3;3;2;0;1;1;0;0;0;0;1;343625,121000000275671;5615282,076999999582767;6,787102136000044;50,668355121000047;1
22366;5230102602300790196;5;3;62;36;2023;1;17;2;3;6;6;2;1;1;0;1;0;0;0;345605,149000000208616;5651747,053700000047684;6,799740832000055;50,996564009000053;1
22374;5230102601200975886;5;3;15;0;2023;1;16;2;3;5;3;0;1;1;1;0;0;0;0;354717,758399999700487;5643090,946900000795722;6,932965605000049;50,921147033000068;1
22377;5230102508000491571;5;1;19;0;2023;1;16;2;3;0;1;0;1;1;0;0;0;0;0;349708,300900000147521;5703664,236300000920892;6,836392561000025;51,464167189000079;1
22379;5230102505100696240;5;1;14;0;2023;1;9;2;3;5;2;0;1;1;0;0;1;0;0;333813,882600000128150;5688952,404999999329448;6,614667118000057;51,327551755000059;1
22384;5230102500200286700;5;1;11;0;2023;1;17;2;1;2;7;2;1;1;1;0;0;0;0;345824,338999999687076;5689029,609999999403954;6,786880940000060;51,331628191000050;1
22405;5230101702100545124;5;5;15;0;2023;1;5;1;3;7;7;2;0;1;0;0;0;0;0;409768,259899999946356;5751796,344200000166893;7,688250352000068;51,909596455000042;1
22408;5230101606100686438;5;3;78;4;2023;1;3;1;2;0;1;2;1;1;0;0;0;0;0;368685,912200000137091;5652446,997899999842048;7,128204050000022;51,008585145000040;1
22410;5230101602700390701;5;3;62;28;2023;1;4;1;2;4;6;2;0;1;0;0;0;0;0;351549,619599999859929;5638708,241000000387430;6,889704443000028;50,880955272000051;1
22413;5230101601100390443;5;3;15;0;2023;1;13;1;3;4;6;0;0;1;0;0;0;0;1;355263,824900000356138;5644680,754399999976158;6,940098326000054;50,935571543000037;1
22414;5230101518200095911;5;1;70;24;2023;1;14;1;3;5;3;0;0;1;1;0;0;0;0;333270,502000000327826;5706022,384999999776483;6,598852877000070;51,480749415000048;1
22416;5230101516600781435;5;1;58;4;2023;1;0;1;3;0;7;2;1;1;0;0;0;0;0;356471,349299999885261;5674037,838800000026822;6,945621610000046;51,199694951000026;1
22420;5230101513330180788;5;1;62;12;2023;1;2;1;2;9;7;2;0;1;0;0;0;0;0;322657,235700000077486;5664460,120400000363588;6,466805721000071;51,104160487000058;1
22432;5230101400100076296;5;7;11;0;2023;1;16;1;3;0;7;2;1;1;0;0;0;0;0;467637,311999999918044;5764521,537499999627471;8,528267413000037;52,030374051000081;1
22547;5230104500200068068;5;1;11;0;2023;1;16;4;3;5;3;0;1;1;1;0;0;0;0;346509,479000000283122;5680015,314999999478459;6,800582863000045;51,250816423000060;1
23228;5230102307000589950;5;9;62;12;2023;1;17;2;3;2;6;2;1;1;1;0;0;0;0;397088,568099999800324;5674623,016699999570847;7,526576187000046;51,213717019000057;1
23342;5230103515111095868;5;1;54;8;2023;1;7;3;3;5;2;2;1;1;1;0;0;0;0;312666,398000000044703;5746739,081000000238419;6,280642848000070;51,839996436000035;1
23819;5230101705000796584;5;5;54;8;2023;1;5;1;3;0;1;2;1;1;0;0;0;0;0;332279,970099999569356;5742869,730799999088049;6,566936780000049;51,811472812000034;1
23873;5230102405108006498;5;7;54;8;2023;1;10;2;3;5;2;0;1;1;1;0;0;0;0;458332,369500000029802;5751392,471200000494719;8,394235566000020;51,911716141000056;1
24192;5230101702100379140;5;5;15;0;2023;1;2;1;2;4;6;2;0;1;0;0;0;0;0;410500,518600000068545;5758943,665799999609590;7,697032310000054;51,973959898000032;1
24649;5230103709500211904;5;5;66;76;2023;1;7;3;3;0;7;1;2;1;0;0;0;0;0;395991,401800000108778;5796181,977700000628829;7,474483521000025;52,306116251000049;1
24985;5230103702100579098;5;5;15;0;2023;1;15;3;3;5;2;0;0;1;1;0;0;0;0;406652,896300000138581;5757124,801400000229478;7,641528271000027;51,956978100000072;1
25033;5230103518302585926;5;1;70;40;2023;1;12;3;3;8;1;0;1;1;0;0;0;0;0;320967,294700000435114;5723783,008400000631809;6,412813486000061;51,636524427000040;1
25377;5230102701300391837;5;5;62;14;2023;1;9;2;3;0;3;0;1;1;1;0;0;0;0;362043,093000000342727;5712731,378000000491738;7,010297808000075;51,548788400000035;1
25395;5230102705000690508;5;5;54;68;2023;1;5;2;3;4;6;2;1;1;0;0;0;0;0;350726,498999999836087;5766167,725199999287724;6,824214993000055;52,026026846000036;1
25540;5230103706100796582;5;5;58;32;2023;1;7;3;3;5;3;2;0;1;1;0;0;0;0;389440,390999999828637;5752564,098999999463558;7,392600327000025;51,912833071000080;1
25583;5230117405236090716;5;7;54;36;2023;1;7;3;3;5;3;2;1;1;1;0;0;0;0;473867,745799999684095;5750158,304800000041723;8,620175676000031;51,901565509000079;1
25596;5230117303100623108;5;9;15;0;2023;1;5;3;3;5;3;2;1;1;1;0;0;0;0;418814,112300000153482;5727900,163200000301003;7,825320190000070;51,696177049000028;1
25600;5230117301306094327;5;9;13;0;2023;1;15;3;3;5;3;0;0;1;1;0;0;0;0;402674,513399999588728;5712947,215299999341369;7,596021404000055;51,559201147000067;1
25602;5230117301301085575;5;9;78;24;2023;1;11;3;2;5;3;0;0;1;1;0;0;0;0;397979,573200000450015;5719535,094499999657273;7,526402673000064;51,617587413000081;1
25611;5230116706000992072;5;5;58;12;2023;1;13;2;3;0;2;0;1;1;1;0;0;0;0;374065,495000000111759;5755971,273000000044703;7,167937606000066;51,940187589000061;1
25614;5230116705000721130;5;5;54;16;2023;1;9;2;3;5;5;0;1;1;1;0;0;0;0;362646,685999999754131;5757235,684000000357628;7,001419290000058;51,948847686000079;1
25615;5230116705000610851;5;5;54;20;2023;1;9;2;3;3;2;0;1;1;1;0;0;0;0;363168,976999999955297;5786746,106000000610948;6,997175840000068;52,214138410000032;1
25618;5230116702100676684;5;5;15;0;2023;1;7;2;3;0;3;1;0;1;1;0;0;0;0;404645,979000000283122;5760313,866000000387430;7,611445104000040;51,985302047000062;1
25627;5230116610111986780;5;3;70;16;2023;1;13;2;3;5;3;0;0;1;1;0;0;0;0;301052,819299999624491;5658701,573999999091029;6,161756759000070;51,045352280000031;1
25643;5230116601300093355;5;3;15;0;2023;1;6;2;3;7;7;2;1;1;0;0;0;0;0;353589,015200000256300;5646228,400399999693036;6,915656965000039;50,949056918000053;1
25660;5230116514111946063;5;1;66;32;2023;1;14;2;3;5;2;0;0;1;1;0;0;0;0;318802,377000000327826;5680627,792999999597669;6,403652308000062;51,248189628000034;1
25673;5230116501329572056;5;1;12;0;2023;1;16;2;3;5;3;0;1;1;1;0;0;0;0;342645,086000000126660;5692880,523000000044703;6,739579395000021;51,365357685000049;1
25691;5230116407113096881;5;7;62;20;2023;1;5;2;3;5;3;2;1;1;1;0;0;0;0;530013,880800000391901;5742379,505999999120831;9,435564874000022;51,831431493000082;1
25698;5230116317110992060;5;9;78;36;2023;1;21;2;3;5;2;2;1;1;1;0;0;0;0;408551,213999999687076;5710411,444000000134110;7,681430587000023;51,537389894000057;1
25699;5230116317110918860;5;9;78;36;2023;1;16;2;3;0;3;1;1;1;1;0;0;0;0;406257,130499999970198;5710327,364900000393391;7,648385138000037;51,536257761000059;1
25720;5230115705000796108;5;5;54;12;2023;1;14;1;3;5;3;0;1;1;1;0;0;0;0;351243,241999999620020;5748138,830000000074506;6,839541316000066;51,864182835000065;1
25723;5230115702100068387;5;5;15;0;2023;1;18;1;3;5;2;2;0;1;1;0;0;0;0;406130,955299999564886;5757703,360600000247359;7,633776737000062;51,962090595000063;1
25727;5230115609108575533;5;3;58;8;2023;1;10;1;3;6;1;0;0;1;0;1;0;0;0;323974,897499999962747;5631436,348899999633431;6,501577576000045;50,807882447000054;1
25728;5230115608200763895;5;3;34;2;2023;1;15;1;3;0;2;0;0;1;1;0;0;0;0;296824,514999999664724;5628180,078500000759959;6,118502895000063;50,769753140000034;1
25736;5230115602700194776;5;3;62;28;2023;1;11;1;3;0;1;0;1;1;0;0;0;0;0;346800,078099999576807;5639123,660800000652671;6,822064565000062;50,883448615000077;1
25744;5230115516100595681;5;1;58;36;2023;1;19;1;2;0;3;2;0;1;1;0;0;0;0;363561,340800000354648;5683225,445599999278784;7,043537424000021;51,284000160000062;1
25747;5230115515111595868;5;1;54;8;2023;1;15;1;3;5;3;0;0;1;1;0;0;0;0;313667,242999999783933;5747811,020999999716878;6,294576217000042;51,849958511000068;1
25752;5230115502249248252;5;1;13;0;2023;1;11;1;2;0;1;0;1;1;0;0;0;0;0;355299,752999999560416;5691778,567999999970198;6,921679384000072;51,358820596000044;1
25763;5230115400200674620;5;7;11;0;2023;1;12;1;3;5;3;0;0;1;1;0;0;0;0;473046,764100000262260;5760346,057900000363588;8,607444381000050;51,993122738000068;1
25771;5230115300300372126;5;9;11;0;2023;1;15;1;3;5;3;0;0;1;1;0;0;0;0;381096,858500000089407;5706887,632200000807643;7,286932881000041;51,500603934000026;1
25775;5230114702100672434;5;5;15;0;2023;1;10;7;3;1;5;0;1;1;0;1;0;0;0;405647,927199999801815;5757037,132500000298023;7,626931640000066;51,956020482000042;1
25777;5230114701400070110;5;5;12;0;2023;1;13;7;3;5;3;0;0;1;1;0;0;0;0;353980,079099999740720;5711535,774700000882149;6,894586119000053;51,536016384000050;1
25784;5230114607100095332;5;3;82;60;2023;1;18;7;3;5;3;2;1;1;1;0;0;0;0;374556,787999999709427;5627704,151000000536442;7,220344837000027;50,787499519000050;1
25790;5230114602800899614;5;3;62;12;2023;1;10;7;3;3;2;0;1;1;0;0;0;0;0;352880,491000000387430;5633043,324300000444055;6,910886567000034;50,830386561000068;1
25791;5230114602400992102;5;3;62;32;2023;1;16;7;2;5;2;1;1;1;1;0;0;0;0;339117,927000000141561;5642178,662000000476837;6,711598007000021;50,908811389000050;1
25800;5230114601300699098;5;3;15;0;2023;1;19;7;3;1;5;2;1;1;1;0;0;0;1;347561,652900000102818;5645219,305900000035763;6,830336747000047;50,938426683000046;1
25812;5230114506100992110;5;1;16;0;2023;1;5;7;3;0;1;2;1;1;0;0;0;0;0;321155,572599999606609;5674169,237700000405312;6,440555819000053;51,190914026000030;1
25822;5230114405244687070;5;7;54;44;2023;1;18;7;3;5;3;2;1;1;1;0;0;0;0;465742,439000000245869;5748988,128000000491738;8,502197350000074;51,890604345000042;1
25840;5230114301201146727;5;9;13;0;2023;1;21;7;3;0;7;2;1;1;1;0;0;0;0;391571,178100000135601;5707972,712099999189377;7,437442103000024;51,512463536000041;1
25841;5230114301101580600;5;9;13;0;2023;1;11;7;3;0;7;0;1;1;0;0;0;0;0;395060,158200000412762;5708033,531199999153614;7,487684218000027;51,513669056000026;1
25845;5230113711216076720;5;5;70;4;2023;1;13;6;3;3;6;0;1;1;0;0;0;0;1;424723,502899999730289;5735906,548599999397993;7,909074271000065;51,768976071000054;1
25865;5230113607500086341;5;3;82;56;2023;1;9;6;3;0;1;0;0;1;0;0;0;0;0;376055,290900000371039;5627156,767500000074506;7,241777854000077;50,782901635000030;1
25866;5230113607400747760;5;3;82;44;2023;1;12;6;3;5;3;0;0;1;1;0;0;0;0;361380,162600000388920;5632538,284900000318885;7,031695408000076;50,827945456000066;1
25868;5230113605104085296;5;3;74;4;2023;1;12;6;3;5;3;0;1;1;1;0;0;0;0;405139,792000000365078;5653302,489000000059605;7,647421705000056;51,023444166000047;1
25870;5230113603224590882;5;3;66;24;2023;1;11;6;3;5;3;0;0;1;1;0;0;0;0;326905,473000000230968;5601636,370999999344349;6,557077342000071;50,541019316000074;1
25883;5230113601100448323;5;3;15;0;2023;1;10;6;3;6;6;0;0;1;0;1;0;0;0;355280,195000000298023;5644694,532999999821186;6,940325674000064;50,935699476000082;1
25890;5230113516500976185;5;1;58;16;2023;1;7;6;3;5;3;1;0;1;1;0;0;0;0;353877,214999999850988;5671109,446000000461936;6,909708268000031;51,172722192000037;1
25894;5230113515000095886;5;1;54;36;2023;1;14;6;3;5;2;0;1;1;1;0;0;0;0;303942,392300000414252;5740492,998299999162555;6,157702092000022;51,780911489000061;1
25901;5230113513210886657;5;1;62;24;2023;1;16;6;3;5;2;0;1;1;1;0;0;0;0;338720,583499999716878;5673746,060200000181794;6,691888317000064;51,192338749000044;1
25906;5230113503200992128;5;1;24;0;2023;1;10;6;2;0;1;0;1;1;0;0;0;0;0;377415,832499999552965;5681778,982499999925494;7,242594243000042;51,274149901000044;1
25913;5230113502103891451;5;1;13;0;2023;1;6;6;3;5;3;2;0;1;1;0;0;0;0;362328,717000000178814;5703457,721000000834465;7,018034951000061;51,465522089000046;1
25926;5230113410120887170;5;7;70;32;2023;1;17;6;3;5;3;2;1;1;1;0;0;0;0;501550,350999999791384;5787867,746999999508262;9,022705471000052;52,241216084000030;1
25930;5230113405228590800;5;7;54;28;2023;1;11;6;3;5;3;0;1;1;1;0;0;0;0;450881,246899999678135;5745261,720699999481440;8,286792308000031;51,855990703000032;1
25931;5230113405116006676;5;7;54;16;2023;1;17;6;3;5;3;2;1;1;1;0;0;0;0;441232,866700000129640;5758780,062699999660254;8,144405584000026;51,976589147000027;1
25933;5230113404301545258;5;7;66;44;2023;1;11;6;3;5;3;0;1;1;1;0;0;0;0;493640,754900000058115;5764262,381300000473857;8,907308068000077;52,028951837000079;1
25938;5230113317110375377;5;9;78;36;2023;1;9;6;1;0;6;0;0;1;0;0;0;1;0;408799,588399999774992;5712325,525200000032783;7,684514635000028;51,554636302000063;1
25961;5230112711214302947;5;5;70;4;2023;1;18;5;3;5;3;2;1;1;1;0;0;0;0;423927,135800000280142;5734251,868599999696016;7,897897680000028;51,753993407000053;1
25962;5230112711112051246;5;5;70;52;2023;1;13;5;3;5;2;0;1;1;1;0;0;0;0;430873,317999999970198;5758355,804999999701977;7,993688975000055;51,971583047000081;1
25964;5230112709700042797;5;5;66;28;2023;1;17;5;3;5;2;2;1;1;1;0;0;0;0;412410,423000000417233;5791484,194000000134110;7,716454071000044;52,266755732000036;1
25967;5230112709300570598;5;5;66;84;2023;1;16;5;3;5;2;2;1;1;1;0;0;0;0;390120,637000000104308;5775886,993000000715256;7,395000431000028;52,122580261000053;1
25968;5230112706300195162;5;5;58;24;2023;1;6;5;2;5;3;2;1;1;1;0;0;0;0;390978,709999999962747;5736126,495999999344349;7,420136803000048;51,765398867000044;1
25977;5230112701800954187;5;5;62;4;2023;1;15;5;2;5;3;0;1;1;1;0;0;0;0;382521,923100000247359;5715639,308499999344349;7,304533318000040;51,579559649000032;1
25981;5230112701620347125;5;5;62;12;2023;1;10;5;3;5;3;0;1;1;1;0;0;0;0;357142,423999999649823;5735454,064999999478459;6,930384684000046;51,751747170000044;1
25996;5230112608100773715;5;3;34;2;2023;1;7;5;3;5;2;2;1;1;1;0;0;0;0;292381,450500000268221;5628260,210799999535084;6,055532627000048;50,768899967000038;1
26003;5230112602500199675;5;3;62;24;2023;1;8;5;3;5;3;0;1;1;1;0;0;0;0;344059,817300000227988;5645254,623900000005960;6,780519351000066;50,937807730000031;1
26014;5230112601300064180;5;3;15;0;2023;1;7;5;3;5;3;2;1;1;1;0;0;0;0;353795,091000000014901;5648515,548000000417233;6,917669767000064;50,969662952000078;1
26015;5230112601100793553;5;3;15;0;2023;1;14;5;2;0;1;0;1;1;0;0;0;0;0;356524,338600000366569;5643042,960899999365211;6,958670442000027;50,921167839000077;1
26022;5230112518400992145;5;1;70;8;2023;1;9;5;3;5;2;0;1;1;1;0;0;0;0;342738,475700000301003;5715563,882200000807643;6,730827991000069;51,569187897000063;1
26034;5230112513210586954;5;1;62;24;2023;1;7;5;3;5;2;2;1;1;1;0;0;0;0;337264,641999999992549;5676894,032199999317527;6,669642676000024;51,220209742000065;1
26035;5230112513210274141;5;1;62;24;2023;1;18;5;3;0;2;2;1;1;1;0;0;0;0;338181,256000000052154;5677515,000000000000000;6,682476662000056;51,226049540000076;1
26036;5230112506100860533;5;1;16;0;2023;1;18;5;3;5;2;2;0;1;1;0;0;0;0;321169,209300000220537;5674172,812200000509620;6,440748986000074;51,190950403000045;1
26038;5230117500200446013;5;1;11;0;2023;1;8;3;3;5;2;0;0;1;0;0;0;0;1;345087,211099999956787;5680389,669800000265241;6,780056997000031;51,253795576000073;1
26054;5230112500300386956;5;1;11;0;2023;1;6;5;2;5;2;2;1;1;1;0;0;0;0;344258,719299999997020;5674425,704600000753999;6,770785747000048;51,199981715000035;1
26058;5230112500100278693;5;1;11;0;2023;1;19;5;3;5;2;2;1;1;1;0;0;0;0;341127,933000000193715;5678125,438999999314547;6,724371496000060;51,232362114000068;1
26063;5230112410110390645;5;7;70;24;2023;1;5;5;3;4;2;2;1;1;1;0;0;0;0;492390,925999999977648;5791479,732000000774860;8,888480954000045;52,273639391000074;1
26068;5230112405140182006;5;7;54;40;2023;1;17;5;3;4;6;2;1;1;0;0;0;0;0;461218,411000000312924;5762323,882999999448657;8,434956249000038;52,010204337000062;1
26070;5230112400200860964;5;7;11;0;2023;1;7;5;3;8;1;2;1;1;0;0;0;0;0;469429,239000000059605;5765116,543999999761581;8,554333255000074;52,035825212000077;1
26077;5230112314310191072;5;9;66;20;2023;1;21;5;2;6;1;2;1;1;0;1;0;0;0;434902,163599999621511;5660547,400699999183416;8,070415997000055;51,092725976000054;1
26082;5230112307000990010;5;9;62;16;2023;1;8;5;3;5;2;2;1;1;1;0;0;0;0;413823,043999999761581;5692426,787000000476837;7,761806256000057;51,376543009000045;1
26090;5230112303100041178;5;9;15;0;2023;1;13;5;3;0;3;0;1;1;1;0;0;0;0;418246,698699999600649;5726100,856100000441074;7,817533700000070;51,679919777000066;1
26091;5230113705000280991;5;5;54;12;2023;1;13;6;2;4;2;0;1;1;1;0;0;0;0;352213,777499999850988;5746191,220300000160933;6,854458903000022;51,846941722000054;1
26101;5230111709110992158;5;5;66;8;2023;1;17;4;3;0;7;1;0;1;0;1;0;0;0;399230,542899999767542;5781546,607799999415874;7,526339675000031;52,175183268000069;1
26104;5230111705000591000;5;5;54;4;2023;1;7;4;3;5;3;2;1;1;1;0;0;0;0;360746,533599999733269;5771101,685200000181794;6,968151953000074;52,072965441000065;1
26106;5230111705000220911;5;5;54;4;2023;1;7;4;3;5;2;2;1;1;0;0;0;0;1;365245,400000000372529;5771831,152000000700355;7,033464301000038;52,080633064000040;1
26109;5230111702100991788;5;5;15;0;2023;1;16;4;2;5;2;0;0;1;1;0;0;0;0;407300,106999999843538;5757990,073000000789762;7,650710710000055;51,964863886000046;1
26110;5230111702100474772;5;5;15;0;2023;1;7;4;3;0;3;1;1;1;0;1;0;0;0;405156,123800000175834;5759109,621500000357628;7,619204440000033;51,974565179000081;1
26113;5230111701610586128;5;5;62;12;2023;1;7;4;3;5;3;1;1;1;1;0;0;0;0;360441,775299999862909;5726345,821399999782443;6,981798112000035;51,670733894000080;1
26116;5230111701300878100;5;5;62;14;2023;1;14;4;3;5;3;0;0;1;1;0;0;0;0;360150,533999999985099;5715618,025000000372529;6,981871874000035;51,574262090000047;1
26118;5230111701110181810;5;5;62;32;2023;1;7;4;3;5;3;2;1;1;1;0;0;0;0;375957,928999999538064;5717035,686000000685453;7,209355551000044;51,590702855000075;1
26125;5230111608404769630;5;3;34;4;2023;1;7;4;3;5;3;2;1;1;1;0;0;0;0;302551,768099999986589;5638097,271299999207258;6,194287266000060;50,860806906000050;1
26126;5230111608200751460;5;3;34;2;2023;1;14;4;3;5;3;0;0;1;1;0;0;0;0;299789,783999999985099;5628984,029999999329448;6,160064133000049;50,778004899000052;1
26136;5230111603228290881;5;3;66;28;2023;1;8;4;3;6;6;1;1;1;0;1;0;0;0;334845,516599999740720;5606509,709200000390410;6,666873378000048;50,587105915000052;1
26142;5230111601200799052;5;3;15;0;2023;1;19;4;3;5;3;2;0;1;1;0;0;0;0;356334,259100000374019;5641119,112999999895692;6,956725351000046;50,903831095000044;1
26144;5230111601200225500;5;3;15;0;2023;1;14;4;3;0;1;0;0;1;0;0;0;0;0;357722,299899999983609;5641364,369300000369549;6,976357837000023;50,906378949000043;1
26149;5230111518120485903;5;1;70;44;2023;1;7;4;2;4;2;2;1;1;1;0;0;0;0;338727,851999999955297;5719835,899599999189377;6,671045682000056;51,606435656000031;1
26150;5230111516700191987;5;1;58;8;2023;1;6;4;3;5;2;2;1;1;1;0;0;0;0;361002,798999999649823;5673098,428999999538064;7,010803022000061;51,192373140000029;1
26152;5230111514217445546;5;1;66;36;2023;1;7;4;3;5;3;2;1;1;0;0;0;0;0;328514,301500000059605;5681697,027000000700355;6,542159085000037;51,260798127000044;1
26153;5230111514110094918;5;1;66;32;2023;1;13;4;3;0;7;0;0;1;0;0;0;0;0;313869,974000000394881;5681959,187000000849366;6,332365435000042;51,258560550000027;1
26156;5230111513310595735;5;1;62;8;2023;1;15;4;3;5;2;0;0;1;1;0;0;0;0;329929,680999999865890;5659806,047000000253320;6,572775015000047;51,064550517000043;1
26159;5230111513120576241;5;1;62;20;2023;1;17;4;3;5;3;2;0;1;1;0;0;0;0;329785,287100000306964;5678067,370100000873208;6,562083431000076;51,228570283000067;1
26176;5230111500200178820;5;1;11;0;2023;1;13;4;2;3;6;0;0;1;1;0;0;0;0;348093,125500000081956;5677614,274499999359250;6,824276293000025;51,229665571000055;1
26177;5230111500200078782;5;1;11;0;2023;1;7;4;3;5;3;1;0;1;1;0;0;0;0;346886,967000000178814;5680737,377000000327826;6,805678793000027;51,257405988000073;1
26185;5230111405244982128;5;7;54;44;2023;1;8;4;3;5;3;1;1;1;1;0;0;0;0;465971,452899999916553;5747768,366299999877810;8,505645376000075;51,879651741000032;1
26188;5230111405108396894;5;7;54;8;2023;1;19;4;3;0;7;2;0;1;0;0;0;0;0;459185,791400000452995;5755415,341299999505281;8,406164706000027;51,947947286000044;1
26189;5230111405108280645;5;7;54;8;2023;1;21;4;3;5;3;2;0;1;0;0;0;0;0;457388,144000000320375;5750385,198999999091029;8,380633843000055;51,902588741000045;1
26194;5230111404102387060;5;7;66;40;2023;1;15;4;2;5;3;0;0;1;1;0;0;0;0;481885,729000000283122;5757190,379000000655651;8,736342694000029;51,965109035000069;1
26196;5230111400300574678;5;7;11;0;2023;1;17;4;3;5;3;2;0;1;1;0;0;0;0;467015,534799999557436;5757139,435799999162555;8,519914914000026;51,963967551000053;1
26197;5230111317240785065;5;9;78;40;2023;1;7;4;3;5;5;2;0;1;1;0;0;0;0;406039,899799999780953;5724486,517599999904633;7,641460855000048;51,663498989000061;1
26211;5230111303100771305;5;9;15;0;2023;1;16;4;3;5;3;0;1;1;1;0;0;0;0;418505,839999999850988;5725721,639000000432134;7,821369534000041;51,676548452000077;1
26224;5230111301103280882;5;9;13;0;2023;1;13;4;3;0;1;0;1;1;0;0;0;0;0;389280,120900000445545;5704594,582800000905991;7,405499557000041;51,481655739000075;1
26225;5230111301102987146;5;9;13;0;2023;1;12;4;2;5;3;0;1;1;0;0;0;1;0;396171,053000000305474;5705160,060399999842048;7,504533487000060;51,488045669000030;1
26228;5230111300600794483;5;9;16;0;2023;1;14;4;3;2;6;0;0;1;1;0;0;0;0;376148,895800000056624;5712208,573000000789762;7,213812261000044;51,547362425000074;1
26231;5230111300300593722;5;9;11;0;2023;1;16;4;3;0;3;1;0;1;0;0;0;0;1;382882,600399999879301;5703643,607000000774860;7,313724536000052;51,471819972000048;1
26235;5230110709500002376;5;5;66;76;2023;1;11;3;3;0;7;0;0;1;0;0;0;0;0;396309,308899999596179;5786995,811799999326468;7,481967288000021;52,223616730000060;1
26243;5230110702100796615;5;5;15;0;2023;1;7;3;3;0;3;2;0;1;1;0;0;0;0;406586,916100000031292;5750284,265499999746680;7,642424989000062;51,895480575000079;1
26244;5230116405108596804;5;7;54;8;2023;1;13;2;2;5;3;0;0;1;1;0;0;0;0;461693,169999999925494;5753884,164000000804663;8,442815017000044;51,934359385000050;1
26245;5230110702100674701;5;5;15;0;2023;1;18;3;3;4;6;2;1;1;0;0;0;0;0;405703,363800000399351;5760506,624199999496341;7,626785044000030;51,987215131000028;1
26249;5230110701610595171;5;5;62;12;2023;1;10;3;2;5;3;0;0;1;1;0;0;0;0;359289,132000000216067;5725824,030999999493361;6,965350743000045;51,665757694000035;1
26252;5230110700000694943;5;5;13;0;2023;1;13;3;2;5;3;0;0;1;1;0;0;0;0;368606,827999999746680;5709626,828999999910593;7,106065736000062;51,522455218000061;1
26261;5230110606100093400;5;3;78;4;2023;1;14;3;3;5;2;0;0;1;0;0;0;0;1;369549,502399999648333;5648639,561000000685453;7,141874395000059;50,974561259000041;1
26266;5230110602600589821;5;3;62;20;2023;1;15;3;3;0;7;0;0;1;1;0;0;0;0;346528,401100000366569;5628413,027799999341369;6,822690303000059;50,787128169000027;1
26267;5230110601600993425;5;3;15;0;2023;1;18;3;2;5;3;2;1;1;1;0;0;0;0;365387,025999999605119;5642918,572000000625849;7,084734275000073;50,922185702000036;1
26269;5230110601600099095;5;3;15;0;2023;1;11;3;3;5;3;0;0;1;1;0;0;0;0;366408,888000000268221;5641471,251800000667572;7,099794685000063;50,909415161000027;1
26271;5230110601300580370;5;3;15;0;2023;1;17;3;2;3;7;2;1;1;1;0;0;0;0;353533,298600000329316;5646153,550300000235438;6,914894438000033;50,948370114000056;1
26273;5230110601200599157;5;3;15;0;2023;1;18;3;3;5;2;2;1;1;1;0;0;0;0;357574,523000000044703;5634586,648600000888109;6,976897396000027;50,845430634000081;1
26278;5230110600140595400;5;3;14;0;2023;1;7;3;3;4;2;2;0;1;1;0;0;0;0;370527,245199999772012;5624249,566700000315905;7,164424821000068;50,755562981000026;1
26283;5230110518200992200;5;1;70;24;2023;1;7;3;3;5;2;2;1;1;1;0;0;0;0;335424,434000000357628;5704019,021999999880791;6,630776901000047;51,463381818000073;1
26285;5230110518120044473;5;1;70;44;2023;1;7;3;3;5;3;2;1;1;1;0;0;0;0;338285,601999999955297;5718900,424000000581145;6,665096102000064;51,597904429000039;1
