OBJECTID;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;STRZUSTAND
73532;5200102705000021161;5;5;54;20;2020;1;21;5;3;0;5;2;1;1;0;0;0;1;366409,084599999710000;5785792,797000000300000;7,044947864000051;52,206367634000060;1
73533;5200102705000017214;5;5;54;48;2020;1;8;5;3;0;1;0;1;0;0;0;0;0;342018,608799999580000;5744952,929400000700000;6,707136084000069;51,833025349000081;1
73549;5200102601610286206;5;3;15;0;2020;1;16;5;3;1;5;1;1;1;0;0;0;0;360030,723899999630000;5644904,878499999600000;7,007810686000028;50,938762462000057;0
73550;5200102601210667208;5;3;15;0;2020;1;7;5;3;0;1;1;1;0;0;0;0;0;354594,756500000130000;5643319,524199999900000;6,931125652000048;50,923170217000063;2
73576;5200102303100115074;5;9;15;0;2020;1;2;5;3;8;1;2;1;0;0;0;0;0;417455,849799999970000;5721349,868899999200000;7,807219578000058;51,637094942000033;2
73613;5200101502226137202;5;1;13;0;2020;1;16;4;3;5;3;1;1;1;0;0;0;0;361373,106300000100000;5696552,998900000000000;7,006989445000045;51,403240387000039;0
73616;5200101407110079418;5;7;62;20;2020;1;14;4;3;0;7;0;1;0;0;0;0;0;522713,508000000380000;5737127,458000000600000;9,329278960000067;51,784554374000038;2
73618;5200101405228104207;5;7;54;28;2020;1;6;4;2;4;7;2;1;0;1;0;0;0;452699,387000000100000;5741192,282400000800000;8,313746187000049;51,819561237000073;0
73782;5200107506100979003;5;1;16;0;2020;1;15;3;3;0;5;0;1;1;0;0;0;0;323346,509700000290000;5676658,278999999200000;6,470652331000053;51,213955503000079;0
73786;5200104405148981065;5;7;54;48;2020;1;18;7;3;0;7;2;1;0;1;0;0;0;437827,923999999650000;5762474,154999999300000;8,094169381000029;52,009427923000032;1
73789;5200106316000070280;5;9;74;28;2020;1;7;2;3;5;2;1;1;1;0;0;0;0;454750,784699999730000;5725681,515699999400000;8,345525053000074;51,680277640000043;0
73790;5200107702100372414;5;5;15;0;2020;1;8;3;3;5;2;0;1;1;0;0;0;0;412166,518000000160000;5759474,415999999300000;7,721144127000059;51,978996493000068;1
73791;5200107502402959201;5;1;17;0;2020;1;19;3;3;5;2;2;1;1;0;0;0;0;353036,426400000230000;5701318,808599999200000;6,885243369000023;51,443965938000076;0
73793;5200106706300087295;5;5;58;24;2020;1;17;2;3;0;3;2;1;1;0;0;0;0;393638,474899999800000;5736243,160100000000000;7,458629376000033;51,766959039000028;0
73794;5200107505100524209;5;1;14;0;2020;1;15;3;3;0;5;0;1;1;0;0;0;0;330246,069899999540000;5688527,826999999600000;6,563708352000049;51,322683776000076;0
73805;5200104303100067578;5;9;15;0;2020;1;5;7;3;0;2;1;1;0;0;0;0;0;415485,826000000350000;5722378,007799999800000;7,778510862000076;51,646044791000065;1
73806;5200104600320673204;5;3;82;72;2020;1;16;7;3;5;3;0;1;1;0;0;0;0;371475,717199999840000;5612283,795399999200000;7,182028953000042;50,648220416000072;0
73819;5200104518310676414;5;1;70;32;2020;1;12;7;3;5;3;0;1;1;0;0;0;0;332816,877899999730000;5712572,798000000400000;6,589220540000042;51,539462845000060;0
73825;5200107300700252382;5;9;16;0;2020;1;18;3;3;5;2;2;1;1;0;0;0;0;371667,787700000220000;5709690,220499999800000;7,150139054000022;51,523728736000066;0
73827;5200105701200002200;5;5;62;20;2020;1;16;1;3;5;3;2;1;1;0;0;0;0;373219,900999999610000;5715205,346000000800000;7,170512324000072;51,573644112000068;0
73828;5200107601310739207;5;3;15;0;2020;1;10;3;3;0;5;0;1;1;0;0;0;0;352796,484699999910000;5644908,376100000000000;6,904915799000037;50,936992585000041;1
73851;5200106516620889206;5;1;58;4;2020;1;16;2;3;5;3;1;1;1;0;0;0;0;356217,209999999960000;5675730,824999999300000;6,941308081000045;51,214844853000045;0
73862;5200103711161579136;5;5;70;24;2020;1;10;6;3;4;2;0;1;1;0;0;0;0;420540,105999999680000;5753300,457000000400000;7,844462934000035;51,924758187000066;1
73866;5200107603116251203;5;3;66;16;2020;1;17;3;3;9;6;2;1;0;0;0;0;0;342953,340800000350000;5611498,081000000200000;6,779207751000058;50,634170275000031;0
73880;5200107518400692208;5;1;70;8;2020;1;17;3;3;0;7;0;1;0;0;0;0;0;341667,359699999910000;5715882,271800000200000;6,715242263000050;51,571748720000073;0
73897;5200103701610770200;5;5;62;12;2020;1;16;6;3;5;2;1;1;1;0;0;0;0;359901,355999999680000;5726783,623999999800000;6,973812572000043;51,674533415000042;1
73900;5200106316100284904;5;9;74;40;2020;1;14;2;3;0;3;0;1;1;0;0;0;0;438372,395100000310000;5711922,590900000200000;8,111078353000039;51,555020018000050;0
73902;5200107502407764203;5;1;17;0;2020;1;10;3;2;5;7;0;1;1;0;0;0;0;351936,373999999840000;5697054,618699999500000;6,871207518000063;51,405363017000070;1
73903;5200104601520476202;5;3;15;0;2020;1;14;7;2;0;7;0;1;0;0;0;0;0;357110,843600000250000;5644718,188400000300000;6,966352809000057;50,936368554000069;0
73905;5200106711141072431;5;5;70;44;2020;1;14;2;3;5;2;0;1;1;0;0;0;0;416571,347799999640000;5759451,895500000600000;7,785267951000037;51,979472925000039;0
73907;5200106515210327203;5;1;54;12;2020;1;13;2;3;0;5;0;1;0;0;0;0;1;314645,156499999580000;5710944,401599999500000;6,328332867000029;51,519163215000049;0
73915;5200104601310562207;5;3;15;0;2020;1;15;7;3;0;1;0;1;0;0;0;0;0;354263,946000000460000;5645891,185000000500000;6,925393649000057;50,946197505000043;0
73917;5200106702100268200;5;5;15;0;2020;1;9;2;3;5;3;0;1;1;0;0;0;0;407125,860700000080000;5751316,521199999400000;7,649976999000046;51,904849201000047;0
73930;5200104709300174736;5;5;66;84;2020;1;11;7;3;5;3;0;1;1;0;0;0;0;390025,927000000140000;5775773,914999999100000;7,393654143000049;52,121545169000058;0
73936;5200104601210616200;5;3;15;0;2020;1;18;7;3;0;1;2;1;0;0;0;0;0;353571,060399999840000;5644188,623600000500000;6,916221370000073;50,930721621000032;1
73942;5200106602900634207;5;3;62;40;2020;1;6;2;3;4;6;2;1;0;0;1;0;0;358101,540699999780000;5631821,403100000700000;6,985449040000049;50,820708343000035;0
73971;5200107317240818881;5;9;78;40;2020;1;7;3;3;5;2;2;1;1;0;0;0;0;405011,430999999870000;5725186,252000000300000;7,626404896000054;51,669615909000072;1
73978;5200106513110809200;5;1;62;16;2020;1;15;2;3;3;6;0;1;0;0;0;0;1;332982,265800000170000;5677310,996799999800000;6,608181710000054;51,222719245000064;0
73988;5200106500300620203;5;1;11;0;2020;1;17;2;3;0;6;2;1;0;0;1;0;0;345473,199400000270000;5675990,199500000100000;6,787481558000025;51,214369207000061;0
73990;5200105601120792204;5;3;15;0;2020;1;10;1;3;1;1;0;1;1;0;0;0;0;355036,639399999750000;5643523,248299999200000;6,937327558000050;50,925112236000075;1
73992;5200104501324818204;5;1;12;0;2020;1;12;7;3;5;3;0;1;1;0;0;0;0;343687,446000000460000;5696210,914999999100000;6,753075205000073;51,395569061000060;0
73996;5200107601310405205;5;3;15;0;2020;1;20;3;3;7;1;2;1;0;0;0;0;0;354844,582799999970000;5646239,697599999600000;6,933514547000073;50,949475985000049;0
73997;5200107303100051443;5;9;15;0;2020;1;18;3;3;0;5;2;1;1;0;0;0;0;418262,852900000290000;5725094,106599999600000;7,818002944000057;51,670871912000052;0
74002;5200106406210187100;5;7;58;4;2020;1;16;2;3;0;2;0;1;1;0;0;0;0;471691,894700000060000;5782681,748400000900000;8,585856940000042;52,193866161000074;0
74009;5200104607400283200;5;3;82;44;2020;1;18;7;3;5;3;2;1;1;0;0;0;0;363603,192999999970000;5627265,962200000900000;7,065200256000026;50,781087635000063;0
74033;5200105705000870577;5;5;54;68;2020;1;3;1;2;5;3;2;1;1;0;0;0;0;350737,090499999930000;5765633,941700000300000;6,824602039000070;52,021233952000046;1
74035;5200107307000668941;5;9;62;24;2020;1;7;3;2;5;3;2;1;1;0;0;0;0;402412,273599999960000;5691264,487800000200000;7,598224652000056;51,364248024000062;1
74036;5200104702100055909;5;5;15;0;2020;1;12;7;2;0;1;0;1;0;0;0;0;0;402675,347799999640000;5754819,414599999800000;7,584314763000066;51,935574680000059;1
74056;5200110501317212207;5;1;12;0;2020;1;13;6;3;5;3;0;1;1;0;0;0;0;344676,309500000440000;5699376,164500000000000;6,765891766000038;51,424280490000058;1
74062;5200109600110118209;5;3;14;0;2020;1;14;5;3;2;6;0;1;1;0;0;0;0;364460,365699999970000;5618391,573499999900000;7,080616528000064;50,701527033000048;1
74063;5200110513340411205;5;1;62;28;2020;1;8;6;3;1;5;0;1;1;0;0;0;1;338146,093799999920000;5661831,729199999900000;6,689027205000059;51,085126697000078;1
74065;5200109316100778200;5;9;74;40;2020;1;18;5;3;0;2;0;1;1;0;0;0;0;437523,932500000110000;5712961,896700000400000;8,098656971000025;51,564270584000042;1
74068;5200111303100551349;5;9;15;0;2020;1;10;7;3;5;3;0;1;1;0;0;0;0;419542,560800000090000;5726305,983999999200000;7,836225360000071;51,681950946000029;0
74074;5200109705000670576;5;5;54;48;2020;1;14;5;3;5;3;0;1;1;0;0;0;0;340649,042000000370000;5745267,831000000200000;6,687131268000030;51,835465381000063;0
74075;5200110609224614208;5;3;58;24;2020;1;7;6;3;6;4;1;1;0;1;0;0;0;314861,532899999990000;5644674,449100000800000;6,365670458000068;50,923962882000069;1
74081;5200108518200639205;5;1;70;24;2020;1;7;4;3;5;3;2;1;1;0;0;0;0;333158,192300000230000;5702253,621300000700000;6,599015435000069;51,446858195000061;1
74089;5200110501313838202;5;1;12;0;2020;1;6;6;3;5;2;1;1;1;0;0;0;0;346511,193199999630000;5701989,267200000600000;6,791130077000048;51,448259447000055;1
74093;5200108516310254209;5;1;58;28;2020;1;11;4;2;5;3;0;1;1;0;0;0;0;350622,402999999930000;5683504,499500000800000;6,858015906000048;51,283261683000035;1
74095;5200108516110366200;5;1;58;32;2020;1;15;4;3;5;3;0;1;1;0;0;0;0;362067,971099999730000;5688622,544600000600000;7,020049969000070;51,332142369000053;1
74097;5200110705221643208;5;5;54;20;2020;1;7;6;2;5;2;1;1;0;0;0;1;0;367021,269999999550000;5785547,694000000100000;7,053997600000059;52,204313313000057;1
74102;5200108515210069460;5;1;54;52;2020;1;7;4;2;5;2;2;1;1;0;1;0;0;309436,088000000450000;5707006,665999999300000;6,255468596000071;51,482063817000039;1
74111;5200110705000228616;5;5;54;4;2020;1;15;6;2;5;3;0;1;0;0;0;0;0;361888,561999999920000;5771523,530999999500000;6,984633356000074;52,077041824000048;1
74114;5200110600360389209;5;3;82;12;2020;1;13;6;2;5;2;0;1;1;0;0;0;0;361742,791000000200000;5625945,085999999200000;7,039323271000058;50,768775567000034;0
74116;5200108513320089206;5;1;62;4;2020;1;15;4;3;5;2;0;1;1;0;0;0;0;347236,502600000240000;5658912,961300000500000;6,819950915000050;51,061391858000036;1
74118;5200108705221452206;5;5;54;20;2020;1;7;4;3;5;3;2;1;1;0;0;0;0;367026,191999999810000;5786758,955800000600000;7,053593837000051;52,215198227000030;1
74121;5200108513110094202;5;1;62;16;2020;1;15;4;3;5;3;0;1;1;0;0;0;0;333142,925999999980000;5676523,460000000900000;6,610846815000059;51,215690729000073;0
74123;5200110513210323202;5;1;62;24;2020;1;8;6;2;5;2;0;1;1;0;0;0;0;336444,208399999890000;5676722,126900000500000;6,657983046000027;51,218430797000053;1
74124;5200108508223615206;5;1;19;0;2020;1;7;4;3;5;3;2;1;1;0;0;0;0;353182,242999999780000;5709835,378000000500000;6,883799568000029;51,520530469000050;1
74127;5200108508104700202;5;1;19;0;2020;1;21;4;3;5;2;2;1;1;0;0;0;0;352254,235999999570000;5704838,879000000700000;6,872525529000029;51,475392351000039;1
74131;5200109405152957258;5;7;54;52;2020;1;7;5;3;5;3;2;1;1;0;0;0;0;459701,957000000400000;5769193,858999999200000;8,412053076000063;52,071860282000046;1
74136;5200109702100255938;5;5;15;0;2020;1;8;5;3;0;2;0;1;1;0;0;0;0;407168,081199999900000;5757930,210100000700000;7,648805774000039;51,964303776000065;1
74138;5200109515211086195;5;1;54;16;2020;1;15;5;2;3;2;0;1;1;0;0;0;0;302630,144100000150000;5729376,865700000900000;6,145004828000026;51,680625459000055;0
74140;5200108506100850201;5;1;16;0;2020;1;7;4;3;5;3;2;1;1;0;0;0;0;322574,034199999650000;5667710,466399999300000;6,464019436000058;51,133334247000050;1
74151;5200109513210290200;5;1;62;24;2020;1;13;5;3;5;2;0;1;1;0;0;0;0;337708,406499999580000;5675427,441999999800000;6,676655335000021;51,207159085000058;1
74167;5200110410220794204;5;7;70;8;2020;1;7;6;3;0;3;2;1;0;0;0;0;0;475375,934999999590000;5802028,979000000300000;8,638339359000042;52,367981364000059;1
74168;5200108702100509202;5;5;15;0;2020;1;21;4;3;5;3;2;1;1;0;0;0;0;407262,322900000030000;5756888,668199999300000;7,650458269000069;51,954957581000031;0
74171;5200108702100279115;5;5;15;0;2020;1;12;4;3;5;3;0;1;1;0;0;0;0;403988,757000000220000;5761396,302400000400000;7,601574558000039;51,994918101000053;1
74173;5200109601310811201;5;3;15;0;2020;1;7;5;3;5;2;1;1;1;0;0;0;0;353831,201899999750000;5646583,192600000600000;6,918959928000049;50,952306771000053;1
74179;5200108702100179199;5;5;15;0;2020;1;8;4;3;5;2;1;1;1;0;0;0;0;405900,997000000440000;5760101,257999999400000;7,629773442000044;51,983605050000051;0
74185;5200110702100728206;5;5;15;0;2020;1;13;6;3;5;3;0;1;1;0;0;0;0;409070,905199999920000;5752861,939300000700000;7,677834083000050;51,919061361000047;1
74191;5200109316300771207;5;9;74;28;2020;1;15;5;3;3;2;0;1;1;0;0;0;0;453284,599000000390000;5725457,562999999200000;8,324349989000041;51,678144063000047;1
74209;5200110301404333209;5;9;13;0;2020;1;7;6;3;5;3;1;1;1;0;0;0;0;390468,724799999970000;5709932,678600000200000;7,420951924000065;51,529867603000071;1
74214;5200110606110410200;5;3;78;4;2020;1;13;6;3;5;3;0;1;1;0;0;0;0;366893,191999999810000;5649763,053999999500000;7,103648671000030;50,984050945000035;1
74216;5200108405236640742;5;7;54;36;2020;1;7;4;3;5;2;2;1;0;0;0;0;1;473419,424999999810000;5750495,907999999800000;8,613633589000074;51,904579658000046;1
74222;5200108701500184201;5;5;62;24;2020;1;11;4;3;5;3;0;1;1;0;0;0;0;373342,296000000090000;5725639,411000000300000;7,168505368000069;51,667442081000047;1
74224;5200108405108564203;5;7;54;8;2020;1;13;4;2;3;2;0;1;0;0;0;0;1;457724,121000000280000;5751062,346300000300000;8,385433904000024;51,908702288000029;1
74227;5200108701500061200;5;5;62;24;2020;1;8;4;3;5;2;1;1;1;0;0;0;0;370140,964499999770000;5725316,271900000100000;7,122360043000072;51,663807397000028;1
74231;5200108405108333205;5;7;54;8;2020;1;17;4;3;4;2;1;1;1;0;0;0;0;459277,980600000360000;5755333,705000000100000;8,407515627000066;51,947220087000062;1
74234;5200110502213871203;5;1;13;0;2020;1;9;6;3;0;7;0;1;1;0;0;0;0;364857,767300000410000;5699719,040400000300000;7,055849257000034;51,432533555000077;1
74236;5200110702100956376;5;5;15;0;2020;1;13;6;3;5;2;0;1;1;0;0;0;0;406321,599499999550000;5756459,106499999800000;7,636889897000060;51,950938800000074;1
74240;5200110600140102207;5;3;14;0;2020;1;6;6;3;5;3;2;1;1;0;0;0;0;369888,531999999660000;5623832,540999999300000;7,155521950000036;50,751671826000063;0
74247;5200109709500735203;5;5;66;76;2020;1;16;5;3;5;3;1;1;0;0;0;0;1;397102,439100000080000;5796101,027300000200000;7,490797923000059;52,305598019000058;1
74250;5200108404102087153;5;7;66;40;2020;1;13;4;3;0;3;0;1;1;0;0;0;0;486433,264000000430000;5759567,820000000300000;8,802438604000031;51,986614061000068;1
74263;5200108400200803754;5;7;11;0;2020;1;13;4;2;6;4;0;1;1;1;0;0;0;469271,875300000420000;5762679,929199999200000;8,552258062000021;52,013909774000069;1
74264;5200110316100585039;5;9;74;24;2020;1;10;6;3;5;3;0;1;1;0;0;0;0;440948,310999999750000;5723190,982200000400000;8,146331125000074;51,656604804000040;1
74270;5200110513120433205;5;1;62;20;2020;1;12;6;3;0;7;0;1;1;0;0;0;0;326249,344499999660000;5674142,662499999600000;6,513391015000025;51,192246517000058;1
74276;5200110709800024120;5;5;66;88;2020;1;17;6;3;5;2;2;1;1;0;0;0;0;424528,603000000120000;5785429,225999999800000;7,895348688000070;52,214124804000051;1
74281;5200108317240018405;5;9;78;40;2020;1;10;4;3;5;2;0;1;1;0;0;0;0;406002,453499999830000;5724464,347500000100000;7,640925559000038;51,663293441000064;1
74296;5200108608328604207;5;3;34;28;2020;1;15;4;3;1;3;1;1;1;0;0;0;0;309093,378100000320000;5609450,140200000300000;6,301964364000071;50,605669760000069;1
74297;5200109709700576376;5;5;66;28;2020;1;16;5;3;5;3;1;1;1;0;0;0;0;412463,928000000310000;5792948,410000000100000;7,716857898000058;52,279925039000034;1
74301;5200108607200785208;5;3;82;20;2020;1;16;4;3;0;2;1;1;1;0;0;0;0;378126,307000000030000;5625944,179700000200000;7,271543862000044;50,772441015000027;0
74303;5200110705000218397;5;5;54;4;2020;1;13;6;3;5;3;0;1;1;0;0;0;0;360807,313799999650000;5773504,525299999900000;6,968057545000022;52,094570657000077;1
74310;5200108606130686610;5;3;78;20;2020;1;11;4;3;5;2;0;1;1;0;0;0;0;368219,202999999750000;5655786,888900000600000;7,120341322000058;51,038496092000059;1
74318;5200110515211768204;5;1;54;16;2020;1;11;6;3;5;3;0;1;1;0;0;0;0;304412,519000000320000;5727586,768999999400000;6,171755454000049;51,665172958000028;1
74326;5200110608416876209;5;3;34;16;2020;1;7;6;2;4;6;2;1;0;0;0;0;0;296195,552000000140000;5638520,832000000400000;6,103851781000060;50,862406060000069;1
74333;5200110709100409878;5;5;66;8;2020;1;7;6;3;5;3;2;1;1;0;0;0;0;400746,928600000220000;5779855,927999999400000;7,549002122000047;52,160262617000058;1
74340;5200108601310380209;5;3;15;0;2020;1;18;4;3;5;3;2;1;1;0;0;0;0;354014,620600000020000;5646884,894500000400000;6,921448476000023;50,955064547000063;0
74349;5200110705000553157;5;5;54;4;2020;1;16;6;3;5;2;0;1;1;0;0;0;0;361359,303899999710000;5773289,089700000400000;6,976197701000046;52,092773492000049;1
74350;5200108601310364203;5;3;15;0;2020;1;18;4;3;1;5;1;1;1;0;0;0;0;354014,126099999990000;5646067,291099999100000;6,921769275000031;50,947716903000071;1
74359;5200108601220503209;5;3;15;0;2020;1;4;4;3;5;3;2;1;0;0;0;0;1;354257,965200000440000;5640288,801100000700000;6,927547326000024;50,895848894000039;1
74360;5200110501322256207;5;1;12;0;2020;1;16;6;3;5;3;1;1;1;0;0;0;0;347218,030000000260000;5696606,009999999800000;6,803615197000056;51,400080805000073;1
74361;5200109711213681052;5;5;70;4;2020;1;15;5;2;5;2;0;1;1;0;0;0;0;423965,346699999650000;5734921,705399999400000;7,898304609000036;51,760020206000036;1
74365;5200109601140761207;5;3;15;0;2020;1;20;5;3;6;6;2;1;0;1;0;0;0;355186,773799999620000;5643735,517200000600000;6,939378022000028;50,927057557000069;1
74371;5200113610211785787;5;3;70;4;2020;1;20;2;3;5;2;1;1;1;0;0;0;0;311505,036799999890000;5661863,186300000200000;6,309043563000046;51,077275842000063;0
74378;5200113317210707883;5;9;78;20;2020;1;10;2;3;5;3;0;1;1;0;0;0;0;408111,860000000340000;5714023,059200000000000;7,674153846000024;51,569784208000044;1
74383;5200113607500153871;5;3;82;56;2020;1;16;2;3;3;2;0;1;1;0;0;0;0;372755,632799999790000;5627286,662599999500000;7,194949943000040;50,783354438000060;0
74388;5200114405236982127;5;7;54;36;2020;1;13;3;3;5;3;0;1;0;0;0;0;1;473610,195899999700000;5750143,985500000400000;8,616433454000060;51,901424626000050;0
74405;5200115518200976345;5;1;70;24;2020;1;19;4;3;5;3;2;1;1;0;0;0;0;332781,143799999730000;5698474,930800000200000;6,595378218000064;51,412799603000053;1
74406;5200113705111606204;5;5;54;8;2020;1;12;2;1;0;7;0;1;0;0;0;0;0;338659,216000000010000;5751299,428999999500000;6,655459615000041;51,889079910000078;1
74411;5200114702100742455;5;5;15;0;2020;1;15;3;3;5;3;0;1;1;0;0;0;0;405739,755499999970000;5753728,591499999200000;7,629174487000057;51,926297328000032;0
74423;5200113702100055909;5;5;15;0;2020;1;7;2;3;5;2;1;1;1;0;0;0;0;402894,947700000370000;5755013,630300000300000;7,587453187000051;51,937358716000062;1
74438;5200113610121011202;5;3;70;12;2020;1;20;2;2;2;6;2;1;1;0;0;0;0;298478,461799999700000;5647398,089999999900000;6,131350041000076;50,942936217000067;1
74448;5200115500200770385;5;1;11;0;2020;1;13;4;3;5;3;0;1;0;0;0;0;0;346119,639299999920000;5682783,218800000800000;6,793810248000057;51,275582160000056;0
74461;5200113303100071295;5;9;15;0;2020;1;7;2;3;5;3;1;1;1;0;0;0;0;419039,876099999990000;5725381,065800000000000;7,829170383000076;51,673564075000058;1
74468;5200113502404190207;5;1;17;0;2020;1;14;2;3;5;3;0;1;1;0;0;0;0;355041,944000000130000;5701830,684000000400000;6,913871722000067;51,449082405000070;0
74473;5200113508000040951;5;1;19;0;2020;1;14;2;3;5;3;0;1;1;0;0;0;0;349739,889600000340000;5707832,864199999700000;6,835073297000065;51,501632094000058;1
74476;5200113300110123205;5;9;11;0;2020;1;14;2;3;5;2;0;1;1;0;0;0;0;376799,893299999650000;5703987,918199999300000;7,226068693000059;51,473622695000074;0
74481;5200113601420576205;5;3;15;0;2020;1;7;2;3;3;7;1;1;1;0;0;0;0;356345,842600000090000;5647554,680500000700000;6,954353414000025;50,961669615000062;0
74482;5200114705000368647;5;5;54;4;2020;1;12;3;3;5;3;0;1;1;0;0;0;0;364467,088600000370000;5772585,099400000600000;7,021813733000045;52,087217654000028;0
74494;5200111706300705203;5;5;58;24;2020;1;19;7;3;4;2;2;1;1;0;0;0;0;391788,044800000270000;5736325,296700000800000;7,431798456000024;51,767342683000038;0
74495;5200112601400286534;5;3;15;0;2020;1;18;1;3;5;2;2;1;1;0;0;0;0;355929,872999999670000;5650054,574999999300000;6,947443586000077;50,984031728000048;1
74496;5200113601110540208;5;3;15;0;2020;1;8;2;2;0;7;1;1;0;0;0;0;0;355009,876299999650000;5645390,978099999900000;6,936203973000033;50,941890361000048;0
74497;5200114702100072376;5;5;15;0;2020;1;20;3;3;5;3;2;1;1;0;0;0;0;405234,569000000130000;5750568,948999999100000;7,622699128000022;51,897811137000076;0
74513;5200113518200260202;5;1;70;24;2020;1;15;2;3;5;3;0;1;1;0;0;0;0;336184,423200000080000;5702506,801100000700000;6,642408074000059;51,450016225000070;0
74524;5200111609236167461;5;3;58;36;2020;1;17;7;3;5;3;2;1;1;0;0;0;0;308758,272599999790000;5651480,124299999300000;6,275355759000036;50,983103764000077;0
74529;5200113301202566992;5;9;13;0;2020;1;8;2;3;5;2;0;1;0;0;0;0;1;394487,263199999930000;5709232,934699999200000;7,479072069000040;51,524343221000038;1
74530;5200115600370734220;5;3;82;4;2020;1;11;4;3;5;3;0;1;1;0;0;0;0;359865,481399999930000;5622562,086400000400000;7,014004929000066;50,737920507000069;0
74534;5200113602700072207;5;3;62;28;2020;1;7;2;3;5;3;2;1;1;0;0;0;0;352668,982800000350000;5638536,536599999300000;6,905674543000032;50,879698715000075;0
74535;5200113711412776177;5;5;70;28;2020;1;7;2;2;4;6;2;1;0;0;1;0;0;438644,026600000450000;5741774,180800000200000;8,109746520000044;51,823426059000042;1
74541;5200113506100572015;5;1;16;0;2020;1;16;2;3;5;3;1;1;1;0;0;0;0;318257,730000000450000;5672567,967000000200000;6,399940103000063;51,175615811000057;0
74547;5200113706000476763;5;5;58;44;2020;1;8;2;2;5;3;0;1;1;0;0;0;0;395221,183000000190000;5746186,593000000300000;7,478549818000033;51,856629861000044;1
74550;5200112600140630209;5;3;14;0;2020;1;12;1;2;5;3;0;1;1;0;0;0;0;370746,529400000350000;5623067,600199999300000;7,167946831000052;50,744988008000064;0
74555;5200114518200369598;5;1;70;24;2020;1;7;3;3;5;2;2;1;1;0;0;0;0;336065,525999999610000;5702511,611999999700000;6,640696266000020;51,450025041000060;1
74556;5200114709300342419;5;5;66;84;2020;1;12;3;3;5;2;0;1;1;0;0;0;0;390136,080799999650000;5775420,139299999900000;7,395376639000062;52,118387603000031;1
74567;5200113600110952205;5;3;14;0;2020;1;15;2;3;0;1;0;1;0;0;0;0;0;363303,493300000210000;5624888,806600000700000;7,061834962000035;50,759651892000079;0
74570;5200114506100604201;5;1;16;0;2020;1;7;3;3;5;3;2;1;1;0;0;0;0;323897,671299999580000;5677261,231799999300000;6,478239646000077;51,219542324000031;1
74571;5200113405140051177;5;7;54;40;2020;1;7;2;3;0;2;2;1;1;0;0;0;0;461223,179399999790000;5762327,544800000300000;8,435025306000057;52,010237591000077;1
74582;5200113516710320205;5;1;58;8;2020;1;15;2;3;5;3;0;1;1;0;0;0;0;361573,978199999780000;5675111,054800000000000;7,018195696000021;51,210598861000051;0
74584;5200114501316227206;5;1;12;0;2020;1;12;3;3;0;5;0;1;1;0;0;0;0;345533,300999999980000;5698868,689200000800000;6,778429559000074;51,419954983000082;1
74605;5200111601700829200;5;3;16;0;2020;1;14;7;3;5;2;0;1;1;0;0;0;0;359083,281000000420000;5654852,446000000500000;6,990477258000055;51,027930504000039;0
74608;5200111601420955209;5;3;15;0;2020;1;18;7;3;5;2;2;1;1;0;0;0;0;356429,359400000420000;5647046,628100000300000;6,955742327000053;50,957124649000036;0
74610;5200114601310343201;5;3;15;0;2020;1;19;3;3;0;6;2;1;1;0;0;0;0;353206,893199999820000;5645201,983999999200000;6,910634517000062;50,939735740000060;0
74614;5200113705000181907;5;5;54;16;2020;1;13;2;3;0;7;0;1;0;0;0;0;0;362824,640300000090000;5757202,328099999600000;7,004020254000068;51,948591875000034;1
74621;5200111601220015200;5;3;15;0;2020;1;20;7;3;5;3;2;1;1;0;0;0;0;357513,907300000080000;5641224,022500000900000;6,973450594000042;50,905066253000030;0
74630;5200113701910991204;5;5;62;8;2020;1;10;2;3;5;2;0;1;0;0;0;0;1;384949,290900000370000;5722806,405899999700000;7,337196989000063;51,644476593000036;0
74635;5200114701400919201;5;5;12;0;2020;1;13;3;3;5;3;0;1;1;0;0;0;0;357754,627000000330000;5709775,565300000800000;6,949682974000041;51,521162990000050;1
74637;5200112513310606203;5;1;62;8;2020;1;12;1;2;0;1;0;1;0;0;0;0;0;330200,312699999660000;5662187,285199999800000;6,575515358000075;51,086024451000071;0
74639;5200114702100542458;5;5;15;0;2020;1;12;3;3;5;2;0;1;1;0;0;0;0;403058,600100000390000;5758145,626399999500000;7,588949519000039;51,965538588000072;1
74640;5200114513340133202;5;1;62;28;2020;1;16;3;3;0;7;1;1;0;0;0;0;1;337199,246399999600000;5656455,848500000300000;6,677938672000039;51,036556456000028;1
74655;5200111505100881428;5;1;14;0;2020;1;18;7;2;0;7;2;1;0;0;0;0;0;334051,093100000170000;5688353,682199999700000;6,618347516000029;51,322241956000028;0
74656;5200113404101676297;5;7;66;64;2020;1;9;2;1;5;3;0;1;1;0;0;0;0;489082,951999999580000;5739622,468000000300000;8,841655326000023;51,807342160000076;1
74664;5200113514215579484;5;1;66;28;2020;1;17;2;3;3;6;2;1;1;0;0;0;0;324086,283599999730000;5689224,093900000700000;6,475050581000062;51,327067149000072;1
